user_id,channel,device,age_group,app_install,registration,kyc_start,kyc_complete,card_ordered,first_tx,install_date,first_tx_date
U000105,organic_search,ios,18-24,1,1,1,0,0,0,2024-07-21 01:45:00.745613442,
U000106,paid_social,ios,45+,1,1,1,1,1,1,2024-07-13 13:58:15.345986253,2024-07-14 04:18:45.703235926
U000107,email,ios,35-44,1,1,1,1,1,1,2024-07-08 14:56:46.786415809,2024-07-09 09:43:48.000145234
U000108,organic_search,ios,35-44,1,1,0,0,0,0,2024-07-03 16:46:29.015641747,
U000109,organic_search,ios,25-34,1,1,0,0,0,0,2024-07-26 06:32:55.717718863,
U000110,organic_search,ios,45+,1,1,1,1,0,0,2024-07-13 18:16:54.000365473,
U000111,organic_search,ios,35-44,1,1,1,1,0,0,2024-07-06 15:59:17.452112622,
U000112,app_store,android,25-34,1,0,0,0,0,0,2024-07-09 13:36:10.265145256,
U000113,email,ios,35-44,1,1,1,1,0,0,2024-07-17 05:14:07.981184234,
U000114,referral,ios,25-34,1,1,1,1,1,1,2024-07-05 22:47:28.716486590,2024-07-06 13:32:10.281474113
U000115,email,ios,25-34,1,1,0,0,0,0,2024-07-24 23:38:41.276076273,
U000116,email,ios,25-34,1,1,0,0,0,0,2024-07-22 05:43:30.446577339,
U000117,organic_search,android,25-34,1,1,0,0,0,0,2024-07-21 03:28:44.783036508,
U000118,email,ios,18-24,1,1,1,1,0,0,2024-07-13 02:21:59.481823932,
U000119,paid_social,android,25-34,1,1,0,0,0,0,2024-07-18 13:33:05.547427351,
U000120,email,ios,35-44,1,1,0,0,0,0,2024-07-17 08:30:49.806393688,
U000121,email,ios,45+,1,1,1,1,1,1,2024-07-19 04:41:48.898481420,2024-07-21 05:16:13.006515744
U000122,paid_social,android,45+,1,0,0,0,0,0,2024-07-03 08:44:47.701701618,
U000123,organic_search,android,25-34,1,1,0,0,0,0,2024-07-12 15:25:21.267331140,
U000124,organic_search,ios,35-44,1,0,0,0,0,0,2024-07-02 03:57:53.009406691,
U000125,paid_social,android,18-24,1,0,0,0,0,0,2024-07-14 19:57:42.589916341,
U000126,email,ios,35-44,1,1,1,1,1,1,2024-07-10 05:40:00.244875475,2024-07-21 22:08:53.526899896
U000127,email,android,18-24,1,1,1,0,0,0,2024-07-05 01:07:12.917704742,
U000128,organic_search,android,25-34,1,0,0,0,0,0,2024-07-03 21:29:12.459514398,
U000129,paid_social,android,35-44,1,1,0,0,0,0,2024-07-17 10:53:49.749012319,
U000130,paid_social,android,25-34,1,1,1,0,0,0,2024-07-05 18:38:18.509484433,
U000131,organic_search,ios,18-24,1,1,1,1,1,1,2024-07-26 21:40:50.590377148,2024-07-27 08:36:42.128188228
U000132,organic_search,android,35-44,1,0,0,0,0,0,2024-07-17 06:28:23.109163194,
U000133,paid_social,ios,25-34,1,1,0,0,0,0,2024-07-10 17:05:47.431130679,
U000134,app_store,ios,18-24,1,0,0,0,0,0,2024-07-17 13:05:42.756991843,
U000135,paid_social,ios,18-24,1,1,0,0,0,0,2024-07-01 15:19:27.124795045,
U000136,paid_social,ios,25-34,1,0,0,0,0,0,2024-07-27 20:09:06.448673703,
U000137,referral,android,18-24,1,0,0,0,0,0,2024-07-14 12:06:28.474652264,
U000138,paid_social,android,35-44,1,0,0,0,0,0,2024-07-22 21:59:53.061763891,
U000139,app_store,android,25-34,1,1,0,0,0,0,2024-07-03 07:35:40.415812364,
U000140,app_store,ios,35-44,1,0,0,0,0,0,2024-07-14 15:02:03.833963678,
U000141,organic_search,ios,18-24,1,0,0,0,0,0,2024-07-14 17:45:18.360742456,
U000142,paid_social,android,25-34,1,1,0,0,0,0,2024-07-27 06:13:09.759875476,
U000143,paid_social,ios,35-44,1,1,1,1,1,1,2024-07-17 00:12:04.504308202,2024-07-20 18:12:00.341826878
U000144,organic_search,android,35-44,1,1,1,0,0,0,2024-07-14 06:11:05.559036982,
U000145,organic_search,android,35-44,1,1,1,1,1,0,2024-07-08 11:24:27.524151907,
U000146,referral,android,45+,1,1,0,0,0,0,2024-07-10 06:48:51.718371102,
U000147,paid_social,ios,25-34,1,1,0,0,0,0,2024-07-15 13:53:30.676059142,
U000148,organic_search,android,25-34,1,1,0,0,0,0,2024-07-13 06:56:54.604769967,
U000149,organic_search,ios,45+,1,1,1,1,1,1,2024-07-01 14:31:23.943646495,2024-07-02 13:21:21.506002318
U000150,app_store,android,18-24,1,1,1,1,0,0,2024-07-24 03:16:05.423010988,
U000151,organic_search,ios,18-24,1,1,1,1,1,1,2024-07-26 02:13:12.139234762,2024-08-03 06:30:25.191510061
U000152,organic_search,ios,25-34,1,0,0,0,0,0,2024-07-04 22:14:50.596105437,
U000153,paid_social,ios,35-44,1,1,0,0,0,0,2024-07-16 12:18:44.238449667,
U000154,app_store,android,25-34,1,0,0,0,0,0,2024-07-04 00:57:46.432954864,
U000155,organic_search,ios,18-24,1,0,0,0,0,0,2024-07-19 19:44:43.233081910,
U000156,referral,ios,25-34,1,1,0,0,0,0,2024-07-08 20:59:20.769863330,
U000157,email,ios,35-44,1,1,1,0,0,0,2024-07-19 11:07:55.237846648,
U000158,organic_search,android,25-34,1,1,1,1,1,1,2024-07-21 08:32:25.370882825,2024-07-26 02:22:38.468620663
U000159,referral,android,25-34,1,1,1,1,1,1,2024-07-22 12:31:52.012447197,2024-07-23 06:32:19.719573899
U000160,paid_social,android,35-44,1,1,1,0,0,0,2024-07-04 00:24:06.896456503,
U000161,referral,android,45+,1,1,0,0,0,0,2024-07-26 15:33:35.855756902,
U000162,referral,ios,35-44,1,0,0,0,0,0,2024-07-07 10:42:13.686772896,
U000163,paid_social,ios,35-44,1,1,1,1,0,0,2024-07-02 01:08:28.455901414,
U000164,organic_search,android,25-34,1,1,0,0,0,0,2024-07-16 12:51:39.093951877,
U000165,email,ios,25-34,1,0,0,0,0,0,2024-07-11 09:15:35.189120012,
U000166,paid_social,ios,25-34,1,0,0,0,0,0,2024-07-24 05:37:07.346585935,
U000167,organic_search,ios,35-44,1,0,0,0,0,0,2024-07-23 15:08:41.961217959,
U000168,organic_search,ios,25-34,1,0,0,0,0,0,2024-07-09 21:07:02.409516714,
U000169,referral,ios,35-44,1,1,1,0,0,0,2024-07-27 16:20:54.216552728,
U000170,referral,ios,45+,1,0,0,0,0,0,2024-07-09 03:29:48.434028576,
U000171,organic_search,ios,18-24,1,0,0,0,0,0,2024-07-15 10:07:06.207037363,
U000172,paid_social,ios,18-24,1,1,1,1,0,0,2024-07-08 04:00:30.747101144,
U000173,organic_search,ios,18-24,1,1,1,1,1,1,2024-07-27 05:01:16.604662450,2024-07-27 15:57:11.372228959
U000174,referral,ios,25-34,1,1,1,1,1,1,2024-07-05 14:36:59.232294417,2024-07-05 21:47:22.775485901
U000175,organic_search,ios,18-24,1,1,0,0,0,0,2024-07-02 06:10:47.770433922,
U000176,referral,android,45+,1,1,1,0,0,0,2024-07-13 04:23:06.807559347,
U000177,paid_social,ios,18-24,1,1,1,1,0,0,2024-07-28 18:52:34.964563882,
U000178,app_store,android,25-34,1,1,1,0,0,0,2024-07-25 23:12:25.642523887,
U000179,organic_search,android,18-24,1,1,1,1,0,0,2024-07-21 23:03:52.520670252,
U000180,paid_social,android,45+,1,1,1,0,0,0,2024-07-25 22:36:45.193933328,
U000181,organic_search,ios,35-44,1,0,0,0,0,0,2024-07-26 00:23:46.110757070,
U000182,app_store,ios,45+,1,1,1,0,0,0,2024-07-15 12:40:22.145446898,
U000183,email,ios,45+,1,1,1,1,1,1,2024-07-09 20:18:15.562189054,2024-07-13 22:31:03.335843120
U000184,organic_search,android,25-34,1,1,1,1,1,1,2024-07-22 14:47:32.475762902,2024-07-26 09:05:18.646152539
U000185,referral,ios,25-34,1,1,0,0,0,0,2024-07-19 12:38:10.927855446,
U000186,email,android,18-24,1,1,1,0,0,0,2024-07-11 11:05:52.777691278,
U000187,referral,android,25-34,1,1,0,0,0,0,2024-07-03 15:28:53.763374416,
U000188,paid_social,ios,35-44,1,0,0,0,0,0,2024-07-21 21:50:33.427775562,
U000189,organic_search,ios,18-24,1,1,0,0,0,0,2024-07-08 08:22:24.480120594,
U000190,organic_search,android,18-24,1,1,1,1,1,0,2024-07-27 05:32:18.373771320,
U000191,email,ios,35-44,1,1,1,0,0,0,2024-07-07 17:55:56.015053752,
U000192,app_store,ios,35-44,1,1,0,0,0,0,2024-07-04 10:29:35.990089868,
U000193,referral,android,35-44,1,0,0,0,0,0,2024-07-24 06:30:27.776404573,
U000194,paid_social,ios,25-34,1,1,0,0,0,0,2024-07-05 07:00:25.418777976,
U000195,paid_social,android,35-44,1,0,0,0,0,0,2024-07-06 00:28:05.891095203,
U000196,referral,android,25-34,1,1,1,1,1,1,2024-07-17 18:47:06.849247225,2024-07-18 09:16:45.235992745
U000197,email,android,18-24,1,1,1,1,0,0,2024-07-25 11:42:20.489193993,
U000198,email,ios,35-44,1,0,0,0,0,0,2024-07-06 12:00:14.743296694,
U000199,email,ios,45+,1,1,1,1,1,1,2024-07-09 16:32:15.029479910,2024-07-11 03:53:04.687194695
U000200,referral,ios,18-24,1,0,0,0,0,0,2024-07-22 18:24:57.784673055,
U000201,organic_search,ios,25-34,1,1,1,1,0,0,2024-07-28 05:04:02.489926692,
U000202,organic_search,ios,25-34,1,0,0,0,0,0,2024-07-15 00:29:53.077660706,
U000203,email,ios,18-24,1,1,1,1,1,0,2024-07-05 00:41:56.838171987,
U000204,referral,ios,45+,1,0,0,0,0,0,2024-07-01 09:21:54.667223679,
U000205,organic_search,ios,25-34,1,1,1,1,1,1,2024-07-07 10:19:43.867773231,2024-07-08 17:50:00.415726864
U000206,organic_search,android,35-44,1,1,1,0,0,0,2024-07-04 16:35:04.309269151,
U000207,referral,ios,35-44,1,0,0,0,0,0,2024-07-19 23:23:11.863204224,
U000208,organic_search,ios,25-34,1,1,0,0,0,0,2024-07-04 09:52:17.195197342,
U000209,organic_search,android,18-24,1,1,1,0,0,0,2024-07-15 04:15:13.370576634,
U000210,paid_social,android,25-34,1,0,0,0,0,0,2024-07-20 10:32:39.684307272,
U000211,referral,ios,18-24,1,1,1,1,1,0,2024-07-17 06:30:37.301027205,
U000212,referral,ios,25-34,1,1,0,0,0,0,2024-07-06 14:14:57.256496012,
U000213,organic_search,android,25-34,1,1,1,0,0,0,2024-07-23 12:22:18.053740128,
U000214,referral,android,35-44,1,1,1,0,0,0,2024-07-21 00:45:12.927966548,
U000215,organic_search,android,25-34,1,1,1,1,1,1,2024-07-21 16:35:50.102272478,2024-07-25 05:35:29.002435922
U000216,paid_social,android,35-44,1,1,1,1,0,0,2024-07-04 16:04:14.912567454,
U000217,referral,ios,25-34,1,1,1,0,0,0,2024-07-04 11:09:45.201790915,
U000218,referral,ios,35-44,1,1,1,1,1,0,2024-07-26 23:19:19.323394942,
U000219,email,ios,45+,1,1,1,0,0,0,2024-07-12 03:10:21.166501296,
U000220,referral,android,25-34,1,1,1,0,0,0,2024-07-09 10:14:15.075156451,
U000221,referral,android,45+,1,1,0,0,0,0,2024-07-14 16:19:42.522514428,
U000222,organic_search,android,35-44,1,0,0,0,0,0,2024-07-19 13:26:41.103517657,
U000223,paid_social,ios,35-44,1,1,0,0,0,0,2024-07-27 18:10:43.783448030,
U000224,organic_search,ios,35-44,1,1,1,0,0,0,2024-07-09 00:29:30.712073067,
U000225,organic_search,ios,25-34,1,1,1,1,0,0,2024-07-26 21:28:16.552191655,
U000226,app_store,android,25-34,1,0,0,0,0,0,2024-07-01 16:42:20.081561630,
U000227,paid_social,android,18-24,1,0,0,0,0,0,2024-07-16 13:05:35.103997053,
U000228,email,ios,25-34,1,0,0,0,0,0,2024-07-18 18:01:52.590178880,
U000229,referral,ios,45+,1,1,1,0,0,0,2024-07-03 23:09:46.999153821,
U000230,email,ios,35-44,1,1,1,1,1,1,2024-07-04 22:18:29.553217016,2024-07-06 15:01:29.347168760
U000231,paid_social,ios,25-34,1,1,1,1,0,0,2024-07-12 17:38:41.361290001,
U000232,referral,android,35-44,1,0,0,0,0,0,2024-07-28 01:18:28.241856784,
U000233,paid_social,ios,35-44,1,1,0,0,0,0,2024-07-17 16:32:26.144784596,
U000234,organic_search,android,25-34,1,1,0,0,0,0,2024-07-27 02:59:29.777695231,
U000235,referral,android,18-24,1,1,1,0,0,0,2024-07-23 12:31:49.927050897,
U000236,organic_search,android,18-24,1,1,1,1,1,0,2024-07-14 02:04:49.570482561,
U000237,organic_search,ios,45+,1,1,0,0,0,0,2024-07-22 23:21:39.736430892,
U000238,referral,android,35-44,1,1,0,0,0,0,2024-07-01 11:59:10.747797129,
U000239,organic_search,ios,25-34,1,1,0,0,0,0,2024-07-04 01:20:41.156975666,
U000240,app_store,ios,25-34,1,0,0,0,0,0,2024-07-24 05:22:33.705124316,
U000241,app_store,ios,35-44,1,1,1,0,0,0,2024-07-23 07:27:39.900076232,
U000242,app_store,ios,45+,1,0,0,0,0,0,2024-07-07 12:20:04.482965194,
U000243,paid_social,ios,35-44,1,0,0,0,0,0,2024-07-15 20:40:37.793577230,
U000244,organic_search,ios,35-44,1,0,0,0,0,0,2024-07-17 23:14:33.473437465,
U000245,app_store,android,25-34,1,0,0,0,0,0,2024-07-25 07:07:14.076974928,
U000246,paid_social,ios,25-34,1,0,0,0,0,0,2024-07-17 21:17:16.835033846,
U000247,app_store,android,25-34,1,1,0,0,0,0,2024-07-12 13:14:53.140386886,
U000248,app_store,android,35-44,1,1,0,0,0,0,2024-07-11 11:27:06.037810657,
U000249,email,ios,25-34,1,1,0,0,0,0,2024-07-12 22:11:33.943354796,
U000250,organic_search,android,35-44,1,1,1,0,0,0,2024-07-19 06:05:51.537083074,
U000251,paid_social,ios,25-34,1,1,1,0,0,0,2024-07-25 06:57:13.336335223,
U000252,email,ios,35-44,1,1,1,1,1,1,2024-07-13 17:01:07.337118982,2024-07-16 14:56:22.477018998
U000253,paid_social,ios,25-34,1,1,0,0,0,0,2024-07-07 22:32:53.470691926,
U000254,organic_search,android,25-34,1,0,0,0,0,0,2024-07-07 15:02:13.588563750,
U000255,referral,ios,35-44,1,1,1,0,0,0,2024-07-21 21:19:17.746764945,
U000256,app_store,android,18-24,1,1,1,0,0,0,2024-07-23 20:44:03.152475124,
U000257,referral,ios,45+,1,1,1,1,1,1,2024-07-03 22:44:48.730783099,2024-07-04 12:35:08.848697456
U000258,referral,android,25-34,1,1,1,0,0,0,2024-07-02 20:43:39.186745968,
U000259,organic_search,ios,25-34,1,0,0,0,0,0,2024-07-17 15:27:33.919359609,
U000260,referral,android,35-44,1,1,1,1,1,1,2024-07-05 02:13:42.312350974,2024-07-06 06:52:10.012253760
U000261,app_store,android,45+,1,1,0,0,0,0,2024-07-24 02:10:27.609551979,
U000262,organic_search,android,25-34,1,1,0,0,0,0,2024-07-09 16:32:41.643157120,
U000263,paid_social,android,45+,1,1,1,0,0,0,2024-07-05 00:40:54.980243788,
U000264,email,android,18-24,1,1,1,0,0,0,2024-07-26 18:53:31.767041641,
U000265,referral,ios,18-24,1,1,1,1,1,1,2024-07-05 15:14:14.343641185,2024-07-06 00:25:11.320980034
U000266,referral,ios,25-34,1,1,0,0,0,0,2024-07-08 23:19:54.823191934,
U000267,referral,ios,25-34,1,1,0,0,0,0,2024-07-05 07:13:41.525648626,
U000268,paid_social,ios,25-34,1,0,0,0,0,0,2024-07-04 05:36:33.562019228,
U000269,organic_search,ios,25-34,1,1,1,0,0,0,2024-07-01 14:12:41.281121116,
U000270,email,ios,25-34,1,1,1,1,1,0,2024-07-02 13:13:32.573850178,
U000271,email,ios,35-44,1,1,1,0,0,0,2024-07-05 21:21:32.646488014,
U000272,email,android,25-34,1,1,1,1,1,1,2024-07-02 11:52:21.571411663,2024-07-10 11:45:26.150005961
U000273,app_store,ios,45+,1,0,0,0,0,0,2024-07-17 13:14:55.119935662,
U000274,paid_social,android,35-44,1,1,0,0,0,0,2024-07-20 01:26:24.583233364,
U000275,paid_social,ios,25-34,1,0,0,0,0,0,2024-07-12 00:31:10.801168042,
U000276,email,android,25-34,1,1,0,0,0,0,2024-07-09 21:41:24.061746397,
U000277,referral,android,25-34,1,0,0,0,0,0,2024-07-15 03:02:29.872604180,
U000278,referral,ios,35-44,1,1,0,0,0,0,2024-07-25 12:00:11.956253965,
U000279,email,ios,18-24,1,1,1,0,0,0,2024-07-24 19:57:37.631608279,
U000280,email,ios,25-34,1,1,1,1,1,1,2024-07-02 05:12:54.870021345,2024-07-05 09:52:09.333732193
U000281,paid_social,ios,45+,1,1,1,1,0,0,2024-07-06 01:58:00.952495910,
U000282,paid_social,android,35-44,1,1,0,0,0,0,2024-07-07 15:05:33.192175754,
U000283,organic_search,android,25-34,1,1,1,0,0,0,2024-07-07 23:35:18.423453285,
U000284,referral,ios,25-34,1,0,0,0,0,0,2024-07-16 23:52:06.031096114,
U000285,organic_search,ios,45+,1,1,1,0,0,0,2024-07-12 15:43:42.060261162,
U000286,paid_social,ios,45+,1,1,0,0,0,0,2024-07-02 09:05:55.566928834,
U000287,paid_social,ios,25-34,1,0,0,0,0,0,2024-07-11 11:04:07.323761395,
U000288,organic_search,android,25-34,1,1,1,0,0,0,2024-07-15 15:57:43.133537707,
U000289,referral,ios,35-44,1,0,0,0,0,0,2024-07-03 20:19:24.667504669,
U000290,organic_search,ios,35-44,1,1,0,0,0,0,2024-07-24 08:05:02.933325283,
U000291,organic_search,ios,35-44,1,1,1,0,0,0,2024-07-02 10:55:06.147352380,
U000292,email,ios,25-34,1,1,1,0,0,0,2024-07-26 21:29:37.449528496,
U000293,paid_social,android,45+,1,0,0,0,0,0,2024-07-03 18:36:14.512110033,
U000294,organic_search,ios,25-34,1,0,0,0,0,0,2024-07-24 14:52:56.522905284,
U000295,paid_social,android,18-24,1,0,0,0,0,0,2024-07-26 06:34:58.485789692,
U000296,email,android,35-44,1,1,1,1,1,0,2024-07-28 10:16:17.390475084,
U000297,organic_search,ios,25-34,1,0,0,0,0,0,2024-07-23 10:57:41.009557878,
U000298,referral,ios,45+,1,1,1,1,0,0,2024-07-22 19:48:32.066633998,
