transaction_id,user_id,tx_date,amount_eur,category,merchant,channel,status,country
76408,4635,2025-01-01 09:30:19.737324118,75.28,groceries,Aldi,online,completed,NL
35207,2161,2025-01-01 09:35:07.127786034,71.14,cash,ATM Withdrawal,card,completed,FR
20527,1243,2025-01-01 09:56:30.500796076,102.31,shopping,Amazon,p2p,completed,FR
24102,1463,2025-01-01 09:58:11.386984520,40.64,groceries,Rewe,online,completed,AT
34649,2127,2025-01-01 09:58:48.725646769,116.76,cash,ATM Withdrawal,card,completed,ES
68132,4145,2025-01-01 10:00:47.091239622,19.45,dining,McDonald's,online,completed,PL
64813,3940,2025-01-01 10:07:14.845728135,10.1,transport,FlixBus,card,completed,DE
25661,1566,2025-01-01 10:07:40.202967429,22.91,health,Dr. Klein,online,completed,AT
68191,4149,2025-01-01 10:19:31.351785409,51.35,shopping,Zalando,card,completed,FR
13890,825,2025-01-01 10:19:48.400171150,22.56,transport,City Metro,online,completed,AT
27055,1659,2025-01-01 10:21:33.172426385,29.31,groceries,Carrefour,online,completed,DE
4523,271,2025-01-01 10:21:39.881917563,7.73,transport,FlixBus,card,completed,BE
58811,3561,2025-01-01 10:28:21.119079904,97.6,health,Dr. Klein,card,completed,NL
29929,1846,2025-01-01 10:32:07.887990056,22.09,transport,DB Bahn,online,completed,FR
47192,2890,2025-01-01 10:32:21.999493348,172.96,bills,Allianz,card,completed,ES
78750,4772,2025-01-01 10:40:54.635391168,12.29,transport,City Metro,online,refunded,ES
18394,1116,2025-01-01 10:41:28.098910541,38.83,shopping,H&M,card,completed,ES
67534,4100,2025-01-01 10:49:10.715289513,51.71,shopping,Zalando,card,completed,IT
29135,1797,2025-01-01 11:03:20.376144262,43.77,groceries,Aldi,card,completed,AT
32623,2017,2025-01-01 11:11:52.365261955,103.01,cash,ATM Withdrawal,card,completed,DE
69115,4202,2025-01-01 11:12:34.176145417,152.7,travel,Trainline,card,completed,DE
296,24,2025-01-01 11:16:08.237173552,118.94,bills,E.ON,card,refunded,BE
30440,1887,2025-01-01 11:22:38.433206323,23.74,shopping,H&M,card,completed,DE
48436,2967,2025-01-01 11:24:04.240459520,39.75,shopping,H&M,online,completed,FR
81461,4947,2025-01-01 11:27:41.173954850,17.18,groceries,Lidl,p2p,completed,ES
8320,497,2025-01-01 11:33:04.507664826,14.56,dining,Starbucks,card,completed,FR
34102,2099,2025-01-01 11:40:07.160252367,28.98,dining,Starbucks,card,completed,DE
65235,3963,2025-01-01 11:50:28.636899524,120.17,shopping,Amazon,online,completed,ES
39146,2393,2025-01-01 12:12:52.759174017,53.98,groceries,Carrefour,card,completed,FR
79450,4812,2025-01-01 12:20:33.885668555,13.48,dining,Pizza Express,card,completed,FR
81692,4963,2025-01-01 12:22:55.263617757,53.94,groceries,Aldi,p2p,completed,DE
52165,3185,2025-01-01 12:27:24.849413279,9.3,transport,FlixBus,online,completed,DE
68961,4194,2025-01-01 12:31:50.009989630,138.31,bills,Vodafone,online,completed,FR
66747,4044,2025-01-01 12:32:34.191164264,19.62,health,Pharmacy Plus,online,completed,AT
47183,2890,2025-01-01 12:32:40.157243041,9.84,transport,DB Bahn,card,completed,DE
52484,3206,2025-01-01 12:38:04.113980617,92.38,shopping,MediaMarkt,card,completed,IT
68553,4168,2025-01-01 12:52:28.487627440,11.46,transport,Uber,card,declined,ES
15615,941,2025-01-01 12:54:57.017449039,8.94,transport,DB Bahn,card,completed,DE
12579,755,2025-01-01 12:58:20.402861448,8.9,dining,Deliveroo,atm,completed,NL
2827,174,2025-01-01 13:02:33.020867120,16.93,transport,Bolt,card,completed,ES
79386,4806,2025-01-01 13:15:22.545854665,23.6,groceries,Carrefour,card,completed,IT
70295,4271,2025-01-01 13:16:11.431587665,63.0,shopping,Zalando,online,completed,BE
69790,4235,2025-01-01 13:37:18.090864215,58.52,cash,ATM Withdrawal,online,completed,DE
78920,4777,2025-01-01 13:38:28.848312954,56.84,p2p,P2P Transfer,online,completed,DE
41953,2568,2025-01-01 13:47:00.027534793,257.25,bills,Rent Direct,card,completed,FR
60031,3641,2025-01-01 13:57:26.931260108,78.95,shopping,Amazon,card,completed,ES
76822,4657,2025-01-01 14:12:50.742199607,48.26,groceries,Rewe,card,completed,IT
35989,2209,2025-01-01 14:25:40.421121263,16.33,dining,Cafe Nero,card,completed,ES
60363,3656,2025-01-01 14:37:36.330254872,14.05,entertainment,Spotify,online,completed,IT
6604,403,2025-01-01 14:40:41.698628175,347.59,bills,Utility Co,card,completed,DE
63186,3833,2025-01-01 14:49:18.698722861,22.18,groceries,Tesco,online,completed,ES
32995,2034,2025-01-01 14:50:34.832803813,43.39,cash,ATM Withdrawal,p2p,completed,ES
14339,858,2025-01-01 15:08:53.130420913,192.52,bills,Vodafone,card,completed,IT
31722,1957,2025-01-01 15:15:02.394658324,53.79,shopping,Amazon,online,completed,NL
73527,4458,2025-01-01 15:18:55.165035467,23.86,groceries,Rewe,p2p,completed,ES
76691,4645,2025-01-01 15:19:31.577518902,10.82,health,Apollo,card,completed,FR
73499,4457,2025-01-01 15:27:16.196219127,47.01,health,Dr. Klein,card,completed,FR
36550,2240,2025-01-01 15:27:59.532797733,184.36,bills,Allianz,card,completed,DE
74597,4527,2025-01-01 15:41:43.132020383,7.09,transport,FlixBus,card,completed,IT
35651,2190,2025-01-01 15:46:35.848086447,43.94,dining,Deliveroo,p2p,completed,ES
76560,4641,2025-01-01 15:53:23.603410432,16.79,entertainment,Spotify,card,completed,PL
36674,2245,2025-01-01 15:59:24.616479932,34.05,shopping,IKEA,online,completed,PL
47289,2897,2025-01-01 16:07:20.619884389,16.07,transport,Uber,card,completed,IT
73099,4430,2025-01-01 16:14:48.249298080,19.16,transport,Bolt,card,completed,DE
77728,4712,2025-01-01 16:15:51.647409023,61.78,shopping,Zalando,card,completed,NL
544,37,2025-01-01 16:22:43.215674649,38.06,transport,Uber,card,completed,FR
49626,3036,2025-01-01 16:22:48.796567003,62.06,shopping,MediaMarkt,p2p,completed,DE
15556,939,2025-01-01 16:27:43.930906315,93.0,shopping,Amazon,card,completed,DE
19776,1198,2025-01-01 16:27:56.972976353,49.07,health,Dr. Klein,card,completed,DE
40590,2488,2025-01-01 16:27:59.921293374,30.34,entertainment,Cinema City,card,completed,IT
28492,1761,2025-01-01 16:33:22.255670977,13.36,transport,DB Bahn,card,completed,DE
30117,1860,2025-01-01 16:33:45.631205674,27.0,bills,Allianz,p2p,completed,DE
52800,3218,2025-01-01 16:38:10.452758110,186.59,shopping,Amazon,online,completed,IT
16584,1000,2025-01-01 16:43:28.358386020,22.03,groceries,Tesco,card,completed,AT
31151,1924,2025-01-01 16:44:22.103743853,23.85,groceries,Carrefour,online,completed,FR
17725,1072,2025-01-01 17:07:32.190526816,105.81,shopping,IKEA,card,completed,IT
54755,3314,2025-01-01 17:12:45.831101506,19.22,groceries,Tesco,card,completed,FR
3409,211,2025-01-01 17:16:26.269484894,30.02,dining,McDonald's,card,completed,FR
18690,1138,2025-01-01 17:37:05.036133210,22.8,entertainment,Disney+,card,completed,DE
6536,398,2025-01-01 17:39:33.001693032,12.12,entertainment,Cinema City,card,completed,DE
45070,2776,2025-01-01 17:43:47.737276167,29.58,groceries,Carrefour,card,completed,IT
80068,4853,2025-01-01 18:10:59.874289530,6.3,dining,McDonald's,card,completed,IT
52177,3185,2025-01-01 18:32:24.197251148,55.93,groceries,Carrefour,p2p,completed,PL
6569,400,2025-01-01 18:39:41.686312492,28.29,groceries,Lidl,card,completed,FR
1638,103,2025-01-01 18:42:06.202702002,128.0,bills,Allianz,card,completed,DE
58993,3575,2025-01-01 18:42:53.690842831,59.29,health,FitLife Gym,card,completed,DE
33180,2047,2025-01-01 18:54:14.998217100,174.52,bills,Rent Direct,card,completed,FR
13819,820,2025-01-01 19:08:44.356679220,73.33,cash,ATM Withdrawal,card,refunded,ES
16154,974,2025-01-01 19:11:49.255385484,45.86,bills,E.ON,card,completed,DE
16853,1018,2025-01-01 19:17:43.380223987,44.91,groceries,Aldi,card,completed,ES
12336,741,2025-01-01 19:25:57.715498721,28.01,groceries,Lidl,atm,completed,ES
68497,4166,2025-01-01 19:39:04.737319568,146.73,bills,E.ON,card,completed,DE
6283,379,2025-01-01 19:39:53.637190303,20.57,groceries,Edeka,card,completed,DE
4869,288,2025-01-01 19:40:09.665544383,10.09,dining,Cafe Nero,card,refunded,FR
65256,3964,2025-01-01 19:53:30.731294590,45.81,groceries,Carrefour,card,completed,BE
75656,4588,2025-01-01 20:04:59.154373655,79.83,cash,ATM Withdrawal,online,completed,DE
56534,3411,2025-01-01 20:08:20.418767004,37.46,groceries,Tesco,card,completed,FR
16530,997,2025-01-01 20:11:37.076484894,233.85,bills,Vodafone,card,completed,IT
9470,567,2025-01-01 20:12:13.292410939,43.97,transport,Bolt,card,completed,FR
42278,2584,2025-01-01 20:26:00.760700074,113.9,bills,Vodafone,card,completed,ES
7626,454,2025-01-01 20:32:30.308837985,317.01,travel,Lufthansa,online,completed,IT
7254,435,2025-01-01 20:33:11.260126872,258.5,travel,Airbnb,card,completed,ES
64572,3928,2025-01-01 20:35:24.820368970,11.54,transport,City Metro,card,completed,IT
5798,350,2025-01-01 20:41:12.207959854,21.55,health,FitLife Gym,online,completed,DE
62509,3792,2025-01-01 20:43:26.674294840,67.68,groceries,Carrefour,card,completed,DE
19411,1176,2025-01-01 21:05:39.261636600,18.15,dining,McDonald's,card,completed,DE
43182,2654,2025-01-01 21:07:08.566667817,52.46,bills,Rent Direct,card,completed,FR
13540,805,2025-01-01 21:11:37.318400689,43.47,groceries,Tesco,card,completed,NL
16909,1023,2025-01-01 21:11:49.615129766,20.98,groceries,Edeka,card,completed,ES
64881,3944,2025-01-01 21:13:54.548805017,26.75,groceries,Rewe,card,completed,NL
13520,804,2025-01-01 21:17:56.754453880,56.41,bills,Vodafone,card,refunded,FR
54865,3318,2025-01-01 21:23:34.014367184,36.34,groceries,Aldi,card,completed,BE
40112,2458,2025-01-01 21:26:28.406705991,24.03,health,Dr. Klein,card,completed,PL
9459,567,2025-01-01 21:40:51.671165157,143.32,groceries,Edeka,card,completed,FR
27090,1661,2025-01-01 21:43:23.092806221,15.54,shopping,Amazon,card,completed,NL
16927,1024,2025-01-01 21:55:34.769794411,30.32,health,Dr. Klein,card,completed,FR
27198,1668,2025-01-01 22:00:02.118568775,30.84,dining,Pizza Express,card,completed,DE
65684,3983,2025-01-01 22:01:18.585050537,22.23,groceries,Tesco,online,completed,NL
62704,3802,2025-01-01 22:06:06.636720093,16.2,transport,Uber,card,completed,DE
20047,1217,2025-01-01 22:06:12.706001743,358.19,travel,Airbnb,card,completed,BE
78893,4775,2025-01-01 22:18:03.157187538,29.04,transport,City Metro,card,completed,BE
59681,3620,2025-01-01 22:24:49.019347356,37.62,shopping,Zalando,card,completed,AT
62272,3777,2025-01-01 22:26:40.827144629,29.45,shopping,Amazon,p2p,completed,DE
18904,1152,2025-01-01 22:37:14.405859995,36.92,groceries,Lidl,card,completed,ES
78700,4768,2025-01-01 22:45:15.931794807,49.8,p2p,P2P Transfer,card,completed,IT
77191,4676,2025-01-01 23:13:04.300434943,75.51,groceries,Tesco,card,completed,DE
18376,1115,2025-01-01 23:13:35.696177529,54.17,groceries,Tesco,card,completed,FR
6110,367,2025-01-01 23:29:47.403508804,13.58,groceries,Tesco,card,refunded,DE
5734,349,2025-01-01 23:40:14.598306690,63.01,groceries,Rewe,p2p,completed,ES
14006,831,2025-01-01 23:51:25.742544456,235.12,travel,Trainline,online,completed,DE
59288,3597,2025-01-02 00:09:56.788950597,7.27,health,Apollo,card,refunded,ES
81928,4971,2025-01-02 00:13:36.008890383,101.81,shopping,MediaMarkt,online,completed,PL
79902,4842,2025-01-02 00:32:53.195027026,85.17,bills,Utility Co,card,completed,PL
1628,102,2025-01-02 00:44:04.509009058,24.16,groceries,Aldi,online,completed,PL
36317,2227,2025-01-02 00:48:27.925150616,242.09,travel,Booking.com,card,completed,DE
6144,370,2025-01-02 00:48:37.168649786,30.63,groceries,Edeka,card,completed,IT
28855,1780,2025-01-02 00:58:50.621497656,18.52,entertainment,Steam,card,completed,ES
65892,3994,2025-01-02 01:00:32.730176203,60.4,groceries,Aldi,online,completed,ES
74707,4535,2025-01-02 01:06:52.493375485,255.32,travel,Lufthansa,online,completed,IT
29374,1811,2025-01-02 01:22:49.583193392,19.2,transport,FlixBus,card,completed,PL
16615,1001,2025-01-02 01:31:42.784268856,11.87,dining,Cafe Nero,card,completed,ES
19963,1209,2025-01-02 01:36:30.678439913,45.16,cash,ATM Withdrawal,card,completed,DE
61594,3735,2025-01-02 01:42:14.186011685,12.87,dining,Pizza Express,card,completed,AT
25759,1571,2025-01-02 01:48:28.677721740,13.71,entertainment,Netflix,online,declined,ES
63326,3842,2025-01-02 02:01:07.076010806,84.73,bills,Rent Direct,card,completed,BE
39419,2415,2025-01-02 02:22:39.909848592,398.93,travel,Trainline,card,completed,IT
3375,208,2025-01-02 02:33:19.883443567,101.05,dining,Deliveroo,atm,completed,DE
49252,3014,2025-01-02 02:40:37.216973671,86.56,groceries,Carrefour,card,completed,IT
20051,1217,2025-01-02 02:53:07.832450555,24.17,transport,DB Bahn,online,completed,AT
1646,105,2025-01-02 02:53:09.320897889,16.96,groceries,Rewe,card,completed,DE
36672,2245,2025-01-02 02:55:13.845092160,26.68,transport,DB Bahn,card,completed,DE
78559,4758,2025-01-02 03:02:55.999643691,66.01,transport,Uber,card,completed,DE
46817,2876,2025-01-02 03:09:32.271243618,13.41,groceries,Aldi,p2p,completed,PL
16877,1018,2025-01-02 03:11:05.769650927,30.07,groceries,Rewe,card,completed,BE
47088,2886,2025-01-02 03:12:14.978229857,18.6,dining,Starbucks,card,completed,FR
56855,3426,2025-01-02 03:17:38.546167191,36.38,dining,McDonald's,online,completed,ES
74261,4505,2025-01-02 03:24:21.643784688,16.98,dining,McDonald's,p2p,completed,DE
31794,1964,2025-01-02 03:33:54.824487537,25.7,groceries,Edeka,card,completed,ES
39483,2416,2025-01-02 03:34:06.878220683,28.27,transport,City Metro,online,completed,ES
4109,257,2025-01-02 03:46:51.971869983,34.64,entertainment,Netflix,online,completed,DE
67820,4120,2025-01-02 03:58:05.946282664,88.79,bills,Utility Co,card,completed,DE
38,4,2025-01-02 04:01:20.588972764,51.86,shopping,IKEA,p2p,completed,DE
33221,2049,2025-01-02 04:02:10.025121249,27.95,groceries,Tesco,p2p,completed,PL
64367,3914,2025-01-02 04:06:30.490218820,43.02,groceries,Lidl,card,completed,NL
37296,2289,2025-01-02 04:06:37.476950785,7.99,entertainment,Steam,card,completed,FR
51292,3142,2025-01-02 04:14:10.665203084,15.87,health,Pharmacy Plus,card,completed,IT
26185,1601,2025-01-02 04:15:08.394922042,8.59,transport,Uber,card,completed,PL
74482,4519,2025-01-02 04:54:33.793655892,107.65,shopping,MediaMarkt,card,completed,FR
5723,348,2025-01-02 04:55:08.621890023,60.42,shopping,H&M,online,completed,DE
18935,1152,2025-01-02 05:02:50.156394961,41.33,shopping,H&M,online,completed,DE
72297,4382,2025-01-02 05:06:20.161951747,16.02,groceries,Edeka,atm,completed,AT
6201,373,2025-01-02 05:07:10.794012484,14.9,transport,FlixBus,card,completed,DE
40271,2470,2025-01-02 05:15:32.831490257,10.02,transport,FlixBus,card,completed,FR
46545,2865,2025-01-02 05:17:59.404759846,153.44,cash,ATM Withdrawal,card,completed,FR
80304,4865,2025-01-02 05:18:39.441182607,61.06,shopping,IKEA,card,completed,DE
49052,3004,2025-01-02 05:22:30.883352767,81.93,health,Pharmacy Plus,card,completed,DE
54898,3318,2025-01-02 05:30:42.637936847,199.87,bills,Vodafone,card,completed,PL
69113,4202,2025-01-02 05:33:20.798593439,15.75,transport,FlixBus,card,completed,DE
80049,4851,2025-01-02 05:35:54.286749349,11.43,health,Apollo,online,completed,DE
45012,2773,2025-01-02 05:50:14.791950876,135.13,bills,Rent Direct,atm,completed,NL
9119,547,2025-01-02 05:57:18.975922810,18.52,p2p,P2P Transfer,card,completed,ES
79201,4794,2025-01-02 06:02:37.919854305,35.4,entertainment,Spotify,p2p,completed,NL
81204,4927,2025-01-02 06:03:24.514107569,19.57,groceries,Lidl,card,completed,IT
51172,3133,2025-01-02 06:16:43.817024449,54.92,groceries,Carrefour,card,completed,IT
81202,4927,2025-01-02 06:22:38.142868085,42.08,shopping,MediaMarkt,card,completed,DE
62959,3815,2025-01-02 06:24:20.188932024,137.69,cash,ATM Withdrawal,card,completed,FR
59352,3601,2025-01-02 06:29:06.865501758,32.42,transport,City Metro,card,completed,PL
43605,2685,2025-01-02 06:36:44.112423761,12.39,groceries,Rewe,card,completed,ES
79524,4816,2025-01-02 06:42:29.339357806,58.32,groceries,Carrefour,online,completed,ES
59473,3606,2025-01-02 06:45:31.147546775,6.54,dining,Deliveroo,card,completed,PL
56232,3396,2025-01-02 06:47:23.105317574,46.94,groceries,Tesco,card,completed,DE
65829,3992,2025-01-02 06:51:16.379411857,24.31,shopping,MediaMarkt,card,completed,ES
75310,4567,2025-01-02 06:57:05.576356463,26.44,dining,Starbucks,card,completed,FR
42649,2609,2025-01-02 07:02:32.716048706,20.5,dining,Starbucks,online,completed,DE
22237,1348,2025-01-02 07:03:35.564685655,7.64,entertainment,Steam,online,completed,NL
80446,4873,2025-01-02 07:08:51.098035367,8.06,transport,DB Bahn,card,completed,DE
2108,130,2025-01-02 07:10:34.930840022,54.29,dining,Deliveroo,online,completed,PL
24290,1474,2025-01-02 07:11:23.519243258,25.81,groceries,Rewe,online,completed,IT
30460,1889,2025-01-02 07:13:23.251713720,53.65,shopping,IKEA,card,completed,DE
43822,2701,2025-01-02 07:13:23.542863360,32.68,groceries,Aldi,online,completed,FR
67209,4078,2025-01-02 07:18:23.184703978,21.31,transport,City Metro,p2p,completed,DE
45436,2798,2025-01-02 07:21:12.196992605,30.2,groceries,Lidl,card,completed,NL
78289,4744,2025-01-02 07:40:38.872040525,41.46,entertainment,Netflix,online,completed,NL
77434,4690,2025-01-02 07:49:51.768968231,12.8,health,Apollo,online,completed,FR
67516,4097,2025-01-02 07:54:05.727318091,29.06,p2p,P2P Transfer,card,completed,NL
16945,1025,2025-01-02 07:54:59.631469879,52.14,groceries,Rewe,card,completed,BE
47407,2907,2025-01-02 08:06:05.612585878,23.76,transport,City Metro,card,completed,NL
70638,4290,2025-01-02 08:17:40.098449771,21.25,shopping,IKEA,card,completed,FR
54806,3315,2025-01-02 08:19:41.440658911,12.34,entertainment,Disney+,online,completed,IT
15920,963,2025-01-02 08:33:39.648611998,28.77,groceries,Edeka,card,completed,DE
51706,3163,2025-01-02 08:36:09.758362547,11.87,entertainment,Steam,card,completed,ES
29505,1823,2025-01-02 08:40:54.885049129,10.83,groceries,Edeka,card,completed,DE
995,68,2025-01-02 08:41:37.874606127,793.3,travel,Lufthansa,p2p,completed,ES
56838,3426,2025-01-02 08:45:37.956987768,43.36,groceries,Tesco,card,completed,DE
7420,444,2025-01-02 08:46:26.735278653,263.35,travel,Ryanair,card,completed,PL
77837,4719,2025-01-02 08:50:52.908903798,9.53,entertainment,Netflix,online,completed,IT
9808,589,2025-01-02 08:50:56.023819062,41.89,health,FitLife Gym,online,completed,IT
27407,1686,2025-01-02 08:58:52.850888941,83.78,bills,Utility Co,card,completed,ES
25423,1548,2025-01-02 09:02:25.803104040,11.18,transport,Uber,card,completed,NL
34477,2120,2025-01-02 09:20:28.215918052,46.05,shopping,MediaMarkt,online,completed,DE
70603,4290,2025-01-02 09:25:18.440710662,18.31,dining,Deliveroo,online,completed,BE
78345,4745,2025-01-02 09:27:33.656238123,65.84,groceries,Rewe,online,completed,ES
51698,3162,2025-01-02 09:33:39.750907371,39.76,shopping,H&M,card,completed,FR
3278,204,2025-01-02 09:37:35.080869990,41.26,dining,Cafe Nero,online,completed,ES
29917,1846,2025-01-02 09:37:43.546604759,19.22,groceries,Carrefour,card,completed,FR
67301,4086,2025-01-02 09:42:08.711296989,19.54,groceries,Edeka,card,completed,FR
20025,1216,2025-01-02 09:46:20.580276904,144.37,groceries,Aldi,online,completed,ES
29928,1846,2025-01-02 09:55:54.905441255,11.01,transport,Uber,card,completed,DE
37652,2312,2025-01-02 10:00:41.738612276,53.77,groceries,Tesco,card,completed,IT
7695,459,2025-01-02 10:13:42.619223187,22.89,dining,Cafe Nero,card,completed,DE
77747,4714,2025-01-02 10:21:35.535510743,16.09,transport,Uber,card,completed,FR
17489,1057,2025-01-02 10:27:38.708677944,6.73,transport,City Metro,card,completed,DE
6870,415,2025-01-02 10:42:05.913011306,128.97,shopping,MediaMarkt,p2p,completed,IT
5269,314,2025-01-02 10:44:50.531380776,91.06,bills,E.ON,card,completed,ES
48853,2992,2025-01-02 11:05:42.239184267,10.11,dining,Deliveroo,card,completed,FR
74511,4520,2025-01-02 11:18:25.813876656,27.59,dining,Deliveroo,card,completed,NL
12421,745,2025-01-02 11:24:44.371124170,25.03,transport,Uber,card,completed,ES
2006,126,2025-01-02 11:28:48.374675705,63.01,shopping,IKEA,p2p,completed,NL
60725,3679,2025-01-02 11:32:23.503926223,147.23,travel,Lufthansa,card,completed,ES
35787,2198,2025-01-02 11:41:59.498586896,49.13,shopping,MediaMarkt,p2p,completed,FR
37648,2312,2025-01-02 11:42:42.822196646,18.2,transport,Uber,online,completed,FR
