referral_id,referrer_id,referee_id,invite_date,status,reward_eur,channel
13923,6859,21923,2024-07-03 00:10:06.042391599,sent,0.0,in_app
9488,4388,17488,2024-07-03 00:25:06.261220882,accepted,0.0,in_app
7312,5368,15312,2024-07-03 00:26:13.272285952,accepted,0.0,link
14006,7553,22006,2024-07-03 00:32:23.340088308,accepted,0.0,in_app
1174,813,9174,2024-07-03 00:59:52.376052727,accepted,0.0,in_app
2664,6377,10664,2024-07-03 01:13:13.503527906,accepted,0.0,in_app
5895,1287,13895,2024-07-03 02:16:45.838902711,sent,0.0,email
13469,2919,21469,2024-07-03 02:36:44.321635897,sent,0.0,email
3601,3444,11601,2024-07-03 03:36:20.290010302,sent,0.0,in_app
2396,7283,10396,2024-07-03 03:50:58.406891389,sent,0.0,in_app
1999,5750,9999,2024-07-03 03:51:53.251659207,first_tx,20.0,email
13113,7830,21113,2024-07-03 04:58:08.414903873,sent,0.0,in_app
5744,6164,13744,2024-07-03 05:29:26.500158830,first_tx,20.0,in_app
11896,6735,19896,2024-07-03 05:56:23.163346083,accepted,0.0,email
14121,4724,22121,2024-07-03 06:03:06.036282593,accepted,0.0,link
10693,7933,18693,2024-07-03 06:24:35.667403093,kyc_completed,10.0,link
7430,1745,15430,2024-07-03 08:22:05.111995517,sent,0.0,link
4007,2783,12007,2024-07-03 08:56:56.620142093,sent,0.0,link
10249,4652,18249,2024-07-03 09:00:51.371259730,kyc_completed,10.0,in_app
7899,7499,15899,2024-07-03 09:06:46.819524764,accepted,0.0,link
731,5424,8731,2024-07-03 09:23:25.260581529,accepted,0.0,in_app
14038,4523,22038,2024-07-03 09:44:27.052667603,accepted,0.0,link
4438,4572,12438,2024-07-03 09:46:22.695964227,accepted,0.0,link
1089,1714,9089,2024-07-03 09:52:51.329551788,first_tx,20.0,in_app
2873,372,10873,2024-07-03 10:28:53.490301956,kyc_completed,10.0,email
13673,1399,21673,2024-07-03 11:07:46.756103088,accepted,0.0,email
2992,7439,10992,2024-07-03 11:15:51.102392987,sent,0.0,link
12862,5845,20862,2024-07-03 14:32:04.527903477,sent,0.0,in_app
5579,2308,13579,2024-07-03 15:28:55.571791543,sent,0.0,in_app
4315,883,12315,2024-07-03 15:35:18.603482297,accepted,0.0,in_app
528,4934,8528,2024-07-03 15:53:01.343208384,sent,0.0,link
698,5740,8698,2024-07-03 17:33:44.148790463,accepted,0.0,in_app
11374,239,19374,2024-07-03 17:53:55.349361565,first_tx,20.0,in_app
4281,7966,12281,2024-07-03 18:11:30.352332822,first_tx,20.0,in_app
14677,7957,22677,2024-07-03 19:03:06.106930614,sent,0.0,in_app
10457,6791,18457,2024-07-03 19:43:16.599130037,sent,0.0,in_app
11306,2073,19306,2024-07-03 20:45:07.770490165,kyc_completed,10.0,in_app
7277,1037,15277,2024-07-03 20:54:02.290166305,sent,0.0,in_app
8962,2744,16962,2024-07-03 22:57:18.239378912,accepted,0.0,in_app
10225,2094,18225,2024-07-03 23:06:04.772447449,first_tx,20.0,in_app
11004,1276,19004,2024-07-04 00:52:50.490304040,sent,0.0,in_app
1385,7013,9385,2024-07-04 01:38:37.751792976,sent,0.0,link
3407,554,11407,2024-07-04 02:17:09.938377884,kyc_completed,10.0,in_app
4075,3593,12075,2024-07-04 03:27:43.570331516,accepted,0.0,email
3296,454,11296,2024-07-04 03:31:20.598100988,sent,0.0,email
4326,3253,12326,2024-07-04 03:36:46.842676945,sent,0.0,link
12298,490,20298,2024-07-04 05:40:05.598604992,sent,0.0,in_app
8499,2740,16499,2024-07-04 07:38:37.629440926,sent,0.0,in_app
11596,408,19596,2024-07-04 08:50:02.518243995,first_tx,20.0,link
10400,1751,18400,2024-07-04 09:27:43.922038631,sent,0.0,link
6986,6126,14986,2024-07-04 09:28:01.813873906,sent,0.0,in_app
4275,2529,12275,2024-07-04 11:05:51.282423954,sent,0.0,email
12882,3130,20882,2024-07-04 13:06:48.436367365,sent,0.0,in_app
9742,3441,17742,2024-07-04 13:54:31.187543022,sent,0.0,email
1631,3061,9631,2024-07-04 17:11:29.743173464,sent,0.0,link
6262,930,14262,2024-07-04 18:44:00.652780723,sent,0.0,email
12373,6828,20373,2024-07-04 19:32:44.762664088,accepted,0.0,email
2048,5332,10048,2024-07-04 20:00:38.256036744,accepted,0.0,in_app
3017,1667,11017,2024-07-04 20:15:13.999020497,accepted,0.0,in_app
8425,1182,16425,2024-07-04 20:34:46.868689554,accepted,0.0,in_app
12681,2785,20681,2024-07-04 21:11:36.923331073,accepted,0.0,in_app
7643,2164,15643,2024-07-04 21:23:52.784568870,accepted,0.0,in_app
12265,6265,20265,2024-07-05 00:33:26.397513725,kyc_completed,10.0,in_app
14600,4714,22600,2024-07-05 00:51:29.096329415,accepted,0.0,email
13306,4872,21306,2024-07-05 00:56:12.781902505,kyc_completed,10.0,in_app
11900,2859,19900,2024-07-05 01:05:11.292245606,accepted,0.0,email
1147,4873,9147,2024-07-05 02:04:01.149909090,sent,0.0,in_app
9709,1131,17709,2024-07-05 02:52:05.298606900,sent,0.0,in_app
5942,4321,13942,2024-07-05 03:54:49.566514299,accepted,0.0,email
10860,2125,18860,2024-07-05 05:01:46.986772621,accepted,0.0,email
6907,6461,14907,2024-07-05 05:36:25.391759520,first_tx,20.0,email
6871,3344,14871,2024-07-05 05:49:33.977586239,accepted,0.0,email
13408,2770,21408,2024-07-05 06:12:36.393691881,accepted,0.0,link
13278,2278,21278,2024-07-05 08:13:17.315166578,sent,0.0,in_app
3233,3999,11233,2024-07-05 08:38:05.591648970,accepted,0.0,in_app
2705,358,10705,2024-07-05 11:03:02.237246268,sent,0.0,in_app
9681,1234,17681,2024-07-05 11:36:49.596608643,sent,0.0,link
14262,851,22262,2024-07-05 11:39:43.657762279,sent,0.0,email
8752,5042,16752,2024-07-05 14:36:43.021649168,sent,0.0,in_app
5399,365,13399,2024-07-05 15:43:41.005895586,sent,0.0,email
2005,4299,10005,2024-07-05 15:51:15.176431990,sent,0.0,in_app
8535,147,16535,2024-07-05 16:05:52.977669469,accepted,0.0,email
11714,3085,19714,2024-07-05 16:52:28.214659076,accepted,0.0,in_app
5116,2787,13116,2024-07-05 16:59:32.518901607,kyc_completed,10.0,email
10747,991,18747,2024-07-05 17:00:59.658711094,first_tx,20.0,in_app
7557,7007,15557,2024-07-05 17:04:14.680860551,sent,0.0,email
1900,873,9900,2024-07-05 17:10:20.552230528,sent,0.0,in_app
7822,3771,15822,2024-07-05 18:34:19.762002603,accepted,0.0,email
7341,7093,15341,2024-07-05 18:55:31.051209466,first_tx,20.0,email
11336,3825,19336,2024-07-05 18:57:40.536209865,sent,0.0,in_app
11702,4973,19702,2024-07-05 19:49:16.796578344,sent,0.0,in_app
13329,6408,21329,2024-07-05 20:14:50.362834686,sent,0.0,in_app
3175,5421,11175,2024-07-05 22:48:14.351409506,first_tx,20.0,link
10067,4638,18067,2024-07-05 23:04:00.011584355,first_tx,20.0,in_app
6102,3012,14102,2024-07-05 23:59:32.521617758,sent,0.0,email
3765,804,11765,2024-07-06 01:38:31.018211439,sent,0.0,in_app
175,3686,8175,2024-07-06 01:47:04.741841091,first_tx,20.0,email
4875,3250,12875,2024-07-06 02:35:26.556957121,accepted,0.0,link
1356,4264,9356,2024-07-06 02:46:05.905163167,sent,0.0,in_app
14060,4012,22060,2024-07-06 03:08:41.748565712,accepted,0.0,in_app
13172,5759,21172,2024-07-06 04:01:37.206729949,first_tx,20.0,link
7313,6234,15313,2024-07-06 05:21:13.413189827,sent,0.0,in_app
3547,1125,11547,2024-07-06 05:46:18.538272448,sent,0.0,in_app
5949,2135,13949,2024-07-06 06:06:07.813816660,accepted,0.0,email
1705,6660,9705,2024-07-06 07:05:18.538997222,first_tx,20.0,in_app
13220,7004,21220,2024-07-06 09:03:23.185425715,sent,0.0,email
3972,4071,11972,2024-07-06 10:42:16.474465218,accepted,0.0,in_app
12825,4072,20825,2024-07-06 11:33:54.844465512,accepted,0.0,email
10145,204,18145,2024-07-06 13:16:02.593486522,sent,0.0,email
5740,3982,13740,2024-07-06 14:49:59.353751487,accepted,0.0,in_app
13732,1337,21732,2024-07-06 15:17:55.245574734,sent,0.0,in_app
10429,852,18429,2024-07-06 15:39:21.376638587,accepted,0.0,email
13831,6478,21831,2024-07-06 16:43:19.092309657,first_tx,20.0,in_app
3979,4468,11979,2024-07-06 16:54:56.309132563,accepted,0.0,email
6900,1989,14900,2024-07-06 17:16:05.723684973,accepted,0.0,email
9398,6609,17398,2024-07-06 18:17:01.292407871,sent,0.0,email
2270,6024,10270,2024-07-06 19:13:06.495446562,sent,0.0,email
3894,1082,11894,2024-07-06 20:43:35.419702062,accepted,0.0,in_app
12478,623,20478,2024-07-06 20:53:24.457860291,sent,0.0,email
2853,20,10853,2024-07-06 22:54:43.102687518,first_tx,20.0,link
4726,4232,12726,2024-07-06 23:57:10.149431348,sent,0.0,in_app
11628,1743,19628,2024-07-07 00:16:54.343304074,sent,0.0,email
4368,271,12368,2024-07-07 00:20:10.706223834,sent,0.0,in_app
2326,1851,10326,2024-07-07 00:53:28.951084613,sent,0.0,in_app
13424,96,21424,2024-07-07 01:04:02.479154856,sent,0.0,email
8319,5814,16319,2024-07-07 01:38:20.727580548,accepted,0.0,in_app
7328,1213,15328,2024-07-07 04:22:01.334088010,accepted,0.0,email
14828,5770,22828,2024-07-07 06:05:28.481781710,sent,0.0,in_app
2728,1645,10728,2024-07-07 08:09:06.246770800,first_tx,20.0,email
12402,1729,20402,2024-07-07 08:24:13.421043809,first_tx,20.0,email
12559,7498,20559,2024-07-07 08:35:45.227663341,kyc_completed,10.0,link
7471,7259,15471,2024-07-07 08:43:51.755135980,first_tx,20.0,in_app
3360,5888,11360,2024-07-07 09:11:05.799085704,first_tx,20.0,link
12278,2152,20278,2024-07-07 10:47:23.369057534,first_tx,20.0,link
6113,2376,14113,2024-07-07 10:54:12.075099082,sent,0.0,email
13809,4428,21809,2024-07-07 11:09:36.659262991,sent,0.0,link
449,1610,8449,2024-07-07 14:30:21.968587612,sent,0.0,link
3408,4958,11408,2024-07-07 15:15:40.910000696,accepted,0.0,email
13474,6304,21474,2024-07-07 16:33:03.677027500,accepted,0.0,link
13337,5063,21337,2024-07-07 17:36:59.125984911,sent,0.0,link
5058,7409,13058,2024-07-07 18:30:57.298751210,accepted,0.0,email
583,131,8583,2024-07-07 19:02:53.366713975,accepted,0.0,in_app
9790,7239,17790,2024-07-07 19:46:28.966346460,first_tx,20.0,in_app
2798,7917,10798,2024-07-07 20:11:10.587711569,first_tx,20.0,email
9423,4538,17423,2024-07-07 21:26:18.041682445,sent,0.0,email
13453,1181,21453,2024-07-07 22:17:19.970698485,sent,0.0,in_app
13198,7261,21198,2024-07-07 22:35:24.976800772,sent,0.0,in_app
11349,3887,19349,2024-07-07 22:57:40.154664833,accepted,0.0,email
8107,3532,16107,2024-07-07 23:47:11.996653381,first_tx,20.0,email
10616,6217,18616,2024-07-08 00:22:30.484131608,kyc_completed,10.0,email
14924,7442,22924,2024-07-08 01:57:51.475000046,accepted,0.0,link
2155,4117,10155,2024-07-08 02:00:07.787411415,sent,0.0,link
14139,3382,22139,2024-07-08 02:17:08.053829016,accepted,0.0,link
14493,7314,22493,2024-07-08 02:32:50.119342465,sent,0.0,email
5381,5647,13381,2024-07-08 04:12:38.367305951,sent,0.0,in_app
6487,1848,14487,2024-07-08 04:44:06.593028305,accepted,0.0,email
9308,7632,17308,2024-07-08 06:20:20.983550205,accepted,0.0,in_app
8628,5346,16628,2024-07-08 06:37:09.232779717,sent,0.0,email
13666,4259,21666,2024-07-08 09:37:36.508483490,kyc_completed,10.0,in_app
8313,852,16313,2024-07-08 11:10:58.314459757,accepted,0.0,in_app
12086,7926,20086,2024-07-08 11:54:53.224053805,accepted,0.0,in_app
6997,2201,14997,2024-07-08 13:47:09.813506593,accepted,0.0,email
5488,1716,13488,2024-07-08 15:22:57.809113976,accepted,0.0,in_app
11287,7359,19287,2024-07-08 16:46:34.366289315,accepted,0.0,in_app
486,3595,8486,2024-07-08 17:46:06.580873876,sent,0.0,in_app
6747,7237,14747,2024-07-08 18:12:51.714734788,sent,0.0,email
8459,1050,16459,2024-07-08 18:19:13.583388878,kyc_completed,10.0,email
12126,7269,20126,2024-07-08 20:30:08.350303394,first_tx,20.0,email
3268,4875,11268,2024-07-08 20:51:08.105701095,accepted,0.0,in_app
8155,5763,16155,2024-07-08 23:05:23.319942089,sent,0.0,email
14685,312,22685,2024-07-09 01:03:57.558127046,sent,0.0,in_app
5873,369,13873,2024-07-09 02:15:16.638790288,accepted,0.0,email
5178,7118,13178,2024-07-09 02:37:43.083106210,sent,0.0,email
3548,4727,11548,2024-07-09 03:42:08.704572978,kyc_completed,10.0,email
6631,3618,14631,2024-07-09 04:28:11.285419226,sent,0.0,in_app
14393,7028,22393,2024-07-09 04:49:10.614299456,accepted,0.0,email
9789,7663,17789,2024-07-09 05:46:41.342664999,sent,0.0,in_app
4815,4949,12815,2024-07-09 05:48:47.301818117,accepted,0.0,in_app
12059,3120,20059,2024-07-09 05:55:17.438344944,first_tx,20.0,in_app
7477,488,15477,2024-07-09 07:03:08.373202044,sent,0.0,email
5106,1668,13106,2024-07-09 08:34:22.643194200,accepted,0.0,link
13828,2954,21828,2024-07-09 09:29:30.194189977,sent,0.0,in_app
3527,6742,11527,2024-07-09 10:06:30.105380252,sent,0.0,in_app
872,123,8872,2024-07-09 12:55:02.521053439,first_tx,20.0,in_app
8834,5141,16834,2024-07-09 13:31:02.407468975,accepted,0.0,in_app
6664,3402,14664,2024-07-09 16:20:17.090021670,sent,0.0,in_app
2639,213,10639,2024-07-09 17:40:29.846243749,sent,0.0,email
5554,87,13554,2024-07-09 19:41:45.814848385,sent,0.0,in_app
12050,4288,20050,2024-07-09 20:38:37.568535944,accepted,0.0,link
6579,7082,14579,2024-07-09 21:24:14.113573248,accepted,0.0,in_app
8284,1501,16284,2024-07-10 00:11:23.596615726,sent,0.0,in_app
8769,3781,16769,2024-07-10 00:47:31.251530480,accepted,0.0,in_app
810,3877,8810,2024-07-10 00:53:34.937066590,kyc_completed,10.0,email
2571,5286,10571,2024-07-10 03:16:15.751661672,first_tx,20.0,email
3382,4098,11382,2024-07-10 04:27:50.335661782,first_tx,20.0,in_app
8878,2224,16878,2024-07-10 04:57:30.730913637,sent,0.0,email
7920,4261,15920,2024-07-10 06:58:35.194779998,sent,0.0,email
12474,7279,20474,2024-07-10 09:08:22.643295866,sent,0.0,email
6777,3153,14777,2024-07-10 10:25:59.374571730,sent,0.0,link
10894,1361,18894,2024-07-10 10:39:37.025032849,accepted,0.0,in_app
9113,64,17113,2024-07-10 10:49:21.349896326,sent,0.0,in_app
2780,2276,10780,2024-07-10 12:09:30.663932356,accepted,0.0,email
10066,5152,18066,2024-07-10 12:12:05.551728229,sent,0.0,email
10478,6614,18478,2024-07-10 13:08:35.932662588,kyc_completed,10.0,link
4078,2734,12078,2024-07-10 14:17:01.750262766,sent,0.0,in_app
8522,5023,16522,2024-07-10 15:08:29.110275672,first_tx,20.0,email
10805,5650,18805,2024-07-10 16:02:20.013203938,sent,0.0,in_app
5756,7859,13756,2024-07-10 16:22:48.005873472,first_tx,20.0,email
13245,2891,21245,2024-07-10 19:49:54.687549915,first_tx,20.0,in_app
1469,5793,9469,2024-07-10 20:49:34.353483841,sent,0.0,in_app
1738,5241,9738,2024-07-10 22:28:50.227848635,kyc_completed,10.0,in_app
13847,5536,21847,2024-07-10 22:30:05.298363714,sent,0.0,in_app
7696,2660,15696,2024-07-10 22:40:59.243733180,accepted,0.0,in_app
189,404,8189,2024-07-10 22:50:50.904822177,kyc_completed,10.0,in_app
2856,7587,10856,2024-07-10 23:18:46.607237686,accepted,0.0,link
990,5430,8990,2024-07-10 23:46:30.259024003,accepted,0.0,link
6860,376,14860,2024-07-11 00:03:18.197390505,sent,0.0,in_app
14638,537,22638,2024-07-11 00:17:20.854489188,sent,0.0,in_app
1948,2902,9948,2024-07-11 00:28:41.822962913,sent,0.0,in_app
7024,4351,15024,2024-07-11 00:42:53.557670615,sent,0.0,email
12080,7551,20080,2024-07-11 02:21:52.474878564,sent,0.0,in_app
9579,6088,17579,2024-07-11 03:08:07.129975323,accepted,0.0,email
12310,599,20310,2024-07-11 05:03:16.579735865,first_tx,20.0,link
9728,5149,17728,2024-07-11 05:06:47.364002087,accepted,0.0,in_app
12085,3951,20085,2024-07-11 05:45:38.288578959,sent,0.0,in_app
4381,4468,12381,2024-07-11 09:06:02.262250713,sent,0.0,in_app
182,5887,8182,2024-07-11 10:20:13.603544096,accepted,0.0,email
11861,4302,19861,2024-07-11 10:30:43.335754211,accepted,0.0,email
4160,1918,12160,2024-07-11 14:28:56.807881055,first_tx,20.0,in_app
5208,5470,13208,2024-07-11 17:41:50.173595825,accepted,0.0,email
1725,4099,9725,2024-07-11 19:01:12.498705258,first_tx,20.0,in_app
1187,2058,9187,2024-07-11 19:20:36.785900618,accepted,0.0,in_app
13555,5195,21555,2024-07-11 21:51:25.259787509,first_tx,20.0,email
3933,2369,11933,2024-07-11 21:56:58.811092529,accepted,0.0,email
12788,1969,20788,2024-07-11 22:31:52.975224154,accepted,0.0,email
5559,2286,13559,2024-07-11 22:51:16.800499834,sent,0.0,in_app
10633,3276,18633,2024-07-11 22:52:18.099268285,sent,0.0,in_app
10640,230,18640,2024-07-11 23:11:11.042292382,sent,0.0,email
11312,7555,19312,2024-07-12 00:41:59.351960060,accepted,0.0,in_app
3767,3462,11767,2024-07-12 00:42:33.614390131,kyc_completed,10.0,email
10110,5408,18110,2024-07-12 02:24:27.411067560,accepted,0.0,in_app
1015,7295,9015,2024-07-12 02:26:35.562312222,sent,0.0,link
11443,871,19443,2024-07-12 03:14:29.292620343,sent,0.0,email
7085,3379,15085,2024-07-12 03:27:43.494758464,first_tx,20.0,email
947,5849,8947,2024-07-12 03:53:10.197228969,accepted,0.0,email
8865,1753,16865,2024-07-12 04:28:45.549946200,accepted,0.0,link
7806,7676,15806,2024-07-12 04:43:56.101040572,kyc_completed,10.0,link
7882,1075,15882,2024-07-12 05:29:43.630716085,accepted,0.0,in_app
11045,3604,19045,2024-07-12 06:20:39.689559611,accepted,0.0,email
4014,749,12014,2024-07-12 07:27:42.944360616,first_tx,20.0,in_app
8666,2684,16666,2024-07-12 08:58:35.536355388,accepted,0.0,in_app
1667,7303,9667,2024-07-12 12:46:08.816788548,accepted,0.0,email
14967,4385,22967,2024-07-12 13:20:19.756124989,kyc_completed,10.0,in_app
5620,5900,13620,2024-07-12 13:32:04.516037064,accepted,0.0,in_app
14943,7686,22943,2024-07-12 14:06:34.152038821,accepted,0.0,in_app
7091,4659,15091,2024-07-12 14:07:18.827941195,accepted,0.0,email
7963,2800,15963,2024-07-12 16:37:17.367935759,accepted,0.0,email
6261,3889,14261,2024-07-12 17:12:40.145548184,first_tx,20.0,email
12727,7348,20727,2024-07-12 17:18:37.860305149,kyc_completed,10.0,email
13015,7066,21015,2024-07-12 17:56:07.673247320,sent,0.0,email
13688,1985,21688,2024-07-12 18:56:53.501795387,accepted,0.0,in_app
32,6798,8032,2024-07-12 20:14:31.468509983,sent,0.0,link
467,3152,8467,2024-07-12 23:07:35.266532574,first_tx,20.0,in_app
7322,2427,15322,2024-07-12 23:24:33.006789783,sent,0.0,email
11108,5347,19108,2024-07-12 23:47:08.026260570,sent,0.0,in_app
4319,2773,12319,2024-07-13 00:25:28.156180062,accepted,0.0,in_app
1879,4153,9879,2024-07-13 01:02:14.213156239,sent,0.0,in_app
12196,2865,20196,2024-07-13 01:04:10.113396070,sent,0.0,email
14002,7490,22002,2024-07-13 01:51:16.847415449,first_tx,20.0,link
10271,3371,18271,2024-07-13 05:19:57.625404689,first_tx,20.0,email
1665,407,9665,2024-07-13 06:40:36.041078521,first_tx,20.0,email
13945,4419,21945,2024-07-13 07:21:05.482346803,sent,0.0,email
3112,2069,11112,2024-07-13 07:24:22.875979475,accepted,0.0,in_app
7950,6981,15950,2024-07-13 08:04:32.104482752,accepted,0.0,in_app
1473,4222,9473,2024-07-13 08:10:04.115717345,first_tx,20.0,in_app
1967,7549,9967,2024-07-13 08:56:13.024936570,accepted,0.0,in_app
7527,7360,15527,2024-07-13 09:48:33.165796884,accepted,0.0,in_app
1182,995,9182,2024-07-13 09:56:42.886805254,accepted,0.0,email
2145,5042,10145,2024-07-13 11:05:44.617747211,sent,0.0,email
13462,6131,21462,2024-07-13 11:15:15.099532030,sent,0.0,in_app
8558,6973,16558,2024-07-13 13:25:23.975720342,kyc_completed,10.0,in_app
3201,2740,11201,2024-07-13 13:35:15.751024575,sent,0.0,in_app
10238,5346,18238,2024-07-13 13:53:31.300727951,sent,0.0,in_app
3829,53,11829,2024-07-13 14:47:30.986445903,first_tx,20.0,in_app
6331,3542,14331,2024-07-13 15:43:15.636946820,kyc_completed,10.0,email
8162,5837,16162,2024-07-13 16:14:19.690189353,accepted,0.0,in_app
13996,639,21996,2024-07-13 16:31:54.255484035,accepted,0.0,link
11748,2921,19748,2024-07-13 17:01:39.743757589,accepted,0.0,link
2073,5782,10073,2024-07-13 17:25:22.963531523,kyc_completed,10.0,in_app
870,5491,8870,2024-07-13 18:19:26.476254212,accepted,0.0,email
9794,1785,17794,2024-07-13 18:49:25.693337352,accepted,0.0,email
3240,4193,11240,2024-07-13 18:53:47.462442587,sent,0.0,in_app
3711,7212,11711,2024-07-13 19:15:53.202646909,kyc_completed,10.0,link
6996,727,14996,2024-07-13 21:13:20.882296706,accepted,0.0,in_app
7945,1190,15945,2024-07-13 21:19:46.697106351,first_tx,20.0,link
1523,976,9523,2024-07-13 23:36:02.897856455,sent,0.0,in_app
10728,6179,18728,2024-07-14 00:02:08.663578033,accepted,0.0,email
6702,9,14702,2024-07-14 00:05:03.115509624,sent,0.0,link
1762,4200,9762,2024-07-14 01:04:54.311892686,sent,0.0,in_app
5360,7839,13360,2024-07-14 02:57:09.854939445,sent,0.0,in_app
14397,4395,22397,2024-07-14 02:58:55.108395825,sent,0.0,in_app
5542,2789,13542,2024-07-14 06:01:25.103793599,accepted,0.0,in_app
10990,7786,18990,2024-07-14 06:45:27.993971640,accepted,0.0,in_app
11904,3523,19904,2024-07-14 06:57:27.268099577,accepted,0.0,email
7443,823,15443,2024-07-14 09:13:29.370478998,kyc_completed,10.0,in_app
5425,3527,13425,2024-07-14 10:57:37.789971923,accepted,0.0,email
2085,244,10085,2024-07-14 11:01:53.277089024,kyc_completed,10.0,email
5582,7775,13582,2024-07-14 12:38:55.710202076,accepted,0.0,email
10257,5962,18257,2024-07-14 13:28:37.854394968,accepted,0.0,email
2104,3000,10104,2024-07-14 13:45:10.667285775,accepted,0.0,link
12444,6228,20444,2024-07-14 14:26:36.758228501,accepted,0.0,email
9707,7232,17707,2024-07-14 15:09:06.166729540,sent,0.0,email
12228,5916,20228,2024-07-14 17:02:48.586457929,first_tx,20.0,in_app
9903,6229,17903,2024-07-14 17:34:10.596103988,accepted,0.0,in_app
1932,1407,9932,2024-07-14 18:48:57.171814629,sent,0.0,email
