customer_id,tx_date,amount
35,2025-12-30,60.17
35,2025-12-06,79.78
35,2025-11-16,58.11
35,2025-10-31,23.94
35,2025-10-14,91.08
35,2025-08-25,52.64
35,2025-08-20,81.62
35,2025-08-01,77.67
35,2025-05-03,37.36
35,2025-04-20,34.81
35,2025-04-14,76.33
35,2025-04-04,47.26
35,2025-03-24,87.84
35,2025-03-12,50.31
36,2025-12-30,100.3
36,2025-12-28,57.23
36,2025-12-08,61.23
36,2025-10-27,38.72
36,2025-10-16,50.44
36,2025-10-15,64.2
36,2025-09-20,84.15
36,2025-09-17,79.99
37,2025-12-18,46.05
37,2025-11-29,16.48
37,2025-08-26,87.41
37,2025-06-26,54.52
38,2025-12-28,37.08
38,2025-12-26,30.67
38,2025-12-21,55.44
38,2025-11-07,72.81
38,2025-11-01,67.35
38,2025-10-07,42.57
38,2025-09-26,63.83
38,2025-08-07,116.57
38,2025-08-04,60.94
38,2025-07-28,24.31
39,2025-10-25,26.08
39,2025-10-21,47.35
39,2025-06-16,23.57
40,2025-12-22,45.11
40,2025-12-05,26.03
41,2025-08-22,26.92
42,2025-12-26,14.23
43,2025-12-17,87.42
43,2025-12-14,21.24
43,2025-12-11,20.38
43,2025-12-06,55.09
43,2025-11-19,57.71
43,2025-11-15,67.32
44,2025-08-10,17.53
44,2023-10-20,62.06
45,2025-07-07,18.93
45,2025-04-18,13.5
46,2025-07-13,33.58
46,2025-06-25,79.63
46,2025-04-26,35.49
46,2025-01-13,36.19
46,2024-08-03,27.47
47,2025-12-21,61.16
47,2025-12-03,30.06
47,2025-11-14,35.15
47,2025-11-07,58.52
47,2025-10-16,55.87
47,2025-08-14,33.92
47,2025-06-28,38.45
48,2025-12-22,10.13
48,2025-12-08,29.02
48,2025-01-31,15.25
48,2025-01-17,13.77
49,2025-12-08,72.05
49,2025-11-15,59.26
49,2025-10-16,47.71
49,2025-10-11,67.24
49,2025-09-08,83.13
49,2025-09-03,41.65
49,2025-08-11,53.39
49,2025-08-06,98.33
50,2025-10-15,92.45
50,2025-08-26,105.83
50,2025-08-23,50.07
50,2025-08-16,82.72
50,2025-07-27,31.71
50,2025-07-18,80.72
50,2025-07-11,41.31
50,2025-06-30,30.42
51,2025-12-16,51.22
51,2025-12-12,52.24
51,2025-11-24,101.85
51,2025-11-23,54.01
51,2025-11-19,43.5
51,2025-11-16,130.54
51,2025-11-08,133.77
51,2025-11-01,79.03
51,2025-10-26,110.02
51,2025-10-18,104.37
51,2025-10-09,128.39
51,2025-09-10,128.54
51,2025-08-29,25.82
51,2025-08-26,84.24
51,2025-08-24,123.08
51,2025-08-19,77.37
51,2025-08-11,96.74
51,2025-08-01,138.27
51,2025-07-27,98.92
51,2025-07-21,201.91
51,2025-07-17,166.9
51,2025-07-13,89.53
52,2025-08-13,15.29
53,2025-01-09,78.19
53,2024-08-15,28.08
54,2025-11-08,15.57
55,2025-09-16,15.25
55,2025-08-25,32.84
56,2025-11-24,24.51
56,2025-11-12,16.33
56,2025-10-08,24.04
56,2025-09-22,57.65
57,2025-10-30,18.66
58,2025-11-14,54.37
58,2025-11-11,63.3
58,2025-10-03,51.12
58,2025-09-27,48.51
58,2025-08-16,35.63
58,2025-08-09,81.66
58,2025-08-08,115.84
58,2025-07-24,41.64
58,2025-05-23,72.54
59,2025-11-16,54.94
59,2025-10-06,147.32
59,2025-09-15,38.78
59,2025-09-07,84.71
59,2025-09-01,43.27
59,2025-08-31,56.54
59,2025-08-18,100.96
59,2025-07-22,46.26
60,2025-12-08,20.04
60,2025-12-06,40.39
60,2022-09-28,22.59
60,2022-03-10,11.83
61,2025-11-21,27.22
61,2025-11-19,39.58
61,2025-10-27,72.67
61,2025-09-04,74.36
62,2025-12-30,36.69
62,2025-12-25,37.6
62,2025-11-13,22.73
62,2025-03-09,20.97
62,2025-03-03,44.06
63,2024-12-24,9.62
63,2024-04-01,16.51
63,2023-07-23,8.55
63,2022-03-07,26.16
64,2025-06-09,23.57
64,2025-03-28,13.97
64,2025-03-09,51.14
64,2025-02-25,14.02
65,2025-12-13,11.82
66,2025-12-07,51.27
66,2025-07-09,25.79
66,2025-06-01,17.72
66,2025-04-27,68.7
66,2025-04-04,40.3
66,2025-02-13,26.44
66,2025-01-30,18.04
67,2025-12-08,36.9
67,2025-12-04,42.84
67,2025-11-24,53.07
67,2025-11-04,33.1
67,2025-11-01,120.77
67,2025-10-29,70.38
67,2025-10-28,134.91
67,2025-10-27,50.77
67,2025-10-26,41.8
67,2025-10-19,132.49
67,2025-09-20,41.19
67,2025-08-21,50.31
68,2025-12-25,126.01
68,2025-12-23,129.08
68,2025-12-01,148.55
68,2025-11-26,111.04
68,2025-11-15,52.96
68,2025-11-09,134.16
68,2025-11-06,94.93
68,2025-10-19,74.63
68,2025-10-15,81.99
68,2025-10-07,67.27
68,2025-10-06,148.16
68,2025-10-04,46.75
68,2025-09-06,57.81
68,2025-08-23,80.6
68,2025-07-27,212.89
68,2025-07-05,160.94
68,2025-06-25,41.82
68,2025-06-12,186.71
68,2025-05-25,186.53
68,2025-05-21,52.82
68,2025-05-20,26.93
68,2025-05-19,91.63
68,2025-05-11,166.52
68,2025-05-10,210.5
69,2025-11-27,16.29
69,2025-07-07,49.26
69,2025-03-03,41.27
70,2025-12-25,64.63
70,2025-12-11,28.27
70,2025-11-27,53.09
70,2025-11-26,30.66
70,2025-11-22,31.45
70,2025-10-11,125.24
70,2025-09-30,56.65
70,2025-07-10,61.01
70,2025-07-07,20.12
70,2025-06-11,40.81
70,2025-06-01,69.26
71,2025-12-26,18.49
71,2025-11-12,46.25
71,2025-10-28,8.23
72,2023-09-29,28.18
73,2025-10-19,40.04
73,2025-10-13,15.49
73,2025-10-10,23.69
73,2025-10-09,119.67
73,2025-09-28,32.88
73,2025-07-25,45.69
73,2025-06-27,76.32
74,2025-12-30,529.45
74,2025-12-21,117.16
74,2025-12-20,65.78
74,2025-12-14,49.68
74,2025-12-10,80.74
74,2025-11-26,59.37
74,2025-11-14,120.02
74,2025-10-15,119.09
74,2025-10-08,75.36
74,2025-10-07,256.3
74,2025-10-06,65.77
74,2025-10-05,89.49
74,2025-10-02,130.77
74,2025-09-16,148.4
74,2025-09-12,179.95
74,2025-09-11,117.7
74,2025-08-26,160.67
74,2025-08-09,68.12
74,2025-08-08,150.34
74,2025-08-02,149.34
74,2025-07-29,202.42
74,2025-07-21,41.25
74,2025-06-29,60.36
74,2025-06-27,143.37
74,2025-06-07,25.23
74,2025-05-31,121.5
74,2025-05-24,161.38
74,2025-05-17,71.21
75,2025-11-12,40.96
75,2025-09-12,23.46
75,2025-09-08,25.07
75,2025-09-03,30.08
75,2025-08-20,60.29
75,2025-08-18,94.2
75,2025-08-05,22.51
75,2025-07-09,41.8
75,2025-07-01,27.77
76,2025-12-22,72.22
76,2025-12-15,83.35
76,2025-12-14,69.83
76,2025-09-16,47.26
76,2025-09-07,87.71
76,2025-08-22,35.55
76,2025-08-01,28.42
76,2025-07-30,11.13
76,2025-05-19,53.1
76,2025-05-09,36.47
76,2025-05-05,67.1
77,2025-12-02,16.64
77,2025-02-03,19.88
77,2024-12-16,34.38
77,2024-11-03,15.0
78,2025-11-18,12.68
79,2025-11-01,18.88
79,2024-12-15,16.45
79,2023-04-21,10.48
79,2021-11-05,22.24
80,2025-10-30,46.32
80,2025-09-07,21.59
80,2025-06-13,57.36
81,2025-10-29,24.83
81,2025-10-10,104.03
81,2025-07-04,35.97
82,2024-07-04,12.23
82,2022-12-25,11.54
82,2020-09-26,23.91
83,2025-12-20,62.53
83,2025-11-28,34.03
83,2025-10-13,47.12
83,2025-10-09,135.51
83,2025-09-24,43.55
83,2025-09-02,47.67
83,2025-07-26,34.33
83,2025-07-11,97.56
83,2025-06-23,10.76
83,2025-06-02,44.08
83,2025-05-20,53.75
83,2025-04-30,39.52
84,2025-12-26,129.12
84,2025-12-20,37.13
84,2025-12-14,140.09
84,2025-12-11,93.91
84,2025-11-28,74.47
84,2025-11-20,84.57
84,2025-11-12,87.73
84,2025-11-09,181.73
84,2025-10-23,478.48
84,2025-09-24,174.83
84,2025-09-18,71.61
84,2025-09-10,130.16
84,2025-09-08,133.03
84,2025-08-26,59.82
84,2025-08-19,50.58
84,2025-08-15,92.04
84,2025-08-08,142.27
84,2025-07-31,42.43
84,2025-07-30,66.25
84,2025-07-09,126.49
84,2025-07-03,97.0
84,2025-06-27,192.87
84,2025-06-25,46.91
84,2025-06-18,307.96
85,2025-12-19,59.97
85,2025-12-09,126.62
85,2025-11-28,89.74
85,2025-11-14,59.28
85,2025-11-11,115.18
85,2025-11-07,91.92
85,2025-10-27,69.36
85,2025-10-07,97.02
85,2025-10-03,89.04
85,2025-09-30,87.97
85,2025-09-29,77.29
85,2025-09-28,49.47
85,2025-09-21,98.62
85,2025-09-19,63.59
85,2025-08-31,57.04
85,2025-08-30,84.23
85,2025-08-25,137.12
85,2025-08-14,104.24
85,2025-08-11,72.84
85,2025-08-07,71.39
85,2025-07-06,130.55
85,2025-07-05,28.66
85,2025-06-28,141.54
85,2025-06-25,37.22
85,2025-06-23,46.81
85,2025-06-01,73.46
86,2025-08-26,25.96
86,2025-05-01,16.11
86,2025-04-14,20.37
86,2024-08-12,29.11
86,2024-07-05,14.3
87,2025-11-17,34.42
87,2025-07-12,19.15
87,2025-07-06,25.72
87,2025-06-29,27.27
87,2025-06-13,17.16
88,2025-12-25,104.25
88,2025-11-13,79.69
88,2025-11-11,50.03
88,2025-11-03,48.28
88,2025-09-02,60.21
88,2025-08-20,85.29
89,2025-12-04,50.12
89,2025-08-17,45.84
89,2025-05-26,36.51
89,2025-03-09,22.62
90,2025-12-14,25.11
90,2025-11-20,117.5
90,2025-10-14,25.6
90,2025-09-17,32.74
90,2025-09-06,67.64
90,2025-09-04,41.02
90,2025-08-21,25.74
90,2025-08-20,152.52
90,2025-08-17,33.33
90,2025-07-18,49.86
90,2025-07-02,49.54
90,2025-06-15,78.45
90,2025-05-30,69.3
90,2025-05-12,36.38
90,2025-04-17,46.73
90,2025-03-10,49.1
91,2025-11-15,13.06
91,2025-10-24,16.15
92,2025-11-17,16.89
92,2025-10-27,61.51
92,2025-06-02,41.72
92,2025-04-08,20.8
92,2024-07-30,24.13
92,2024-07-24,21.18
93,2025-12-11,72.3
93,2025-11-07,39.17
93,2025-10-06,36.49
93,2025-09-29,34.1
94,2025-12-15,96.97
94,2025-09-26,39.3
94,2025-09-24,48.1
94,2025-08-23,28.66
94,2025-08-13,45.29
95,2025-07-16,20.27
95,2024-07-30,32.59
96,2025-10-24,54.67
96,2025-10-19,18.83
96,2025-10-11,11.65
96,2025-10-10,21.94
96,2025-05-27,17.38
97,2025-12-26,73.83
97,2025-12-20,104.91
97,2025-12-13,48.14
97,2025-11-20,106.72
97,2025-11-17,43.94
97,2025-11-14,56.83
97,2025-11-13,34.62
97,2025-11-08,87.04
97,2025-10-31,212.45
97,2025-10-28,89.6
97,2025-10-27,131.06
97,2025-10-21,307.98
97,2025-10-18,116.27
97,2025-10-11,64.8
97,2025-09-17,69.41
97,2025-08-29,95.03
97,2025-08-19,69.23
97,2025-08-08,71.87
97,2025-07-19,155.48
97,2025-07-17,158.69
98,2025-12-03,103.85
98,2025-11-26,55.15
98,2025-11-25,29.37
98,2025-11-02,48.34
98,2025-10-13,19.33
98,2025-10-09,30.02
98,2025-10-06,75.57
98,2025-09-28,48.6
98,2025-09-07,87.23
98,2025-09-02,20.57
98,2025-08-01,48.72
98,2025-06-28,43.36
99,2025-12-09,64.84
100,2025-12-20,30.85
100,2025-11-17,38.7
100,2025-10-22,21.54
100,2025-10-15,21.08
101,2025-12-30,23.99
102,2025-12-25,50.53
102,2025-11-13,28.33
102,2025-08-10,76.65
102,2025-07-29,81.26
102,2025-07-18,120.58
102,2025-07-08,104.37
102,2025-07-03,145.48
102,2025-06-15,74.98
102,2025-04-29,61.67
102,2025-04-20,27.52
103,2025-12-30,32.99
103,2025-11-26,54.73
103,2025-11-12,76.42
104,2025-07-26,10.32
104,2025-06-13,23.44
104,2023-09-16,18.1
105,2025-09-16,13.13
105,2025-08-24,40.29
105,2025-07-13,12.57
106,2025-12-19,45.61
106,2025-12-16,98.66
107,2025-12-27,31.28
107,2025-12-21,23.51
107,2025-11-26,54.89
107,2025-11-25,234.33
107,2025-11-10,103.59
107,2025-10-23,41.68
107,2025-08-15,68.01
107,2025-07-04,79.13
107,2025-04-02,27.75
107,2025-03-26,109.09
107,2025-02-15,50.58
107,2025-02-06,52.56
108,2025-12-25,108.26
108,2025-12-24,113.51
108,2025-12-21,85.66
108,2025-12-15,66.89
108,2025-12-14,80.35
108,2025-11-30,40.95
108,2025-11-28,144.73
108,2025-11-27,51.23
108,2025-11-24,85.2
108,2025-11-07,131.35
108,2025-11-06,144.54
108,2025-11-05,39.12
108,2025-11-01,90.74
108,2025-10-17,119.55
108,2025-10-15,97.5
108,2025-10-02,186.03
108,2025-09-20,62.99
108,2025-09-18,34.1
108,2025-09-12,142.46
108,2025-09-09,72.63
109,2025-12-18,31.33
109,2025-10-31,16.31
110,2025-12-30,131.45
111,2025-12-02,54.91
111,2025-11-26,68.71
111,2025-11-23,48.27
111,2025-11-06,117.55
111,2025-10-07,78.96
111,2025-10-02,75.92
112,2025-12-21,43.39
112,2025-12-07,71.38
112,2025-11-15,49.34
112,2025-11-11,62.07
112,2025-10-28,30.99
112,2025-10-17,75.08
112,2025-10-05,24.21
112,2025-09-27,22.03
112,2025-09-14,51.75
112,2025-09-04,49.49
112,2025-05-29,63.02
112,2025-04-11,39.75
112,2025-04-06,141.2
113,2025-11-19,33.41
113,2025-05-04,25.25
113,2025-04-19,33.44
113,2024-11-12,13.41
114,2025-10-31,28.41
114,2025-09-19,36.04
114,2025-09-18,57.5
114,2025-09-02,51.85
114,2025-08-19,254.6
114,2025-05-22,28.06
114,2025-05-16,51.67
114,2025-04-29,26.99
114,2025-04-25,45.31
114,2025-04-08,46.24
114,2025-03-03,83.91
114,2025-02-04,43.93
114,2025-02-03,49.98
114,2025-02-02,44.35
114,2025-01-09,27.3
114,2024-12-19,39.7
115,2025-06-26,26.15
115,2024-09-01,34.76
115,2024-06-13,16.39
116,2025-09-02,18.86
117,2025-12-02,9.72
117,2025-10-08,26.03
117,2025-06-29,32.33
118,2025-09-19,20.43
118,2025-07-14,68.02
118,2025-06-26,89.54
118,2025-04-12,35.98
118,2025-03-16,23.26
118,2025-02-26,28.64
119,2025-12-09,18.29
119,2025-10-24,25.98
119,2025-10-03,33.88
120,2025-07-25,19.0
121,2025-09-23,22.12
121,2025-09-21,20.6
121,2024-09-29,17.64
121,2024-06-15,28.3
122,2025-11-27,44.03
122,2025-11-19,131.14
122,2025-11-18,83.4
122,2025-11-15,119.85
122,2025-11-11,106.85
122,2025-11-02,104.0
122,2025-10-30,92.85
122,2025-10-10,140.78
122,2025-10-09,86.01
122,2025-09-23,45.89
122,2025-09-22,126.26
122,2025-09-06,63.39
122,2025-09-01,49.0
122,2025-07-25,56.98
123,2025-12-22,43.99
123,2025-10-25,109.56
123,2025-10-05,21.64
123,2025-07-04,13.25
123,2025-05-24,32.12
124,2025-12-24,92.05
124,2025-12-10,99.14
124,2025-12-07,166.71
124,2025-12-02,86.7
124,2025-11-30,103.75
124,2025-11-29,148.92
124,2025-11-18,45.5
124,2025-11-09,82.37
124,2025-10-20,143.8
124,2025-10-17,98.17
124,2025-10-15,197.86
124,2025-10-13,43.2
124,2025-10-12,40.81
124,2025-10-04,139.59
124,2025-10-03,146.46
124,2025-09-29,86.25
124,2025-09-24,116.06
124,2025-09-18,137.89
124,2025-08-23,63.24
124,2025-08-22,66.72
124,2025-08-20,104.45
124,2025-08-10,149.29
124,2025-07-28,53.03
124,2025-07-13,86.05
124,2025-07-02,84.08
124,2025-06-29,117.08
124,2025-06-19,94.59
124,2025-06-04,72.31
124,2025-05-23,177.36
124,2025-05-22,72.55
124,2025-05-19,82.09
124,2025-05-18,42.87
125,2025-10-08,18.92
125,2025-07-12,22.51
125,2024-11-12,19.66
126,2025-12-01,21.94
126,2025-10-14,41.5
126,2025-08-26,30.4
127,2025-12-28,178.78
127,2025-12-10,79.99
127,2025-12-07,58.88
127,2025-11-21,65.81
127,2025-11-06,22.91
127,2025-11-03,31.38
127,2025-10-25,15.67
127,2025-08-29,130.62
127,2025-07-14,118.04
127,2025-06-11,66.94
127,2025-06-02,58.84
127,2025-05-19,25.32
127,2025-03-09,49.29
127,2025-01-14,134.76
127,2024-12-07,58.74
128,2025-12-21,81.11
128,2025-12-13,57.21
128,2025-12-03,93.55
128,2025-11-27,46.0
128,2025-10-30,252.14
128,2025-10-13,41.47
128,2025-09-19,35.01
129,2025-09-05,33.82
129,2024-12-08,79.11
129,2024-07-04,14.58
130,2025-11-01,45.79
130,2025-10-30,36.83
130,2025-09-26,82.05
130,2025-09-04,24.24
130,2025-07-22,28.13
130,2025-07-08,40.92
130,2025-06-23,77.39
130,2025-05-19,101.89
131,2025-12-30,37.32
131,2025-09-14,18.14
132,2025-09-14,20.04
132,2025-09-06,26.38
133,2025-12-20,46.97
133,2025-09-08,35.63
133,2025-06-07,53.67
134,2025-07-31,15.91
135,2025-12-26,73.99
135,2025-12-25,90.26
135,2025-12-19,162.21
135,2025-12-05,112.16
135,2025-11-22,52.57
135,2025-11-19,74.45
135,2025-11-18,147.95
135,2025-11-17,52.12
135,2025-11-15,91.34
135,2025-11-06,94.57
135,2025-11-03,78.33
135,2025-10-17,365.68
135,2025-10-10,77.29
135,2025-10-09,118.96
135,2025-10-08,64.76
135,2025-09-30,123.69
135,2025-09-29,146.83
135,2025-09-25,70.8
136,2025-12-11,27.95
136,2025-12-09,27.65
136,2025-12-04,16.23
136,2025-10-25,13.25
137,2025-02-19,31.2
137,2024-12-31,27.16
137,2024-12-07,39.77
137,2024-08-23,32.43
138,2025-04-01,18.73
139,2025-12-21,239.43
139,2025-12-19,157.41
139,2025-12-10,126.61
139,2025-12-09,114.92
139,2025-11-18,87.49
139,2025-11-10,258.16
139,2025-11-07,141.88
139,2025-11-03,65.31
139,2025-10-31,47.17
139,2025-10-30,126.13
139,2025-10-17,92.38
139,2025-10-15,46.5
139,2025-10-10,117.7
139,2025-10-08,83.04
139,2025-09-27,123.87
140,2025-12-24,28.4
140,2025-12-09,53.95
140,2025-06-07,26.97
140,2025-04-22,20.75
140,2024-07-10,23.84
141,2025-12-06,28.08
141,2025-12-01,34.93
141,2025-11-12,42.85
141,2025-08-29,26.41
142,2025-12-03,56.3
143,2025-02-12,15.13
143,2024-12-06,16.41
143,2024-06-05,46.76
143,2024-02-02,25.97
143,2024-01-22,34.94
144,2025-12-10,26.76
144,2025-01-28,21.94
144,2025-01-12,29.4
145,2025-11-21,33.77
145,2025-11-04,43.12
145,2025-11-02,133.3
145,2025-10-17,59.09
145,2025-10-01,37.02
145,2025-08-17,22.04
145,2025-08-09,23.26
145,2025-07-28,42.06
145,2025-06-25,40.06
145,2025-06-19,49.17
145,2025-05-18,17.66
145,2025-05-15,52.54
145,2025-04-28,91.95
146,2025-12-08,21.98
146,2025-12-03,16.13
146,2025-09-29,23.58
146,2025-07-15,95.51
146,2025-05-29,43.91
147,2025-12-05,34.7
147,2025-10-28,47.49
147,2025-10-03,50.46
147,2025-05-23,28.99
147,2025-02-12,42.26
148,2025-11-22,37.21
148,2025-11-03,24.48
148,2025-08-10,34.21
148,2025-07-09,46.08
148,2025-05-14,58.12
148,2025-04-22,29.95
148,2025-03-18,14.04
149,2025-12-30,223.97
149,2025-12-20,40.09
149,2025-12-18,49.9
149,2025-12-14,63.95
149,2025-11-27,139.32
149,2025-11-23,85.75
149,2025-11-03,66.14
149,2025-10-26,135.94
149,2025-10-17,153.25
149,2025-10-13,94.11
149,2025-09-27,63.17
149,2025-09-26,108.75
149,2025-09-10,84.54
149,2025-09-04,84.21
149,2025-08-26,73.53
149,2025-07-28,150.86
149,2025-07-19,107.64
149,2025-07-11,159.45
149,2025-07-07,185.31
149,2025-07-06,119.51
150,2025-11-09,15.82
150,2025-06-10,20.85
150,2023-07-17,23.36
151,2025-12-15,9.29
152,2025-10-29,50.13
152,2025-10-26,73.78
152,2025-10-04,42.85
152,2025-07-25,46.75
152,2025-07-14,50.43
152,2025-06-12,158.08
152,2025-06-03,21.98
152,2025-05-26,70.68
152,2025-04-13,48.46
152,2025-03-18,39.93
152,2024-11-20,47.87
153,2025-11-24,33.14
153,2025-10-26,37.14
153,2025-08-31,17.72
153,2025-06-25,53.99
153,2025-02-24,34.53
154,2025-12-24,112.4
154,2025-12-11,35.24
154,2025-11-18,50.79
154,2025-11-07,44.96
154,2025-10-17,39.07
154,2025-09-05,62.16
154,2025-08-31,28.78
154,2025-07-24,52.03
154,2025-07-11,71.19
154,2025-04-27,49.39
154,2025-04-09,33.36
154,2025-04-05,92.06
154,2025-02-25,79.24
155,2025-09-05,21.24
155,2025-08-28,15.74
155,2025-06-10,39.58
156,2025-10-19,104.1
156,2025-10-01,71.43
156,2025-09-26,50.85
156,2025-09-25,58.2
156,2025-09-10,73.54
156,2025-07-13,80.93
156,2025-07-09,41.64
156,2025-07-05,118.47
156,2025-06-03,106.22
156,2025-06-01,77.17
156,2025-05-27,36.08
156,2025-04-14,33.02
156,2025-04-09,46.71
156,2025-03-01,56.7
156,2025-02-04,22.72
156,2024-12-02,70.43
157,2025-07-06,43.16
157,2025-03-28,14.19
157,2024-12-14,27.93
158,2025-09-15,21.28
158,2025-08-22,32.2
158,2025-02-28,35.11
158,2024-10-02,13.41
159,2024-07-03,40.75
159,2024-01-15,29.18
160,2025-12-06,102.96
160,2025-10-12,35.99
160,2025-10-01,59.66
160,2025-09-07,63.49
160,2025-07-20,109.79
160,2025-05-31,64.51
160,2025-05-16,40.23
160,2025-05-14,56.79
160,2025-04-27,23.79
160,2025-04-10,17.23
160,2025-02-16,83.35
160,2025-01-27,45.6
160,2025-01-12,48.26
161,2025-11-20,15.84
161,2025-11-19,42.68
161,2025-10-15,26.48
161,2025-10-01,11.22
161,2025-07-31,31.55
161,2025-07-14,37.36
161,2025-07-08,48.56
161,2025-06-21,28.92
162,2025-10-19,102.78
162,2025-08-08,40.49
162,2025-07-14,78.76
162,2025-05-02,117.44
162,2025-03-24,54.25
162,2025-02-01,90.4
162,2025-01-26,71.73
162,2024-09-21,58.3
162,2024-09-07,80.04
163,2025-12-28,233.29
