user_id,segment,currency,tx_type,amount_eur,revenue_eur,cost_eur,margin_eur
3,travelers,EUR,card,69.14,0.2277,0.0894,0.1383
3,travelers,JPY,fx,145.27,1.0239,1.6636,-0.6397
3,travelers,JPY,fx,139.08,0.9393,1.527,-0.5877
3,travelers,JPY,fx,105.83,0.7601,1.1922,-0.4321
3,travelers,USD,fx,149.86,0.9445,1.5418,-0.5973
4,travelers,THB,fx,109.74,0.7758,1.3154,-0.5396
4,travelers,JPY,fx,117.51,0.8782,1.3312,-0.453
4,travelers,GBP,fx,66.7,0.4462,0.8024,-0.3562
4,travelers,USD,fx,181.95,1.1856,2.0082,-0.8225
4,travelers,USD,fx,115.28,0.7331,1.3633,-0.6302
4,travelers,USD,fx,100.78,0.6677,1.1199,-0.4522
4,travelers,GBP,fx,131.83,0.9395,1.5653,-0.6258
4,travelers,THB,fx,66.83,0.4928,0.8048,-0.312
4,travelers,EUR,card,115.28,0.4027,0.1485,0.2543
4,travelers,JPY,fx,125.77,0.9277,1.3481,-0.4204
4,travelers,USD,fx,119.07,0.8466,1.2848,-0.4383
4,travelers,JPY,fx,79.77,0.5456,0.9338,-0.3882
4,travelers,THB,fx,159.82,1.0649,1.7786,-0.7137
4,travelers,THB,fx,126.67,0.9142,1.3927,-0.4785
4,travelers,THB,fx,78.89,0.5524,1.0609,-0.5084
4,travelers,JPY,fx,123.29,0.8881,1.379,-0.4909
4,travelers,THB,fx,91.94,0.6574,1.0239,-0.3664
4,travelers,USD,fx,143.96,1.0624,1.6187,-0.5563
4,travelers,USD,fx,136.34,0.9397,1.5842,-0.6446
4,travelers,JPY,fx,48.33,0.313,0.6765,-0.3635
4,travelers,USD,fx,94.1,0.6092,0.9293,-0.3201
5,travelers,USD,fx,109.3,0.7689,1.2376,-0.4687
5,travelers,THB,fx,132.41,0.9578,1.4233,-0.4655
5,travelers,JPY,fx,85.07,0.5691,1.0676,-0.4985
5,travelers,JPY,fx,170.54,1.1673,1.9904,-0.823
5,travelers,USD,fx,176.33,1.212,1.8233,-0.6113
5,travelers,EUR,card,63.63,0.2486,0.0814,0.1672
5,travelers,GBP,fx,33.81,0.2273,0.4469,-0.2196
5,travelers,JPY,fx,113.55,0.7848,1.2752,-0.4905
5,travelers,THB,fx,83.69,0.6066,1.0196,-0.4131
5,travelers,GBP,fx,130.67,1.0078,1.4504,-0.4426
5,travelers,EUR,card,82.84,0.2799,0.0983,0.1817
5,travelers,GBP,fx,132.03,0.9266,1.4141,-0.4875
5,travelers,GBP,fx,114.25,0.7737,1.328,-0.5543
5,travelers,USD,fx,67.87,0.4735,0.8395,-0.3661
5,travelers,THB,fx,67.63,0.505,0.8778,-0.3728
5,travelers,THB,fx,133.08,0.8193,1.3952,-0.5759
5,travelers,GBP,fx,145.72,1.1219,1.5126,-0.3907
5,travelers,JPY,fx,128.48,0.9718,1.3471,-0.3753
5,travelers,JPY,fx,60.54,0.3966,0.7394,-0.3428
5,travelers,THB,fx,149.25,1.0574,1.4968,-0.4394
5,travelers,USD,fx,165.88,1.1247,1.7512,-0.6265
5,travelers,EUR,card,136.13,0.4198,0.1603,0.2594
5,travelers,JPY,fx,128.47,0.8353,1.4667,-0.6314
5,travelers,THB,fx,145.7,1.0322,1.5576,-0.5254
5,travelers,THB,fx,104.14,0.7301,1.2074,-0.4773
5,travelers,THB,fx,100.8,0.691,1.2369,-0.5458
5,travelers,USD,fx,33.14,0.2507,0.5428,-0.2921
5,travelers,THB,fx,108.82,0.7509,1.2265,-0.4756
5,travelers,THB,fx,140.86,1.0119,1.4422,-0.4303
6,travelers,USD,fx,57.7,0.4072,0.7128,-0.3056
6,travelers,THB,fx,113.73,0.8625,1.2163,-0.3538
6,travelers,THB,fx,88.71,0.6265,1.1,-0.4735
6,travelers,USD,fx,59.09,0.4133,0.7075,-0.2942
6,travelers,GBP,fx,58.6,0.377,0.7537,-0.3767
6,travelers,JPY,fx,27.67,0.2013,0.4325,-0.2312
6,travelers,JPY,fx,150.09,1.069,1.8476,-0.7786
6,travelers,USD,fx,133.96,0.9299,1.5504,-0.6205
6,travelers,JPY,fx,101.23,0.6932,1.1345,-0.4413
6,travelers,JPY,fx,173.94,1.1897,1.8493,-0.6596
6,travelers,JPY,fx,154.27,0.9583,1.6228,-0.6644
6,travelers,GBP,fx,36.47,0.243,0.4911,-0.2482
6,travelers,JPY,fx,111.18,0.7381,1.2582,-0.5201
6,travelers,GBP,fx,84.87,0.567,1.0265,-0.4595
6,travelers,USD,fx,119.51,0.8659,1.2755,-0.4096
6,travelers,GBP,fx,112.42,0.7391,1.1745,-0.4355
6,travelers,THB,fx,83.2,0.5796,1.0374,-0.4578
6,travelers,JPY,fx,66.12,0.4415,0.8705,-0.429
6,travelers,USD,fx,78.95,0.5217,0.9606,-0.4388
6,travelers,JPY,fx,139.75,0.9691,1.5691,-0.6
6,travelers,JPY,fx,149.05,0.9589,1.4562,-0.4973
6,travelers,USD,fx,162.76,1.0812,1.6123,-0.5311
7,travelers,JPY,fx,120.41,0.8303,1.2854,-0.4551
7,travelers,JPY,fx,184.27,1.3631,1.9009,-0.5378
7,travelers,THB,fx,135.93,1.011,1.5573,-0.5463
7,travelers,JPY,fx,142.93,1.0175,1.4384,-0.4209
7,travelers,THB,fx,73.93,0.561,0.9661,-0.4051
7,travelers,USD,fx,129.19,0.9654,1.4427,-0.4774
7,travelers,THB,fx,134.29,0.9429,1.3957,-0.4528
7,travelers,THB,fx,117.13,0.8936,1.3804,-0.4868
7,travelers,THB,fx,121.59,0.8425,1.292,-0.4495
7,travelers,JPY,fx,93.14,0.6112,1.109,-0.4978
7,travelers,JPY,fx,115.58,0.8494,1.375,-0.5256
7,travelers,JPY,fx,121.4,0.8139,1.2901,-0.4762
7,travelers,JPY,fx,166.34,1.2284,1.8014,-0.573
7,travelers,EUR,card,127.82,0.4291,0.1435,0.2855
7,travelers,THB,fx,101.86,0.6906,1.1868,-0.4962
7,travelers,USD,fx,129.84,0.8571,1.4135,-0.5564
7,travelers,THB,fx,78.17,0.4892,0.8449,-0.3557
7,travelers,THB,fx,115.77,0.8596,1.1329,-0.2733
7,travelers,GBP,fx,176.21,1.1639,1.8758,-0.7119
7,travelers,JPY,fx,108.25,0.8119,1.3458,-0.5339
7,travelers,JPY,fx,188.58,1.3224,2.2143,-0.8919
7,travelers,THB,fx,133.16,1.0802,1.5446,-0.4644
7,travelers,GBP,fx,154.88,1.0646,1.6572,-0.5927
7,travelers,GBP,fx,130.03,0.9108,1.4747,-0.5639
7,travelers,GBP,fx,50.27,0.3636,0.6206,-0.257
7,travelers,GBP,fx,123.02,0.8313,1.4376,-0.6063
7,travelers,JPY,fx,105.35,0.7159,1.2007,-0.4848
8,travelers,JPY,fx,119.56,0.8276,1.3386,-0.511
8,travelers,USD,fx,128.12,0.9393,1.3517,-0.4124
8,travelers,EUR,card,130.4,0.4687,0.1472,0.3215
8,travelers,JPY,fx,90.01,0.6125,1.0287,-0.4162
8,travelers,JPY,fx,108.78,0.8014,1.1959,-0.3945
8,travelers,THB,fx,64.72,0.4618,0.8013,-0.3394
8,travelers,GBP,fx,177.18,1.2017,2.1198,-0.9181
8,travelers,THB,fx,122.52,0.8115,1.3235,-0.512
8,travelers,USD,fx,140.0,0.9495,1.6265,-0.677
8,travelers,THB,fx,85.33,0.6132,1.0717,-0.4586
8,travelers,JPY,fx,108.56,0.7269,1.2429,-0.516
8,travelers,GBP,fx,187.76,1.3032,2.0695,-0.7664
8,travelers,THB,fx,122.73,0.8593,1.4081,-0.5488
8,travelers,JPY,fx,131.15,0.9451,1.3774,-0.4323
8,travelers,JPY,fx,153.85,1.1236,1.7064,-0.5828
8,travelers,JPY,fx,163.21,1.159,1.7504,-0.5914
8,travelers,THB,fx,14.5,0.1034,0.2412,-0.1377
8,travelers,JPY,fx,137.19,0.9045,1.4677,-0.5632
8,travelers,USD,fx,102.57,0.7985,1.1756,-0.3771
8,travelers,JPY,fx,124.72,0.8293,1.3895,-0.5602
8,travelers,USD,fx,70.87,0.4897,0.8268,-0.3371
8,travelers,JPY,fx,109.82,0.7647,1.2621,-0.4975
8,travelers,EUR,card,82.5,0.3139,0.1004,0.2136
8,travelers,USD,fx,135.98,0.9739,1.3942,-0.4203
8,travelers,USD,fx,133.48,0.9639,1.3805,-0.4167
8,travelers,THB,fx,109.11,0.7453,1.2951,-0.5498
8,travelers,EUR,card,167.33,0.549,0.1906,0.3583
8,travelers,THB,fx,124.71,0.9089,1.3929,-0.484
8,travelers,THB,fx,105.08,0.7589,1.201,-0.4421
8,travelers,GBP,fx,106.51,0.7737,1.2381,-0.4643
8,travelers,THB,fx,171.92,1.1733,1.7145,-0.5412
8,travelers,JPY,fx,121.88,0.8415,1.3457,-0.5043
8,travelers,THB,fx,132.24,0.9403,1.5025,-0.5622
8,travelers,THB,fx,106.88,0.6666,1.221,-0.5544
8,travelers,THB,fx,157.64,1.169,1.7439,-0.5749
8,travelers,THB,fx,100.99,0.7069,1.2171,-0.5102
8,travelers,USD,fx,149.0,1.0784,1.5617,-0.4834
9,travelers,JPY,fx,89.07,0.6067,1.0689,-0.4622
9,travelers,GBP,fx,135.75,0.8913,1.4921,-0.6009
9,travelers,USD,fx,70.42,0.5292,0.8606,-0.3314
9,travelers,GBP,fx,124.26,0.8892,1.3819,-0.4927
9,travelers,THB,fx,160.76,1.0891,1.7523,-0.6632
9,travelers,JPY,fx,136.38,1.0236,1.508,-0.4843
9,travelers,THB,fx,111.75,0.7199,1.2096,-0.4897
9,travelers,USD,fx,167.48,1.3371,1.7713,-0.4343
9,travelers,EUR,card,114.56,0.4022,0.135,0.2672
9,travelers,USD,fx,69.67,0.45,0.8743,-0.4243
9,travelers,THB,fx,98.54,0.6901,1.1805,-0.4905
9,travelers,USD,fx,164.15,1.2398,1.8358,-0.596
9,travelers,EUR,card,160.68,0.5484,0.1861,0.3623
9,travelers,JPY,fx,80.5,0.5832,0.8902,-0.307
9,travelers,JPY,fx,150.25,1.13,1.63,-0.5001
9,travelers,GBP,fx,111.34,0.7834,1.2684,-0.485
9,travelers,GBP,fx,132.67,0.8828,1.51,-0.6272
9,travelers,USD,fx,93.01,0.6434,1.0701,-0.4268
9,travelers,THB,fx,116.46,0.8053,1.1767,-0.3714
9,travelers,JPY,fx,110.53,0.7472,1.342,-0.5948
9,travelers,THB,fx,122.22,0.8571,1.3661,-0.509
9,travelers,THB,fx,181.88,1.1255,1.7717,-0.6463
9,travelers,THB,fx,144.84,1.0379,1.5677,-0.5298
9,travelers,JPY,fx,157.09,1.1097,1.8037,-0.694
9,travelers,JPY,fx,145.12,1.0215,1.6013,-0.5799
9,travelers,EUR,card,68.96,0.2416,0.0873,0.1543
10,travelers,THB,fx,89.01,0.6996,1.1338,-0.4342
10,travelers,THB,fx,78.63,0.4979,0.9308,-0.4329
10,travelers,USD,fx,116.95,0.7531,1.2692,-0.5161
10,travelers,JPY,fx,135.03,0.8828,1.5644,-0.6816
10,travelers,GBP,fx,142.78,0.9989,1.4692,-0.4703
10,travelers,JPY,fx,142.07,0.9875,1.691,-0.7035
10,travelers,THB,fx,110.76,0.8044,1.3792,-0.5748
10,travelers,GBP,fx,86.64,0.6515,0.9627,-0.3111
10,travelers,USD,fx,102.5,0.7326,1.169,-0.4364
10,travelers,USD,fx,94.36,0.6314,1.2183,-0.5869
10,travelers,GBP,fx,151.92,1.0375,1.6537,-0.6163
10,travelers,EUR,card,70.39,0.2375,0.0802,0.1573
10,travelers,USD,fx,118.4,0.8823,1.3614,-0.4791
10,travelers,EUR,card,138.86,0.4836,0.1543,0.3293
10,travelers,JPY,fx,140.38,0.9557,1.4666,-0.5109
10,travelers,THB,fx,37.75,0.2654,0.5361,-0.2707
10,travelers,GBP,fx,120.96,0.8709,1.4016,-0.5307
10,travelers,JPY,fx,83.95,0.6371,0.9633,-0.3261
10,travelers,JPY,fx,122.45,0.8395,1.2502,-0.4108
10,travelers,JPY,fx,154.82,1.166,1.6306,-0.4646
10,travelers,GBP,fx,93.89,0.6365,1.131,-0.4945
10,travelers,THB,fx,102.64,0.7544,1.1821,-0.4277
11,travelers,USD,fx,115.84,0.777,1.3517,-0.5747
11,travelers,USD,fx,175.33,1.3163,1.8676,-0.5514
11,travelers,EUR,card,120.84,0.4002,0.1522,0.2479
11,travelers,THB,fx,112.15,0.8319,1.1335,-0.3016
11,travelers,USD,fx,122.18,0.8659,1.2808,-0.4148
11,travelers,GBP,fx,192.13,1.4003,2.0888,-0.6885
11,travelers,GBP,fx,43.35,0.3074,0.6082,-0.3008
11,travelers,EUR,card,78.33,0.2712,0.0986,0.1726
11,travelers,JPY,fx,28.34,0.2045,0.4497,-0.2453
11,travelers,THB,fx,84.13,0.6252,0.8536,-0.2284
11,travelers,JPY,fx,77.52,0.5645,0.894,-0.3295
11,travelers,THB,fx,186.1,1.2895,2.0489,-0.7593
11,travelers,GBP,fx,162.85,1.0966,1.7287,-0.632
11,travelers,JPY,fx,128.24,0.9411,1.4533,-0.5123
11,travelers,THB,fx,115.54,0.8388,1.1828,-0.344
11,travelers,THB,fx,129.72,0.9268,1.5818,-0.655
11,travelers,JPY,fx,143.68,1.1421,1.5699,-0.4278
11,travelers,USD,fx,135.8,0.9256,1.4302,-0.5046
11,travelers,EUR,card,93.64,0.3461,0.113,0.2331
11,travelers,GBP,fx,140.24,0.9183,1.5798,-0.6615
12,travelers,USD,fx,105.23,0.7272,1.1796,-0.4523
12,travelers,JPY,fx,57.6,0.4206,0.7123,-0.2917
12,travelers,USD,fx,167.83,1.248,1.916,-0.668
12,travelers,JPY,fx,149.85,1.0702,1.5162,-0.446
12,travelers,JPY,fx,140.02,0.9888,1.5728,-0.5839
12,travelers,EUR,card,16.79,0.0988,0.0365,0.0623
12,travelers,JPY,fx,123.39,0.9177,1.3087,-0.3911
12,travelers,THB,fx,95.81,0.7202,1.0781,-0.3578
12,travelers,GBP,fx,52.64,0.4028,0.6967,-0.294
12,travelers,THB,fx,69.25,0.5134,0.8288,-0.3154
12,travelers,JPY,fx,102.3,0.6953,1.2137,-0.5184
12,travelers,EUR,card,119.68,0.4195,0.1368,0.2828
12,travelers,THB,fx,165.39,1.2369,1.7271,-0.4901
12,travelers,JPY,fx,155.84,1.1438,1.7108,-0.5669
12,travelers,USD,fx,134.06,1.0042,1.5041,-0.4999
12,travelers,THB,fx,149.68,1.096,1.7007,-0.6047
12,travelers,THB,fx,86.56,0.5796,0.9325,-0.3529
12,travelers,JPY,fx,117.0,0.801,1.1249,-0.3239
12,travelers,THB,fx,96.07,0.6846,1.0335,-0.3489
12,travelers,GBP,fx,114.82,0.8154,1.4491,-0.6338
12,travelers,GBP,fx,98.64,0.6793,1.1654,-0.4861
12,travelers,JPY,fx,105.77,0.7947,1.2008,-0.4061
12,travelers,JPY,fx,184.27,1.3129,2.0887,-0.7757
12,travelers,EUR,card,136.55,0.4824,0.1569,0.3255
12,travelers,THB,fx,71.03,0.4617,0.7843,-0.3225
12,travelers,GBP,fx,119.52,0.7421,1.3323,-0.5903
12,travelers,USD,fx,195.46,1.2685,2.0634,-0.7949
12,travelers,GBP,fx,140.28,0.9876,1.5784,-0.5908
12,travelers,GBP,fx,90.86,0.6639,0.9859,-0.322
12,travelers,GBP,fx,97.81,0.6839,1.093,-0.4091
12,travelers,GBP,fx,107.27,0.7094,1.2424,-0.533
13,travelers,GBP,fx,131.89,0.9135,1.5055,-0.5921
13,travelers,GBP,fx,118.45,0.9119,1.3433,-0.4314
13,travelers,USD,fx,152.24,0.9593,1.5317,-0.5725
13,travelers,GBP,fx,94.26,0.7031,1.0754,-0.3723
13,travelers,THB,fx,21.01,0.1454,0.3567,-0.2114
13,travelers,JPY,fx,158.84,1.1785,1.7236,-0.5451
13,travelers,GBP,fx,139.99,0.9951,1.626,-0.6309
13,travelers,GBP,fx,192.32,1.2816,2.1508,-0.8692
13,travelers,JPY,fx,174.59,1.2062,1.9755,-0.7693
13,travelers,JPY,fx,116.22,0.869,1.2967,-0.4277
13,travelers,JPY,fx,139.84,0.9983,1.4271,-0.4288
13,travelers,THB,fx,99.06,0.6807,1.0621,-0.3814
13,travelers,THB,fx,147.78,1.0763,1.6159,-0.5396
13,travelers,EUR,card,90.6,0.3034,0.1054,0.198
13,travelers,USD,fx,78.11,0.5512,0.9651,-0.4139
13,travelers,THB,fx,112.08,0.798,1.27,-0.472
13,travelers,GBP,fx,74.55,0.5226,0.9416,-0.419
13,travelers,EUR,card,162.83,0.5344,0.1879,0.3465
13,travelers,USD,fx,61.65,0.3809,0.8026,-0.4217
13,travelers,GBP,fx,103.6,0.6749,1.1024,-0.4275
13,travelers,THB,fx,133.61,0.9564,1.5099,-0.5535
13,travelers,EUR,card,81.57,0.2939,0.1073,0.1866
13,travelers,THB,fx,68.82,0.4742,0.8951,-0.4209
13,travelers,USD,fx,112.16,0.7701,1.29,-0.5199
14,travelers,JPY,fx,95.59,0.6869,1.267,-0.5801
14,travelers,THB,fx,92.63,0.6672,1.0788,-0.4117
14,travelers,GBP,fx,162.32,1.1472,1.8735,-0.7264
14,travelers,USD,fx,133.5,0.9849,1.3944,-0.4096
14,travelers,USD,fx,125.25,0.876,1.4224,-0.5464
14,travelers,EUR,card,155.06,0.5154,0.1733,0.3421
14,travelers,USD,fx,33.09,0.2392,0.445,-0.2059
14,travelers,JPY,fx,115.71,0.8573,1.2954,-0.4381
14,travelers,JPY,fx,165.82,1.1919,1.7734,-0.5815
14,travelers,JPY,fx,63.58,0.4537,0.7167,-0.263
14,travelers,JPY,fx,205.93,1.3622,2.198,-0.8357
14,travelers,JPY,fx,162.89,1.1005,1.7988,-0.6983
14,travelers,USD,fx,94.85,0.661,1.0107,-0.3497
14,travelers,GBP,fx,136.2,0.9426,1.3899,-0.4473
14,travelers,GBP,fx,93.86,0.6478,1.007,-0.3591
14,travelers,THB,fx,100.64,0.7477,1.1194,-0.3717
14,travelers,JPY,fx,128.93,0.8961,1.5021,-0.606
14,travelers,JPY,fx,63.39,0.4131,0.763,-0.35
14,travelers,THB,fx,103.23,0.8084,1.0796,-0.2712
14,travelers,THB,fx,79.39,0.542,0.9506,-0.4086
14,travelers,JPY,fx,188.5,1.2896,2.0615,-0.7719
15,travelers,THB,fx,115.93,0.7704,1.3175,-0.5472
15,travelers,EUR,card,141.83,0.4437,0.1703,0.2734
15,travelers,GBP,fx,189.23,1.3992,2.0522,-0.653
15,travelers,USD,fx,100.95,0.7092,1.1616,-0.4524
15,travelers,GBP,fx,112.28,0.7293,1.24,-0.5106
15,travelers,THB,fx,70.74,0.4905,0.8223,-0.3318
15,travelers,GBP,fx,173.19,1.243,1.7584,-0.5154
15,travelers,USD,fx,92.11,0.6262,1.0879,-0.4617
15,travelers,JPY,fx,92.12,0.6249,1.036,-0.4112
15,travelers,USD,fx,159.57,1.1521,1.895,-0.7428
15,travelers,USD,fx,122.54,0.8073,1.3219,-0.5146
15,travelers,THB,fx,81.94,0.5434,0.9624,-0.419
15,travelers,JPY,fx,86.96,0.6942,0.9966,-0.3024
15,travelers,USD,fx,73.37,0.5574,0.9331,-0.3758
15,travelers,EUR,card,127.58,0.4085,0.1584,0.2501
15,travelers,GBP,fx,32.29,0.2149,0.4892,-0.2742
15,travelers,THB,fx,159.93,1.0304,1.7757,-0.7453
15,travelers,USD,fx,119.72,0.8495,1.3269,-0.4774
15,travelers,USD,fx,108.27,0.7455,1.2236,-0.4781
15,travelers,EUR,card,118.57,0.4147,0.1365,0.2782
15,travelers,GBP,fx,50.85,0.3644,0.6585,-0.294
15,travelers,JPY,fx,154.59,0.9764,1.5285,-0.552
15,travelers,GBP,fx,126.13,0.8625,1.4581,-0.5957
15,travelers,EUR,card,110.61,0.3416,0.1356,0.206
15,travelers,GBP,fx,143.2,0.9583,1.6353,-0.677
15,travelers,USD,fx,88.46,0.6122,1.0733,-0.461
15,travelers,JPY,fx,79.78,0.57,0.9752,-0.4052
15,travelers,THB,fx,110.69,0.8321,1.2003,-0.3682
15,travelers,THB,fx,120.4,0.8798,1.2526,-0.3728
15,travelers,USD,fx,121.18,0.8008,1.3356,-0.5348
16,travelers,USD,fx,109.22,0.7903,1.2717,-0.4815
16,travelers,JPY,fx,157.57,1.1247,1.6052,-0.4805
16,travelers,USD,fx,80.95,0.6067,1.0087,-0.402
16,travelers,USD,fx,112.47,0.814,1.2511,-0.4371
16,travelers,USD,fx,151.39,1.03,1.6126,-0.5827
16,travelers,JPY,fx,54.18,0.3931,0.7543,-0.3613
16,travelers,JPY,fx,61.46,0.4458,0.819,-0.3732
16,travelers,GBP,fx,47.72,0.3385,0.5938,-0.2553
16,travelers,USD,fx,63.8,0.4587,0.8283,-0.3696
16,travelers,THB,fx,42.38,0.2927,0.5571,-0.2644
16,travelers,THB,fx,136.31,0.9327,1.4317,-0.499
16,travelers,EUR,card,141.71,0.472,0.1667,0.3053
16,travelers,EUR,card,125.3,0.4159,0.1485,0.2674
16,travelers,EUR,card,139.87,0.4011,0.1694,0.2317
16,travelers,GBP,fx,156.91,1.081,1.5931,-0.5121
16,travelers,GBP,fx,156.97,0.9932,1.8168,-0.8235
16,travelers,THB,fx,99.01,0.6578,1.1895,-0.5317
16,travelers,GBP,fx,58.11,0.3986,0.6995,-0.301
16,travelers,USD,fx,177.75,1.2422,1.8155,-0.5733
16,travelers,USD,fx,91.14,0.5973,1.0664,-0.4691
16,travelers,THB,fx,106.33,0.6772,1.1677,-0.4905
16,travelers,JPY,fx,88.64,0.6825,1.0393,-0.3568
17,travelers,THB,fx,83.12,0.6082,0.9222,-0.3139
17,travelers,THB,fx,98.9,0.698,1.1025,-0.4045
17,travelers,GBP,fx,93.56,0.6708,1.0986,-0.4277
17,travelers,USD,fx,104.5,0.7607,1.1809,-0.4203
17,travelers,GBP,fx,181.08,1.1826,2.0362,-0.8537
17,travelers,USD,fx,127.82,0.9652,1.4631,-0.4979
17,travelers,JPY,fx,121.12,0.8371,1.3077,-0.4705
17,travelers,JPY,fx,127.14,0.8559,1.3641,-0.5083
17,travelers,USD,fx,139.63,0.9887,1.6209,-0.6322
17,travelers,JPY,fx,134.11,0.953,1.4843,-0.5313
17,travelers,EUR,transfer,103.73,0.4834,0.1533,0.3301
17,travelers,JPY,fx,160.42,1.1176,1.6567,-0.5391
