event_id,user_id,event_date,feature,session_id,device,platform
36489,3174,2025-01-01 11:12:45.810781989,transfer,13251,ios,app
44471,3851,2025-01-01 11:21:38.669573779,transfer,16138,ios,app
35623,3111,2025-01-01 11:24:41.925975753,card_control,12938,android,app
46314,3995,2025-01-01 11:32:02.316312810,card_control,16800,android,web
12236,1063,2025-01-01 11:39:43.080718271,savings,4444,android,app
51343,4421,2025-01-01 11:40:07.160252367,transfer,18611,ios,app
54447,4672,2025-01-01 11:49:44.659987069,card_control,19733,android,web
80130,6876,2025-01-01 11:52:14.761679203,transfer,29038,ios,app
53289,4577,2025-01-01 11:57:04.268492677,budget,19316,android,app
66233,5683,2025-01-01 12:02:02.135124559,kyc,24006,ios,app
10448,902,2025-01-01 12:02:23.455742375,invest,3795,android,app
42072,3646,2025-01-01 12:09:43.286800239,budget,15272,ios,app
59011,5077,2025-01-01 12:12:52.759174017,rewards,21390,ios,web
68955,5920,2025-01-01 12:15:11.980387687,budget,24984,android,web
47343,4090,2025-01-01 12:26:19.383173600,budget,17173,ios,app
60441,5199,2025-01-01 12:33:27.876452895,rewards,21908,android,app
14232,1238,2025-01-01 12:35:17.161302975,transfer,5163,ios,app
23054,2025,2025-01-01 12:54:57.017449039,transfer,8365,ios,web
50179,4335,2025-01-01 13:05:45.547447410,rewards,18196,android,app
67465,5794,2025-01-01 13:09:10.815716534,kyc,24448,ios,app
30565,2682,2025-01-01 13:14:51.018393716,savings,11102,ios,app
63153,5421,2025-01-01 13:15:25.107294709,card_control,22889,ios,app
21918,1928,2025-01-01 13:43:59.096214785,card_control,7953,ios,app
63316,5439,2025-01-01 13:47:00.027534793,savings,22950,ios,app
55890,4792,2025-01-01 13:54:39.261853442,transfer,20256,android,app
37438,3239,2025-01-01 13:57:45.532176623,savings,13586,android,web
39116,3365,2025-01-01 14:00:06.509626289,savings,14186,ios,app
87188,7495,2025-01-01 14:06:34.673996393,kyc,31595,ios,app
19377,1706,2025-01-01 14:11:14.531903139,card_control,7036,android,app
49111,4245,2025-01-01 14:13:49.678219217,rewards,17810,android,app
6641,581,2025-01-01 14:32:26.421902623,atm_locator,2412,android,app
30017,2615,2025-01-01 14:44:04.448054598,card_control,10892,android,app
43707,3783,2025-01-01 14:47:34.610159725,invest,15861,android,app
27436,2387,2025-01-01 14:50:01.958186909,savings,9953,ios,app
57897,4982,2025-01-01 14:51:05.634526363,savings,20990,ios,app
54182,4653,2025-01-01 14:52:46.988128603,rewards,19638,ios,web
41154,3559,2025-01-01 14:54:16.047277188,kyc,14937,ios,app
23446,2059,2025-01-01 15:08:32.192824744,invest,8507,ios,app
83148,7139,2025-01-01 15:10:15.007135641,savings,30131,ios,web
14723,1277,2025-01-01 15:14:33.035299137,rewards,5341,android,app
70178,6027,2025-01-01 15:18:37.463200539,budget,25428,ios,app
55084,4729,2025-01-01 15:27:59.532797733,invest,19965,android,app
90008,7754,2025-01-01 15:29:22.223254280,card_control,32621,ios,web
33730,2943,2025-01-01 15:31:40.962339128,budget,12247,android,web
86789,7461,2025-01-01 15:32:59.744647222,budget,31449,android,app
15509,1349,2025-01-01 15:51:20.889151009,card_control,5624,android,web
55270,4743,2025-01-01 15:59:24.616479932,rewards,20032,android,app
90731,7823,2025-01-01 16:04:22.451539500,savings,32883,ios,web
46437,4005,2025-01-01 16:14:49.794698480,card_control,16845,android,app
9426,807,2025-01-01 16:24:53.861551228,budget,3420,ios,app
22946,2019,2025-01-01 16:27:43.930906315,savings,8328,ios,app
12575,1100,2025-01-01 16:29:58.877236812,savings,4569,ios,app
87574,7530,2025-01-01 16:31:07.047133656,atm_locator,31736,android,app
52589,4519,2025-01-01 16:45:25.295366537,budget,19061,ios,app
85785,7381,2025-01-01 16:45:33.360699608,budget,31087,ios,app
83286,7160,2025-01-01 16:47:09.670505867,atm_locator,30182,android,app
17435,1516,2025-01-01 16:57:53.627674432,rewards,6318,ios,app
83660,7191,2025-01-01 17:00:08.569638299,kyc,30316,android,app
55993,4802,2025-01-01 17:03:03.768883562,invest,20295,ios,app
33679,2939,2025-01-01 17:07:27.326508274,atm_locator,12229,ios,app
74849,6426,2025-01-01 17:08:26.332964275,budget,27124,ios,app
46492,4008,2025-01-01 17:10:28.996356025,kyc,16864,ios,app
26125,2284,2025-01-01 17:13:45.857720418,card_control,9480,android,web
89834,7732,2025-01-01 17:15:34.976673650,transfer,32558,android,app
4498,397,2025-01-01 17:16:26.269484894,savings,1633,android,app
35886,3132,2025-01-01 17:40:10.496510512,card_control,13034,ios,web
66272,5685,2025-01-01 17:49:42.707971387,transfer,24019,android,app
82145,7058,2025-01-01 17:51:05.867277068,atm_locator,29767,ios,app
55034,4724,2025-01-01 17:52:45.205048231,rewards,19947,android,app
10366,896,2025-01-01 17:58:00.778380286,savings,3765,android,app
84572,7273,2025-01-01 17:58:40.107586189,rewards,30648,android,app
53078,4562,2025-01-01 18:06:16.407369835,card_control,19240,ios,app
73257,6266,2025-01-01 18:07:26.366702064,transfer,26535,ios,app
15723,1363,2025-01-01 18:15:17.813331296,invest,5698,ios,app
18490,1616,2025-01-01 18:18:10.384540182,card_control,6704,android,app
32965,2883,2025-01-01 18:22:52.851158572,rewards,11970,ios,app
68533,5887,2025-01-01 18:26:50.049885125,savings,24832,ios,app
2794,246,2025-01-01 18:30:04.690631399,kyc,1014,ios,app
78899,6765,2025-01-01 18:32:24.197251148,card_control,28590,ios,app
1804,155,2025-01-01 18:42:06.202702002,budget,653,android,app
35312,3082,2025-01-01 18:42:55.405318527,card_control,12825,android,app
21655,1907,2025-01-01 18:44:12.740538154,budget,7857,ios,app
61266,5248,2025-01-01 18:45:23.335191642,invest,22200,android,app
22061,1939,2025-01-01 19:03:54.085975404,invest,8005,ios,web
44590,3861,2025-01-01 19:07:49.283118655,budget,16182,ios,app
20282,1786,2025-01-01 19:08:44.356679220,atm_locator,7366,ios,app
46237,3992,2025-01-01 19:13:10.405028884,atm_locator,16773,android,app
60034,5168,2025-01-01 19:26:50.344592962,card_control,21764,ios,app
29790,2593,2025-01-01 19:27:21.622375166,savings,10809,android,app
91974,7926,2025-01-01 19:28:37.516266883,rewards,33336,ios,web
8914,766,2025-01-01 19:39:53.637190303,savings,3235,ios,app
64765,5551,2025-01-01 19:42:18.045573929,savings,23473,android,app
40869,3531,2025-01-01 19:44:16.907147381,transfer,14831,android,app
35241,3079,2025-01-01 19:44:48.921170570,transfer,12800,ios,app
89847,7733,2025-01-01 19:52:36.090133936,card_control,32563,ios,app
7540,663,2025-01-01 19:57:51.994656388,rewards,2743,ios,app
62578,5369,2025-01-01 20:00:31.477353024,budget,22677,ios,app
65398,5608,2025-01-01 20:09:21.845735360,invest,23705,android,app
27681,2407,2025-01-01 20:14:18.454168262,transfer,10042,ios,app
79552,6832,2025-01-01 20:14:28.528014744,savings,28828,android,app
83972,7221,2025-01-01 20:15:12.685366359,rewards,30430,android,app
52949,4550,2025-01-01 20:15:28.070240713,transfer,19193,android,app
55475,4758,2025-01-01 20:19:04.687118578,budget,20106,android,app
20794,1835,2025-01-01 20:28:49.440750029,savings,7550,android,app
10913,941,2025-01-01 20:32:30.308837985,atm_locator,3965,android,app
8120,721,2025-01-01 20:41:12.207959854,atm_locator,2954,android,app
54259,4659,2025-01-01 20:42:05.124865256,savings,19666,android,app
36149,3152,2025-01-01 20:49:05.484466954,transfer,13129,android,app
46380,3998,2025-01-01 20:55:23.378405796,transfer,16823,android,app
49277,4256,2025-01-01 20:56:51.897133639,budget,17869,android,web
4762,418,2025-01-01 20:57:15.016578338,kyc,1729,android,app
53413,4593,2025-01-01 20:59:37.448852104,rewards,19362,android,app
28870,2513,2025-01-01 21:05:39.261636600,transfer,10473,ios,web
65209,5589,2025-01-01 21:07:08.566667817,transfer,23636,android,app
19876,1751,2025-01-01 21:11:37.318400689,kyc,7219,ios,web
25067,2193,2025-01-01 21:11:49.615129766,budget,9092,android,app
82992,7126,2025-01-01 21:23:34.014367184,card_control,30075,android,app
16315,1409,2025-01-01 21:25:41.345423247,transfer,5914,android,app
28233,2460,2025-01-01 21:26:45.052582920,card_control,10245,ios,app
28885,2514,2025-01-01 21:27:06.388669195,rewards,10479,ios,app
54735,4698,2025-01-01 21:27:15.593429180,card_control,19839,ios,app
89007,7654,2025-01-01 21:39:12.073594014,rewards,32254,android,app
29172,2543,2025-01-01 21:43:03.059197069,kyc,10584,ios,app
78993,6780,2025-01-01 21:46:11.356728539,savings,28625,android,app
54935,4715,2025-01-01 21:49:44.205994842,transfer,19911,android,app
72880,6234,2025-01-01 21:53:52.902305041,budget,26397,ios,app
29835,2596,2025-01-01 22:06:12.706001743,invest,10824,ios,app
48718,4213,2025-01-01 22:23:43.778434678,budget,17672,ios,app
84163,7232,2025-01-01 22:25:41.856986824,rewards,30498,ios,web
35313,3082,2025-01-01 22:31:07.344677933,transfer,12825,android,app
30020,2615,2025-01-01 22:34:07.939534509,budget,10893,android,app
9385,804,2025-01-01 22:45:29.957564952,kyc,3405,android,app
66227,5682,2025-01-01 22:58:07.545353347,transfer,24003,android,app
1097,97,2025-01-01 22:58:09.177167804,card_control,398,android,app
53208,4570,2025-01-01 23:00:38.717264543,card_control,19288,ios,app
36625,3184,2025-01-01 23:01:52.636214467,budget,13299,android,web
5044,441,2025-01-01 23:06:21.722745119,rewards,1833,ios,app
58728,5053,2025-01-01 23:08:15.504260320,savings,21288,ios,web
35447,3096,2025-01-01 23:09:11.655418913,invest,12875,ios,app
4189,363,2025-01-01 23:09:22.337995593,savings,1517,ios,web
27243,2373,2025-01-01 23:13:35.696177529,invest,9886,android,app
78240,6714,2025-01-01 23:25:07.412201244,transfer,28350,android,app
89871,7737,2025-01-01 23:29:37.187436042,budget,32571,ios,app
55780,4780,2025-01-01 23:32:16.846133176,atm_locator,20214,ios,app
34553,3008,2025-01-01 23:32:19.192433582,rewards,12545,android,app
69753,5983,2025-01-01 23:59:29.647822948,kyc,25274,android,app
42363,3666,2025-01-01 23:59:36.735171498,rewards,15375,android,web
5182,450,2025-01-01 23:59:56.018175838,invest,1883,ios,app
87916,7556,2025-01-02 00:26:04.715706802,transfer,31858,android,app
56897,4886,2025-01-02 00:28:58.656582661,rewards,20627,ios,app
10002,864,2025-01-02 00:30:54.717143376,invest,3632,android,web
54690,4691,2025-01-02 00:48:27.925150616,card_control,19821,ios,web
19400,1706,2025-01-02 00:57:05.753020080,card_control,7044,android,app
13908,1217,2025-01-02 00:59:50.908844362,atm_locator,5049,android,web
58865,5063,2025-01-02 01:00:47.660638121,budget,21338,ios,app
73480,6279,2025-01-02 01:02:15.371558200,savings,26613,ios,app
42238,3656,2025-01-02 01:20:51.413501955,transfer,15330,android,web
89248,7686,2025-01-02 01:26:50.288417125,budget,32346,ios,app
12702,1112,2025-01-02 01:29:26.066289952,budget,4614,android,app
42490,3677,2025-01-02 01:33:34.950668906,savings,15420,android,app
50455,4353,2025-01-02 01:35:03.470774752,invest,18293,android,app
51573,4439,2025-01-02 01:36:38.794812791,savings,18693,ios,app
78402,6731,2025-01-02 01:43:49.825472200,invest,28411,ios,web
21728,1911,2025-01-02 01:47:17.287313081,savings,7883,ios,app
38594,3326,2025-01-02 01:48:28.677721740,atm_locator,13997,ios,app
3574,301,2025-01-02 02:17:24.285608214,transfer,1293,android,app
48350,4188,2025-01-02 02:20:40.235251623,budget,17539,android,app
86553,7436,2025-01-02 02:27:45.919887359,card_control,31363,android,app
74595,6403,2025-01-02 02:39:31.345583863,atm_locator,27032,android,app
74465,6392,2025-01-02 02:40:37.216973671,kyc,26984,ios,app
28311,2467,2025-01-02 02:45:01.335464087,kyc,10273,android,app
29839,2596,2025-01-02 02:53:07.832450555,invest,10825,android,web
55268,4743,2025-01-02 02:55:13.845092160,atm_locator,20031,ios,app
51018,4400,2025-01-02 03:06:53.139361714,atm_locator,18495,ios,app
14716,1277,2025-01-02 03:09:57.862743206,card_control,5339,ios,app
4015,349,2025-01-02 03:11:09.580198606,savings,1456,android,app
85994,7391,2025-01-02 03:17:38.546167191,kyc,31161,ios,app
35432,3096,2025-01-02 03:17:44.409522822,savings,12870,android,app
57496,4950,2025-01-02 03:21:33.930455788,transfer,20847,android,app
81238,6987,2025-01-02 03:24:17.590679481,rewards,29443,ios,app
14769,1283,2025-01-02 03:26:54.114166587,savings,5360,android,app
3831,329,2025-01-02 03:30:15.958253678,card_control,1388,ios,web
65997,5658,2025-01-02 03:32:29.213533878,transfer,23919,ios,app
59521,5127,2025-01-02 03:34:06.878220683,budget,21578,ios,app
35713,3118,2025-01-02 03:44:09.175326645,invest,12971,android,app
66179,5676,2025-01-02 03:44:41.403186715,invest,23986,android,app
61156,5242,2025-01-02 03:48:31.263653934,invest,22161,android,web
17008,1472,2025-01-02 04:02:23.457889694,savings,6164,ios,app
49988,4322,2025-01-02 04:03:08.754101282,budget,18129,android,app
83753,7202,2025-01-02 04:03:43.384034782,card_control,30349,android,app
16115,1393,2025-01-02 04:13:45.665310181,budget,5841,ios,app
61604,5285,2025-01-02 04:16:47.835108258,card_control,22324,ios,app
61432,5265,2025-01-02 04:19:32.414299224,invest,22262,ios,app
42975,3706,2025-01-02 04:29:58.260126929,budget,15590,android,web
18079,1574,2025-01-02 04:38:15.681696832,invest,6553,ios,app
81775,7028,2025-01-02 04:40:13.051781506,budget,29635,ios,app
20134,1768,2025-01-02 04:44:41.919639987,transfer,7311,ios,web
8021,710,2025-01-02 04:55:08.621890023,kyc,2919,ios,web
39813,3424,2025-01-02 04:57:43.108726564,transfer,14438,ios,app
64758,5551,2025-01-02 04:59:16.288713075,budget,23471,android,web
28089,2446,2025-01-02 05:02:50.156394961,atm_locator,10191,ios,web
48699,4213,2025-01-02 05:05:00.461612731,transfer,17666,android,app
46736,4029,2025-01-02 05:08:44.394532195,atm_locator,16952,ios,app
10753,926,2025-01-02 05:09:54.705806478,budget,3905,android,app
60759,5218,2025-01-02 05:15:32.831490257,budget,22021,android,app
70361,6041,2025-01-02 05:17:59.404759846,budget,25493,ios,app
33297,2911,2025-01-02 05:18:30.215680090,savings,12090,android,app
75365,6475,2025-01-02 05:22:17.385282252,rewards,27317,android,app
873,81,2025-01-02 05:22:22.557062372,atm_locator,318,ios,app
48063,4159,2025-01-02 05:43:56.518397408,rewards,17431,ios,app
56779,4871,2025-01-02 05:45:49.780977698,budget,20583,ios,app
22126,1946,2025-01-02 05:49:06.756972470,transfer,8029,ios,app
42031,3644,2025-01-02 06:03:04.167002479,rewards,15257,ios,app
15684,1362,2025-01-02 06:08:15.764358546,rewards,5685,ios,app
24904,2182,2025-01-02 06:14:57.011029189,card_control,9033,ios,app
77377,6639,2025-01-02 06:16:43.817024449,kyc,28039,android,web
73919,6329,2025-01-02 06:30:54.714563784,transfer,26777,ios,app
64711,5545,2025-01-02 06:33:51.346789767,budget,23453,android,app
65863,5645,2025-01-02 06:36:44.112423761,transfer,23868,android,app
25685,2240,2025-01-02 06:37:34.961697217,card_control,9317,ios,web
77440,6643,2025-01-02 06:40:48.547287629,rewards,28061,ios,app
40161,3452,2025-01-02 06:42:37.779117001,transfer,14566,ios,app
65893,5647,2025-01-02 06:44:39.884792717,transfer,23880,ios,app
69820,5989,2025-01-02 06:46:19.054447685,transfer,25298,ios,app
85036,7319,2025-01-02 06:47:23.105317574,atm_locator,30818,ios,app
90632,7811,2025-01-02 06:57:39.031771334,savings,32846,ios,web
57639,4963,2025-01-02 06:58:29.322574224,transfer,20899,android,app
27875,2423,2025-01-02 07:05:25.001010444,savings,10113,android,app
36321,3159,2025-01-02 07:11:23.519243258,budget,13189,android,app
45782,3962,2025-01-02 07:13:23.251713720,budget,16611,ios,web
15045,1307,2025-01-02 07:15:25.784273494,transfer,5458,android,app
40690,3517,2025-01-02 07:17:45.245980924,card_control,14766,ios,app
92336,7955,2025-01-02 07:22:02.026265280,savings,33467,ios,app
56271,4831,2025-01-02 07:25:39.804292773,transfer,20397,android,app
85568,7365,2025-01-02 07:27:52.175417158,transfer,31011,ios,app
63853,5480,2025-01-02 07:34:38.432208959,invest,23141,android,web
72203,6180,2025-01-02 07:44:37.326224587,transfer,26156,ios,app
88116,7574,2025-01-02 08:00:08.189934413,rewards,31930,ios,app
70582,6056,2025-01-02 08:30:57.306383723,budget,25572,ios,app
26957,2348,2025-01-02 08:35:27.812866925,transfer,9782,android,app
834,76,2025-01-02 08:41:37.874606127,transfer,304,ios,app
15289,1324,2025-01-02 08:45:04.771150306,savings,5544,android,app
85977,7391,2025-01-02 08:45:37.956987768,invest,31156,ios,web
16205,1401,2025-01-02 08:56:39.653090972,card_control,5874,android,app
27134,2361,2025-01-02 09:05:37.150629011,kyc,9845,ios,app
2746,242,2025-01-02 09:17:32.670789898,atm_locator,997,ios,app
42692,3690,2025-01-02 09:23:30.750328147,budget,15491,android,app
4010,348,2025-01-02 09:23:50.155767490,kyc,1454,android,app
73684,6303,2025-01-02 09:24:19.805706457,rewards,26690,android,app
25187,2203,2025-01-02 09:31:13.661330505,rewards,9137,ios,app
78196,6710,2025-01-02 09:33:39.750907371,card_control,28334,android,app
32253,2830,2025-01-02 09:34:07.901743275,budget,11715,ios,app
11526,997,2025-01-02 09:37:06.228239908,invest,4186,ios,app
26648,2323,2025-01-02 09:42:54.182202284,invest,9668,android,app
5967,518,2025-01-02 09:49:33.185656041,savings,2163,ios,web
72485,6205,2025-01-02 09:51:54.836338256,atm_locator,26256,ios,app
36608,3183,2025-01-02 10:00:16.307683657,invest,13293,android,web
50821,4381,2025-01-02 10:00:21.225318756,transfer,18423,android,web
73418,6274,2025-01-02 10:03:48.383194821,invest,26592,ios,app
1664,145,2025-01-02 10:12:02.221743513,transfer,602,android,app
11058,957,2025-01-02 10:13:42.619223187,invest,4018,ios,app
78110,6703,2025-01-02 10:23:27.808576733,kyc,28303,ios,app
9792,840,2025-01-02 10:42:05.913011306,transfer,3554,ios,app
73892,6325,2025-01-02 11:05:42.239184267,transfer,26766,ios,app
11160,969,2025-01-02 11:11:01.647855859,kyc,4055,ios,web
46156,3985,2025-01-02 11:28:39.562881643,invest,16744,ios,app
33727,2943,2025-01-02 11:28:51.205018926,transfer,12246,ios,web
20099,1767,2025-01-02 11:36:56.476564464,savings,7299,ios,app
79702,6846,2025-01-02 11:41:50.261378847,rewards,28883,ios,app
88608,7624,2025-01-02 11:45:08.995990340,budget,32111,android,app
12146,1053,2025-01-02 11:54:10.578844647,rewards,4410,ios,app
60165,5175,2025-01-02 12:01:48.406588680,atm_locator,21809,ios,app
45915,3969,2025-01-02 12:04:39.135199595,atm_locator,16657,ios,app
75379,6477,2025-01-02 12:04:41.981720154,transfer,27323,android,app
77016,6612,2025-01-02 12:09:34.563258774,kyc,27912,ios,web
3336,281,2025-01-02 12:14:36.482021738,transfer,1207,ios,app
86293,7419,2025-01-02 12:23:05.414358209,savings,31271,android,app
85171,7330,2025-01-02 12:26:22.998194761,budget,30867,ios,app
31770,2789,2025-01-02 12:34:14.147643806,card_control,11543,ios,app
16345,1414,2025-01-02 12:34:50.151709862,card_control,5925,ios,app
6913,608,2025-01-02 12:36:13.089205255,atm_locator,2513,ios,app
55808,4786,2025-01-02 12:41:21.658913868,card_control,20226,ios,app
15519,1352,2025-01-02 12:54:57.953973882,atm_locator,5628,ios,app
46540,4011,2025-01-02 13:00:15.687920992,card_control,16881,android,app
6296,551,2025-01-02 13:05:49.011755565,transfer,2287,ios,app
8175,724,2025-01-02 13:08:25.367241655,card_control,2973,android,app
85672,7375,2025-01-02 13:10:09.978735305,savings,31048,ios,app
79598,6836,2025-01-02 13:10:44.135125887,transfer,28845,ios,app
67562,5808,2025-01-02 13:14:37.395730029,invest,24485,ios,app
28769,2506,2025-01-02 13:17:38.464206728,transfer,10438,android,app
49366,4266,2025-01-02 13:21:53.111464032,invest,17902,android,web
83749,7202,2025-01-02 13:23:44.170572310,transfer,30348,ios,app
49863,4307,2025-01-02 13:26:58.439613039,budget,18083,ios,app
79951,6864,2025-01-02 13:28:36.534689788,savings,28974,ios,app
9831,844,2025-01-02 13:29:05.752017139,savings,3569,ios,app
12455,1092,2025-01-02 13:33:56.572776671,budget,4527,android,web
34071,2971,2025-01-02 13:44:51.918047070,card_control,12370,android,app
10093,871,2025-01-02 13:46:46.873733329,transfer,3666,android,app
8308,730,2025-01-02 13:52:14.852442590,savings,3019,android,app
67009,5750,2025-01-02 13:54:22.635165556,card_control,24286,ios,web
76438,6563,2025-01-02 14:00:15.293838974,budget,27703,ios,app
39252,3376,2025-01-02 14:05:49.069142620,invest,14235,android,app
