journey_id,touch_order,channel,revenue
80,0,email,90.0
81,0,referral,220.0
81,1,organic,220.0
81,2,organic,220.0
82,0,referral,200.0
82,1,email,200.0
82,2,email,200.0
83,0,display,140.0
83,1,referral,140.0
84,0,organic,240.0
84,1,referral,240.0
84,2,referral,240.0
85,0,organic,383.57
85,1,display,383.57
85,2,display,383.57
86,0,referral,137.57
87,0,referral,220.0
87,1,organic,220.0
87,2,organic,220.0
88,0,referral,250.0
88,1,paid_social,250.0
88,2,paid_social,250.0
88,3,organic,250.0
89,0,referral,120.0
90,0,paid_social,110.0
91,0,referral,160.0
91,1,email,160.0
92,0,display,120.0
93,0,referral,250.0
93,1,referral,250.0
93,2,paid_social,250.0
94,0,email,140.03
95,0,referral,120.0
96,0,paid_social,240.0
96,1,paid_social,240.0
96,2,referral,240.0
97,0,display,110.0
97,1,display,110.0
97,2,display,110.0
98,0,referral,200.0
98,1,email,200.0
98,2,email,200.0
99,0,email,108.49
100,0,display,90.0
100,1,display,90.0
101,0,email,135.08
101,1,email,135.08
102,0,referral,136.82
103,0,referral,120.0
104,0,email,140.0
104,1,organic,140.0
105,0,organic,201.85
105,1,organic,201.85
106,0,display,230.0
106,1,referral,230.0
106,2,email,230.0
106,3,organic,230.0
107,0,referral,210.0
107,1,email,210.0
107,2,organic,210.0
108,0,display,178.27
108,1,paid_social,178.27
109,0,organic,164.09
110,0,display,162.04
110,1,paid_social,162.04
110,2,display,162.04
111,0,email,220.0
111,1,referral,220.0
111,2,paid_social,220.0
112,0,display,97.53
113,0,display,140.0
113,1,referral,140.0
114,0,email,240.0
114,1,paid_social,240.0
114,2,organic,240.0
114,3,email,240.0
115,0,referral,190.49
115,1,paid_social,190.49
116,0,paid_social,180.0
116,1,referral,180.0
117,0,referral,229.06
117,1,display,229.06
117,2,email,229.06
118,0,paid_social,152.0
118,1,display,152.0
119,0,email,139.05
120,0,paid_social,166.17
120,1,display,166.17
121,0,email,131.72
122,0,email,180.0
122,1,organic,180.0
122,2,email,180.0
123,0,organic,139.89
124,0,referral,250.0
124,1,referral,250.0
124,2,email,250.0
124,3,organic,250.0
125,0,display,130.11
125,1,display,130.11
126,0,paid_social,204.2
126,1,organic,204.2
127,0,display,304.46
127,1,display,304.46
127,2,referral,304.46
128,0,paid_social,227.97
128,1,paid_social,227.97
129,0,paid_social,202.62
129,1,referral,202.62
130,0,paid_social,230.0
130,1,referral,230.0
130,2,organic,230.0
131,0,paid_social,160.0
131,1,organic,160.0
132,0,referral,230.0
132,1,paid_social,230.0
132,2,organic,230.0
133,0,display,144.21
134,0,email,92.07
135,0,display,131.52
135,1,email,131.52
136,0,paid_social,110.0
137,0,display,166.62
138,0,email,200.0
138,1,organic,200.0
138,2,email,200.0
138,3,display,200.0
139,0,paid_social,110.0
140,0,display,170.0
140,1,organic,170.0
140,2,organic,170.0
141,0,display,129.88
141,1,display,129.88
141,2,display,129.88
142,0,display,116.73
142,1,display,116.73
143,0,email,206.22
144,0,referral,180.0
144,1,paid_social,180.0
145,0,display,190.0
145,1,paid_social,190.0
145,2,paid_social,190.0
146,0,referral,180.0
146,1,display,180.0
146,2,email,180.0
147,0,email,150.0
147,1,paid_social,150.0
148,0,paid_social,240.0
148,1,referral,240.0
148,2,paid_social,240.0
149,0,organic,100.0
150,0,display,160.0
150,1,organic,160.0
150,2,email,160.0
151,0,organic,104.62
152,0,display,140.0
152,1,referral,140.0
153,0,email,250.0
153,1,paid_social,250.0
153,2,paid_social,250.0
153,3,referral,250.0
154,0,referral,180.0
154,1,paid_social,180.0
155,0,paid_social,184.56
156,0,email,130.0
156,1,email,130.0
157,0,paid_social,180.0
157,1,referral,180.0
158,0,email,140.0
158,1,organic,140.0
159,0,referral,190.0
159,1,referral,190.0
160,0,organic,170.0
160,1,referral,170.0
161,0,referral,160.0
161,1,email,160.0
162,0,organic,230.0
162,1,referral,230.0
162,2,paid_social,230.0
163,0,referral,212.89
163,1,display,212.89
164,0,referral,200.0
164,1,paid_social,200.0
164,2,display,200.0
165,0,organic,142.54
165,1,email,142.54
166,0,organic,230.0
166,1,referral,230.0
166,2,paid_social,230.0
167,0,paid_social,190.0
167,1,display,190.0
167,2,paid_social,190.0
168,0,referral,174.46
169,0,paid_social,190.0
169,1,display,190.0
169,2,paid_social,190.0
170,0,referral,210.0
170,1,organic,210.0
170,2,email,210.0
171,0,paid_social,110.0
172,0,paid_social,240.0
172,1,display,240.0
172,2,referral,240.0
172,3,email,240.0
173,0,paid_social,150.0
173,1,email,150.0
174,0,organic,164.65
174,1,paid_social,164.65
175,0,referral,180.0
175,1,paid_social,180.0
176,0,display,110.0
176,1,display,110.0
176,2,display,110.0
177,0,referral,250.0
177,1,email,250.0
177,2,paid_social,250.0
177,3,referral,250.0
178,0,referral,126.48
179,0,referral,190.0
179,1,referral,190.0
180,0,organic,143.8
181,0,display,154.85
182,0,display,140.0
182,1,referral,140.0
183,0,organic,100.0
184,0,organic,170.0
184,1,referral,170.0
185,0,email,190.0
185,1,email,190.0
185,2,paid_social,190.0
186,0,display,139.98
186,1,organic,139.98
187,0,referral,270.84
187,1,email,270.84
188,0,referral,140.0
188,1,display,140.0
189,0,organic,220.0
189,1,organic,220.0
189,2,referral,220.0
190,0,referral,120.0
191,0,email,240.0
191,1,email,240.0
191,2,organic,240.0
191,3,paid_social,240.0
192,0,organic,100.0
193,0,paid_social,180.0
193,1,referral,180.0
194,0,organic,133.26
195,0,referral,204.79
195,1,email,204.79
195,2,email,204.79
196,0,display,138.78
196,1,display,138.78
197,0,email,160.0
197,1,organic,160.0
197,2,display,160.0
198,0,paid_social,240.0
198,1,paid_social,240.0
198,2,referral,240.0
199,0,email,228.59
199,1,display,228.59
200,0,email,220.0
200,1,paid_social,220.0
200,2,organic,220.0
200,3,display,220.0
201,0,email,101.3
202,0,display,132.18
202,1,display,132.18
203,0,organic,250.0
203,1,referral,250.0
203,2,paid_social,250.0
203,3,email,250.0
204,0,referral,149.0
204,1,display,149.0
205,0,organic,220.0
205,1,paid_social,220.0
205,2,paid_social,220.0
206,0,organic,131.84
207,0,email,190.0
207,1,email,190.0
207,2,paid_social,190.0
208,0,display,180.0
208,1,organic,180.0
208,2,paid_social,180.0
209,0,organic,121.55
209,1,display,121.55
210,0,organic,144.89
210,1,email,144.89
211,0,email,206.96
211,1,display,206.96
212,0,referral,228.58
213,0,display,140.0
213,1,display,140.0
213,2,organic,140.0
214,0,paid_social,160.0
214,1,organic,160.0
215,0,email,148.01
216,0,paid_social,272.75
216,1,referral,272.75
216,2,display,272.75
217,0,email,113.37
218,0,referral,180.0
218,1,paid_social,180.0
219,0,display,130.0
219,1,paid_social,130.0
220,0,organic,233.84
220,1,organic,233.84
221,0,paid_social,151.77
222,0,organic,128.82
223,0,referral,120.0
224,0,display,250.0
224,1,email,250.0
224,2,referral,250.0
224,3,referral,250.0
225,0,organic,220.0
225,1,organic,220.0
225,2,referral,220.0
226,0,organic,164.26
226,1,display,164.26
227,0,email,150.0
227,1,paid_social,150.0
228,0,organic,138.0
229,0,paid_social,220.0
229,1,organic,220.0
229,2,paid_social,220.0
230,0,referral,230.0
230,1,email,230.0
230,2,referral,230.0
231,0,referral,230.0
231,1,email,230.0
231,2,organic,230.0
231,3,display,230.0
232,0,referral,240.0
232,1,paid_social,240.0
232,2,paid_social,240.0
233,0,referral,170.0
233,1,organic,170.0
234,0,display,130.0
234,1,paid_social,130.0
235,0,paid_social,110.0
236,0,referral,120.0
237,0,paid_social,150.0
237,1,email,150.0
238,0,organic,117.3
239,0,display,83.37
240,0,email,109.82
241,0,paid_social,170.0
241,1,paid_social,170.0
242,0,paid_social,230.0
242,1,paid_social,230.0
242,2,paid_social,230.0
243,0,referral,157.87
244,0,referral,210.0
244,1,display,210.0
244,2,referral,210.0
245,0,organic,100.0
246,0,organic,150.0
246,1,organic,150.0
247,0,referral,250.0
247,1,paid_social,250.0
247,2,referral,250.0
247,3,referral,250.0
248,0,email,111.32
249,0,paid_social,250.0
249,1,paid_social,250.0
249,2,paid_social,250.0
249,3,display,250.0
250,0,paid_social,110.0
251,0,paid_social,110.0
252,0,referral,250.0
252,1,referral,250.0
252,2,paid_social,250.0
253,0,referral,180.0
253,1,paid_social,180.0
254,0,organic,200.0
254,1,organic,200.0
254,2,organic,200.0
255,0,display,189.03
255,1,display,189.03
256,0,display,180.0
256,1,paid_social,180.0
256,2,organic,180.0
257,0,organic,154.72
257,1,organic,154.72
258,0,display,137.53
259,0,paid_social,124.08
260,0,email,235.15
261,0,email,160.0
261,1,display,160.0
261,2,organic,160.0
262,0,organic,160.0
262,1,paid_social,160.0
263,0,paid_social,170.0
263,1,paid_social,170.0
264,0,organic,246.29
264,1,paid_social,246.29
264,2,display,246.29
264,3,paid_social,246.29
265,0,organic,160.0
265,1,paid_social,160.0
266,0,referral,250.0
266,1,referral,250.0
266,2,paid_social,250.0
267,0,email,90.0
268,0,organic,100.0
269,0,email,178.71
270,0,display,121.88
271,0,display,137.74
271,1,paid_social,137.74
272,0,referral,190.0
272,1,referral,190.0
273,0,email,150.0
273,1,email,150.0
273,2,display,150.0
274,0,display,130.0
274,1,paid_social,130.0
275,0,referral,190.0
275,1,referral,190.0
276,0,email,200.0
276,1,organic,200.0
276,2,paid_social,200.0
277,0,email,240.0
277,1,organic,240.0
277,2,paid_social,240.0
277,3,email,240.0
278,0,paid_social,130.0
278,1,display,130.0
279,0,email,195.03
279,1,referral,195.03
280,0,referral,230.0
280,1,referral,230.0
280,2,email,230.0
281,0,email,90.0
282,0,display,212.4
282,1,referral,212.4
282,2,paid_social,212.4
283,0,referral,230.0
283,1,paid_social,230.0
283,2,organic,230.0
284,0,display,126.46
284,1,display,126.46
284,2,display,126.46
285,0,organic,168.68
286,0,email,150.0
286,1,paid_social,150.0
287,0,email,150.0
287,1,paid_social,150.0
288,0,paid_social,150.0
288,1,email,150.0
289,0,paid_social,170.0
289,1,paid_social,170.0
290,0,organic,100.0
291,0,referral,190.0
291,1,display,190.0
291,2,organic,190.0
292,0,organic,101.97
293,0,referral,170.0
293,1,organic,170.0
294,0,paid_social,130.0
294,1,display,130.0
295,0,display,130.0
295,1,paid_social,130.0
296,0,organic,118.66
297,0,email,210.0
297,1,paid_social,210.0
297,2,display,210.0
297,3,email,210.0
298,0,display,134.7
299,0,organic,100.0
300,0,referral,200.0
300,1,email,200.0
300,2,email,200.0
301,0,paid_social,110.0
302,0,organic,220.0
302,1,organic,220.0
302,2,referral,220.0
303,0,display,140.24
304,0,organic,226.51
304,1,paid_social,226.51
304,2,email,226.51
305,0,referral,250.0
305,1,paid_social,250.0
305,2,organic,250.0
305,3,display,250.0
306,0,paid_social,110.0
307,0,display,130.0
307,1,paid_social,130.0
308,0,referral,213.15
308,1,paid_social,213.15
308,2,display,213.15
309,0,email,140.0
309,1,organic,140.0
310,0,paid_social,125.86
311,0,display,254.77
311,1,organic,254.77
311,2,referral,254.77
312,0,organic,170.0
312,1,referral,170.0
313,0,organic,143.57
314,0,paid_social,135.82
314,1,display,135.82
315,0,display,115.86
315,1,display,115.86
316,0,organic,169.67
317,0,paid_social,220.0
317,1,organic,220.0
317,2,display,220.0
317,3,email,220.0
318,0,referral,190.0
318,1,referral,190.0
319,0,paid_social,190.0
319,1,display,190.0
319,2,display,190.0
319,3,email,190.0
320,0,display,75.38
321,0,display,207.62
322,0,email,190.0
322,1,email,190.0
322,2,paid_social,190.0
323,0,email,126.46
324,0,organic,140.0
324,1,email,140.0
325,0,organic,230.0
325,1,organic,230.0
325,2,display,230.0
325,3,paid_social,230.0
326,0,referral,120.0
327,0,paid_social,170.0
327,1,paid_social,170.0
328,0,display,180.0
328,1,email,180.0
328,2,referral,180.0
329,0,paid_social,180.0
329,1,referral,180.0
330,0,referral,161.05
331,0,paid_social,240.0
331,1,referral,240.0
331,2,paid_social,240.0
332,0,email,180.0
332,1,email,180.0
332,2,organic,180.0
333,0,display,216.85
333,1,paid_social,216.85
334,0,organic,140.0
334,1,email,140.0
335,0,email,150.0
335,1,paid_social,150.0
336,0,email,250.0
336,1,organic,250.0
336,2,referral,250.0
336,3,paid_social,250.0
337,0,email,160.0
337,1,referral,160.0
338,0,referral,156.89
339,0,email,139.63
339,1,email,139.63
340,0,display,98.22
341,0,paid_social,200.0
341,1,email,200.0
341,2,organic,200.0
342,0,display,104.87
343,0,organic,137.47
344,0,email,230.0
344,1,organic,230.0
344,2,display,230.0
344,3,referral,230.0
345,0,referral,250.0
345,1,email,250.0
345,2,email,250.0
345,3,organic,250.0
346,0,email,130.14
347,0,display,140.0
347,1,referral,140.0
348,0,paid_social,170.0
348,1,display,170.0
348,2,email,170.0
349,0,display,190.0
349,1,display,190.0
349,2,organic,190.0
349,3,organic,190.0
350,0,referral,160.0
350,1,email,160.0
351,0,referral,149.09
352,0,display,110.0
352,1,display,110.0
352,2,display,110.0
353,0,organic,200.0
353,1,email,200.0
353,2,paid_social,200.0
354,0,referral,127.41
355,0,organic,143.36
356,0,organic,150.0
356,1,organic,150.0
357,0,organic,230.0
357,1,referral,230.0
357,2,paid_social,230.0
358,0,referral,213.91
359,0,email,110.91
360,0,paid_social,110.0
361,0,organic,131.39
362,0,referral,160.0
362,1,email,160.0
363,0,email,230.0
363,1,paid_social,230.0
363,2,display,230.0
363,3,paid_social,230.0
364,0,referral,120.0
365,0,display,70.0
366,0,paid_social,110.0
367,0,referral,170.0
367,1,organic,170.0
368,0,email,230.0
368,1,paid_social,230.0
368,2,display,230.0
368,3,paid_social,230.0
369,0,referral,200.0
369,1,paid_social,200.0
369,2,display,200.0
370,0,paid_social,180.0
370,1,referral,180.0
371,0,email,158.82
371,1,organic,158.82
372,0,display,167.94
372,1,display,167.94
372,2,display,167.94
373,0,referral,180.0
373,1,email,180.0
373,2,display,180.0
374,0,organic,230.0
374,1,paid_social,230.0
374,2,referral,230.0
375,0,display,138.15
376,0,referral,120.15
377,0,paid_social,130.0
377,1,display,130.0
378,0,email,130.0
378,1,email,130.0
379,0,display,70.0
380,0,referral,250.0
380,1,referral,250.0
380,2,referral,250.0
381,0,display,140.0
381,1,referral,140.0
382,0,email,210.0
382,1,organic,210.0
382,2,referral,210.0
383,0,organic,150.0
383,1,organic,150.0
384,0,email,158.15
385,0,email,102.9
386,0,paid_social,129.17
387,0,display,170.0
387,1,display,170.0
387,2,paid_social,170.0
387,3,display,170.0
388,0,email,216.3
388,1,paid_social,216.3
389,0,display,200.0
389,1,referral,200.0
389,2,paid_social,200.0
390,0,display,120.0
390,1,organic,120.0
391,0,email,320.69
391,1,referral,320.69
392,0,referral,250.0
392,1,paid_social,250.0
392,2,referral,250.0
393,0,paid_social,150.0
393,1,email,150.0
394,0,organic,180.0
394,1,paid_social,180.0
394,2,display,180.0
395,0,email,141.81
395,1,organic,141.81
396,0,referral,120.0
397,0,referral,120.0
398,0,referral,138.88
399,0,display,113.42
400,0,display,140.0
400,1,referral,140.0
401,0,organic,262.88
402,0,organic,100.0
403,0,display,70.7
404,0,paid_social,180.0
404,1,referral,180.0
405,0,paid_social,220.0
405,1,paid_social,220.0
405,2,organic,220.0
406,0,referral,135.16
407,0,organic,170.0
407,1,referral,170.0
408,0,organic,240.0
408,1,email,240.0
408,2,paid_social,240.0
408,3,email,240.0
409,0,paid_social,203.87
409,1,referral,203.87
410,0,paid_social,190.0
410,1,paid_social,190.0
410,2,display,190.0
411,0,referral,250.0
411,1,paid_social,250.0
411,2,organic,250.0
411,3,referral,250.0
412,0,paid_social,220.0
412,1,referral,220.0
412,2,display,220.0
412,3,display,220.0
413,0,organic,250.0
413,1,referral,250.0
413,2,referral,250.0
413,3,referral,250.0
414,0,display,120.0
414,1,organic,120.0
415,0,email,153.66
416,0,organic,199.99
417,0,referral,170.0
417,1,organic,170.0
418,0,display,110.0
418,1,email,110.0
419,0,email,230.0
419,1,organic,230.0
419,2,email,230.0
419,3,organic,230.0
420,0,organic,170.0
420,1,referral,170.0
421,0,organic,163.58
421,1,organic,163.58
422,0,referral,180.0
422,1,paid_social,180.0
423,0,display,140.0
423,1,organic,140.0
423,2,display,140.0
424,0,organic,220.0
424,1,referral,220.0
424,2,organic,220.0
425,0,paid_social,250.0
425,1,referral,250.0
425,2,paid_social,250.0
425,3,email,250.0
426,0,display,200.0
426,1,organic,200.0
426,2,paid_social,200.0
426,3,display,200.0
427,0,email,229.41
428,0,paid_social,193.43
428,1,paid_social,193.43
429,0,paid_social,230.0
429,1,organic,230.0
429,2,referral,230.0
430,0,referral,120.0
431,0,email,166.86
431,1,display,166.86
431,2,organic,166.86
432,0,email,102.48
433,0,paid_social,168.29
433,1,organic,168.29
434,0,referral,200.0
434,1,email,200.0
434,2,display,200.0
434,3,display,200.0
435,0,paid_social,230.0
435,1,referral,230.0
435,2,organic,230.0
436,0,referral,240.0
436,1,referral,240.0
436,2,organic,240.0
437,0,referral,140.0
437,1,display,140.0
438,0,referral,180.0
438,1,paid_social,180.0
439,0,paid_social,220.0
439,1,paid_social,220.0
439,2,organic,220.0
440,0,paid_social,190.0
440,1,paid_social,190.0
440,2,display,190.0
441,0,referral,190.0
441,1,referral,190.0
442,0,paid_social,150.0
442,1,email,150.0
443,0,email,110.0
443,1,display,110.0
444,0,referral,161.47
445,0,paid_social,170.39
446,0,paid_social,252.47
446,1,organic,252.47
447,0,display,156.12
448,0,display,160.0
448,1,email,160.0
448,2,organic,160.0
449,0,referral,120.0
450,0,referral,240.0
450,1,display,240.0
450,2,email,240.0
450,3,paid_social,240.0
451,0,referral,120.0
452,0,display,160.17
452,1,email,160.17
452,2,display,160.17
452,3,display,160.17
453,0,paid_social,190.0
453,1,display,190.0
453,2,paid_social,190.0
454,0,display,230.0
454,1,referral,230.0
454,2,email,230.0
454,3,organic,230.0
455,0,paid_social,169.4
456,0,display,139.53
457,0,paid_social,230.0
457,1,paid_social,230.0
457,2,email,230.0
457,3,display,230.0
458,0,paid_social,170.0
458,1,display,170.0
458,2,email,170.0
459,0,display,138.84
460,0,organic,170.0
460,1,referral,170.0
461,0,referral,250.0
461,1,email,250.0
461,2,email,250.0
461,3,referral,250.0
462,0,organic,150.0
462,1,organic,150.0
463,0,email,137.28
464,0,paid_social,216.69
464,1,paid_social,216.69
465,0,display,144.37
466,0,organic,152.71
467,0,display,110.0
467,1,email,110.0
468,0,display,105.41
469,0,display,95.13
470,0,paid_social,160.0
470,1,organic,160.0
471,0,display,110.0
471,1,email,110.0
472,0,organic,198.71
472,1,email,198.71
473,0,display,85.34
474,0,referral,176.96
475,0,referral,170.0
475,1,organic,170.0
476,0,email,210.18
477,0,paid_social,166.88
477,1,email,166.88
478,0,email,161.69
479,0,email,210.0
479,1,email,210.0
479,2,paid_social,210.0
479,3,display,210.0
480,0,paid_social,170.0
480,1,paid_social,170.0
481,0,referral,250.0
481,1,paid_social,250.0
481,2,referral,250.0
481,3,referral,250.0
482,0,referral,120.0
483,0,email,134.76
484,0,email,250.0
484,1,paid_social,250.0
484,2,referral,250.0
484,3,referral,250.0
485,0,display,147.15
486,0,email,215.8
486,1,email,215.8
487,0,paid_social,130.0
487,1,display,130.0
488,0,referral,176.39
489,0,email,250.0
489,1,email,250.0
489,2,organic,250.0
489,3,referral,250.0
490,0,referral,180.0
490,1,paid_social,180.0
491,0,email,90.0
492,0,organic,119.36
493,0,paid_social,180.0
493,1,organic,180.0
493,2,display,180.0
494,0,paid_social,110.0
495,0,display,143.66
496,0,paid_social,136.93
496,1,display,136.93
497,0,display,170.0
497,1,paid_social,170.0
497,2,email,170.0
498,0,organic,128.89
499,0,organic,100.0
500,0,paid_social,230.0
500,1,paid_social,230.0
500,2,paid_social,230.0
501,0,referral,220.0
501,1,email,220.0
501,2,paid_social,220.0
502,0,display,203.88
502,1,organic,203.88
502,2,organic,203.88
503,0,organic,146.49
504,0,referral,120.0
505,0,paid_social,123.3
506,0,organic,140.0
506,1,email,140.0
507,0,organic,130.53
508,0,organic,250.0
508,1,referral,250.0
508,2,email,250.0
508,3,email,250.0
509,0,referral,250.0
509,1,email,250.0
509,2,referral,250.0
509,3,display,250.0
510,0,organic,210.0
510,1,referral,210.0
510,2,email,210.0
511,0,paid_social,180.0
511,1,referral,180.0
512,0,referral,160.0
512,1,email,160.0
513,0,referral,120.0
514,0,paid_social,220.09
514,1,display,220.09
514,2,email,220.09
515,0,display,180.0
515,1,paid_social,180.0
515,2,organic,180.0
516,0,display,109.16
517,0,email,90.0
518,0,organic,100.0
519,0,paid_social,110.0
520,0,paid_social,130.0
520,1,display,130.0
521,0,email,165.86
522,0,paid_social,110.0
523,0,organic,100.0
524,0,email,93.09
525,0,referral,250.0
525,1,organic,250.0
525,2,paid_social,250.0
525,3,referral,250.0
526,0,email,137.56
527,0,email,130.0
527,1,email,130.0
528,0,display,181.09
529,0,display,230.0
529,1,paid_social,230.0
529,2,organic,230.0
529,3,organic,230.0
530,0,email,210.0
530,1,paid_social,210.0
530,2,paid_social,210.0
531,0,organic,150.0
531,1,organic,150.0
532,0,paid_social,180.0
532,1,referral,180.0
533,0,referral,160.0
533,1,email,160.0
534,0,email,132.02
534,1,email,132.02
535,0,referral,120.0
536,0,display,200.0
536,1,paid_social,200.0
536,2,referral,200.0
537,0,referral,206.59
538,0,paid_social,110.0
539,0,email,180.0
539,1,email,180.0
539,2,organic,180.0
540,0,organic,100.0
541,0,paid_social,130.0
541,1,display,130.0
542,0,organic,151.18
542,1,organic,151.18
543,0,paid_social,192.04
543,1,referral,192.04
544,0,email,226.71
544,1,email,226.71
544,2,display,226.71
544,3,organic,226.71
545,0,display,184.68
546,0,paid_social,127.21
547,0,email,134.39
548,0,paid_social,240.0
548,1,email,240.0
548,2,display,240.0
548,3,referral,240.0
549,0,display,146.75
549,1,email,146.75
550,0,email,210.0
550,1,organic,210.0
550,2,referral,210.0
551,0,paid_social,191.58
551,1,email,191.58
552,0,referral,140.0
552,1,display,140.0
553,0,email,148.71
554,0,organic,170.0
554,1,referral,170.0
555,0,referral,200.0
555,1,display,200.0
555,2,paid_social,200.0
556,0,email,246.36
556,1,organic,246.36
556,2,organic,246.36
556,3,organic,246.36
557,0,email,250.0
557,1,organic,250.0
557,2,paid_social,250.0
557,3,referral,250.0
558,0,referral,120.0
559,0,email,126.66
559,1,display,126.66
560,0,organic,100.0
561,0,email,140.0
561,1,organic,140.0
562,0,email,90.0
563,0,organic,210.0
563,1,referral,210.0
563,2,email,210.0
564,0,referral,120.0
565,0,display,170.16
566,0,organic,100.0
567,0,organic,180.0
567,1,email,180.0
567,2,email,180.0
568,0,display,310.24
568,1,referral,310.24
569,0,email,130.18
570,0,referral,250.0
570,1,email,250.0
570,2,paid_social,250.0
570,3,email,250.0
571,0,paid_social,180.0
571,1,referral,180.0
572,0,organic,150.0
572,1,organic,150.0
573,0,paid_social,180.0
573,1,organic,180.0
573,2,display,180.0
574,0,referral,240.0
574,1,paid_social,240.0
574,2,display,240.0
574,3,email,240.0
575,0,display,70.26
576,0,paid_social,110.0
577,0,paid_social,250.0
577,1,paid_social,250.0
577,2,paid_social,250.0
577,3,paid_social,250.0
578,0,paid_social,170.0
578,1,paid_social,170.0
579,0,email,180.0
579,1,organic,180.0
579,2,email,180.0
580,0,referral,230.0
580,1,referral,230.0
580,2,email,230.0
581,0,organic,100.0
582,0,referral,216.69
583,0,paid_social,200.0
583,1,email,200.0
583,2,organic,200.0
584,0,display,150.0
584,1,paid_social,150.0
584,2,display,150.0
585,0,email,90.0
586,0,paid_social,250.0
586,1,organic,250.0
586,2,display,250.0
586,3,referral,250.0
587,0,organic,297.24
587,1,email,297.24
588,0,display,130.0
588,1,paid_social,130.0
589,0,referral,160.0
589,1,email,160.0
590,0,paid_social,180.0
590,1,referral,180.0
591,0,organic,369.19
592,0,referral,120.0
593,0,paid_social,150.0
593,1,email,150.0
594,0,paid_social,150.0
594,1,email,150.0
595,0,display,140.0
595,1,referral,140.0
596,0,paid_social,240.0
596,1,paid_social,240.0
596,2,referral,240.0
597,0,referral,250.0
597,1,organic,250.0
597,2,referral,250.0
597,3,referral,250.0
598,0,referral,190.0
598,1,referral,190.0
599,0,paid_social,119.62
600,0,organic,140.0
600,1,email,140.0
601,0,organic,113.1
602,0,referral,250.0
602,1,display,250.0
602,2,paid_social,250.0
