user_id,jtbd_segment,cohort,age,logins_per_week,multi_currency,family_status,premium,support_tickets,kyc_duration_days
115,young_professionals,Casual,27,11.3,False,False,False,0,4.5
116,young_professionals,Casual,28,7.3,True,False,True,0,3.7
117,young_professionals,Casual,22,8.7,True,False,False,2,2.0
118,young_professionals,Growth,29,8.4,True,False,True,0,2.0
119,young_professionals,Growth,23,5.5,False,False,False,1,5.2
120,young_professionals,Growth,27,10.7,True,False,False,0,3.3
121,young_professionals,Growth,29,11.1,False,False,True,0,4.2
122,young_professionals,Power,32,7.7,False,False,True,1,0.5
123,young_professionals,Growth,25,11.1,False,False,False,2,0.5
124,young_professionals,Power,34,5.8,True,False,False,1,1.9
125,young_professionals,Growth,32,9.0,True,False,True,1,4.0
126,young_professionals,Growth,26,8.7,True,False,False,1,4.9
127,young_professionals,Power,24,9.2,True,False,False,0,1.4
128,young_professionals,Power,22,9.2,False,False,False,0,3.3
129,young_professionals,Growth,29,8.8,True,False,False,1,3.1
130,young_professionals,Power,25,8.2,False,False,False,3,0.8
131,young_professionals,Casual,33,8.8,True,False,False,1,1.2
132,young_professionals,Growth,25,11.7,True,False,False,0,2.3
133,young_professionals,Growth,24,7.8,False,False,False,1,0.6
134,young_professionals,Growth,29,13.5,False,False,False,0,6.3
135,young_professionals,Power,25,7.7,False,False,False,0,0.9
136,young_professionals,Dormant,28,9.5,True,False,True,0,1.8
137,young_professionals,Growth,32,10.1,False,False,True,0,3.0
138,young_professionals,Casual,28,8.4,False,False,False,0,2.9
139,young_professionals,Power,28,11.8,True,False,True,1,3.4
140,young_professionals,Growth,29,10.1,False,False,False,2,1.0
141,young_professionals,Growth,21,8.6,False,False,False,0,0.5
142,young_professionals,Casual,30,11.7,True,False,True,0,2.6
143,young_professionals,Growth,29,7.0,False,False,False,1,1.1
144,young_professionals,Growth,32,7.9,False,True,False,3,1.4
145,young_professionals,Power,30,10.1,True,False,True,0,1.3
146,young_professionals,Growth,27,10.6,False,False,False,0,1.3
147,young_professionals,Growth,32,9.6,False,False,True,0,0.5
148,young_professionals,Growth,27,8.7,False,False,False,0,0.9
149,young_professionals,Power,29,8.5,True,True,False,0,2.0
150,young_professionals,Casual,27,11.3,False,False,False,0,4.2
151,young_professionals,Casual,30,9.5,True,False,False,0,5.5
152,young_professionals,Power,26,7.3,False,False,True,0,3.9
153,young_professionals,Growth,35,7.1,False,False,False,0,2.9
154,young_professionals,Power,36,12.0,False,False,False,0,4.0
155,young_professionals,Growth,31,7.6,False,False,True,2,2.3
156,young_professionals,Power,34,9.5,True,False,True,2,2.9
157,young_professionals,Growth,22,11.7,False,True,True,0,3.6
158,young_professionals,Casual,22,10.1,False,True,False,0,3.3
159,young_professionals,Casual,27,7.5,True,False,False,0,3.9
160,young_professionals,Power,28,7.0,False,False,False,0,3.5
161,young_professionals,Casual,27,12.7,True,False,False,1,1.4
162,young_professionals,Power,21,6.9,False,False,True,1,3.5
163,young_professionals,Power,33,7.9,False,False,True,1,1.4
164,young_professionals,Growth,37,9.7,False,True,False,1,3.6
165,young_professionals,Growth,33,8.6,False,False,False,1,1.9
166,young_professionals,Casual,32,10.1,True,False,False,2,0.6
167,young_professionals,Casual,29,6.1,False,False,False,0,0.5
168,young_professionals,Growth,25,8.6,True,False,False,1,5.7
169,young_professionals,Dormant,28,10.4,False,False,True,1,0.9
170,young_professionals,Power,36,10.4,False,False,False,1,3.9
171,young_professionals,Growth,27,7.9,False,False,False,1,3.5
172,young_professionals,Power,26,7.0,True,False,False,1,3.9
173,young_professionals,Casual,32,9.4,True,False,False,1,1.0
174,young_professionals,Power,33,6.4,False,True,False,3,1.9
175,young_professionals,Power,25,11.6,False,False,False,1,1.0
176,young_professionals,Growth,27,9.3,True,False,False,2,4.0
177,young_professionals,Dormant,26,7.6,False,False,False,1,4.7
178,young_professionals,Casual,28,6.9,False,False,False,1,2.4
179,young_professionals,Casual,32,7.7,True,False,False,2,5.7
180,young_professionals,Casual,25,5.9,False,True,True,0,2.9
181,young_professionals,Casual,32,10.0,True,False,True,0,2.2
182,young_professionals,Growth,28,7.4,False,False,True,0,2.6
183,young_professionals,Growth,37,9.8,False,True,False,0,3.2
184,young_professionals,Casual,29,10.1,False,False,False,1,0.5
185,young_professionals,Growth,28,10.9,False,False,True,0,2.9
186,young_professionals,Growth,30,9.5,True,False,True,1,2.3
187,young_professionals,Power,27,11.3,False,False,True,2,2.1
188,young_professionals,Casual,21,11.8,True,False,False,0,2.3
189,young_professionals,Power,27,9.5,False,False,True,0,4.0
190,young_professionals,Casual,27,9.6,True,False,False,0,2.5
191,young_professionals,Power,22,7.9,True,False,False,1,0.8
192,young_professionals,Power,28,7.0,False,False,False,3,2.6
193,young_professionals,Casual,20,11.6,False,False,False,1,2.1
194,young_professionals,Power,27,10.2,False,False,True,1,2.5
195,young_professionals,Power,29,10.4,False,False,False,0,2.4
196,young_professionals,Growth,28,7.8,True,False,False,2,3.0
197,young_professionals,Casual,26,12.2,True,False,True,4,0.5
198,young_professionals,Power,28,8.5,False,False,True,0,0.5
199,young_professionals,Growth,25,7.4,False,False,True,2,2.4
200,young_professionals,Casual,28,7.9,False,False,False,2,2.1
201,young_professionals,Dormant,28,12.1,True,False,False,1,1.1
202,young_professionals,Growth,24,6.8,False,False,True,1,0.5
203,young_professionals,Power,29,7.5,False,False,False,1,2.9
204,young_professionals,Power,29,14.8,False,True,False,1,1.8
205,young_professionals,Power,27,10.9,True,False,True,1,3.0
206,young_professionals,Power,38,7.5,False,False,False,1,2.9
207,young_professionals,Growth,27,6.8,False,False,False,0,3.6
208,young_professionals,Power,27,5.7,False,False,False,0,0.9
209,young_professionals,Growth,26,9.2,True,False,False,0,2.5
210,young_professionals,Growth,24,10.5,True,False,False,4,5.6
211,young_professionals,Growth,31,12.0,True,False,True,1,2.9
212,young_professionals,Power,25,5.2,True,False,False,0,4.7
213,young_professionals,Casual,26,6.3,False,False,False,1,3.5
214,young_professionals,Casual,26,8.8,False,False,False,1,1.2
215,young_professionals,Casual,24,14.6,True,True,True,0,6.1
216,young_professionals,Power,21,10.8,False,False,False,1,4.6
217,young_professionals,Power,26,9.7,False,True,False,0,0.6
218,young_professionals,Casual,31,6.6,False,False,False,0,2.3
219,young_professionals,Growth,29,4.8,True,False,False,2,5.2
220,young_professionals,Growth,34,9.1,False,False,False,2,3.5
221,young_professionals,Growth,31,8.8,False,False,False,0,0.5
222,young_professionals,Growth,30,8.5,False,False,False,2,1.5
223,young_professionals,Dormant,36,8.2,False,False,False,2,1.3
224,young_professionals,Power,28,7.5,False,False,False,2,4.7
225,young_professionals,Casual,28,7.0,False,True,True,1,3.3
226,young_professionals,Power,28,11.8,True,False,True,0,2.0
227,young_professionals,Growth,34,7.2,True,False,True,1,1.3
228,young_professionals,Growth,28,8.4,False,True,False,0,3.5
229,young_professionals,Power,25,8.9,False,False,False,0,2.3
230,young_professionals,Power,30,10.4,True,False,False,0,2.8
231,young_professionals,Growth,25,7.3,False,False,False,1,3.4
232,young_professionals,Dormant,30,11.0,False,False,True,0,2.8
233,young_professionals,Growth,30,7.8,False,False,False,0,0.5
234,young_professionals,Casual,27,8.7,False,False,False,1,3.8
235,young_professionals,Casual,30,12.3,False,False,False,1,4.1
236,young_professionals,Growth,22,7.1,False,False,False,3,5.7
237,young_professionals,Casual,29,10.4,False,False,True,0,1.6
238,young_professionals,Power,26,11.0,False,False,False,0,4.4
239,young_professionals,Power,39,9.6,False,False,False,0,4.4
240,young_professionals,Casual,29,8.8,False,False,False,2,4.1
241,young_professionals,Casual,26,13.3,False,False,False,1,2.7
242,young_professionals,Power,22,9.0,False,False,True,2,1.1
243,young_professionals,Growth,33,9.4,False,True,False,1,2.1
244,young_professionals,Growth,27,8.3,False,True,False,1,0.8
245,young_professionals,Casual,25,9.3,False,False,False,0,0.5
246,young_professionals,Growth,29,10.9,False,False,False,1,3.6
247,young_professionals,Growth,31,8.4,False,False,True,1,1.2
248,young_professionals,Growth,31,4.8,False,False,True,0,0.5
249,young_professionals,Growth,28,10.0,False,False,True,0,2.7
250,young_professionals,Growth,29,6.8,False,False,True,0,3.7
251,young_professionals,Casual,29,10.5,False,False,False,0,3.4
252,young_professionals,Growth,29,9.0,False,False,False,1,1.0
253,young_professionals,Power,30,10.9,False,False,True,0,1.6
254,young_professionals,Power,32,7.1,False,False,False,0,3.1
255,young_professionals,Casual,28,7.9,True,False,False,2,3.9
256,young_professionals,Casual,25,8.3,False,True,False,0,3.2
257,young_professionals,Power,27,6.0,False,False,True,0,3.8
258,young_professionals,Power,31,11.2,False,False,False,2,2.3
259,young_professionals,Growth,21,5.7,False,False,False,0,3.1
260,young_professionals,Power,21,11.2,True,False,True,1,2.8
261,young_professionals,Casual,32,9.8,False,False,False,2,0.9
262,young_professionals,Growth,34,8.6,False,False,False,2,0.5
263,young_professionals,Power,23,9.7,False,False,False,0,1.2
264,young_professionals,Casual,28,9.6,True,False,False,3,1.4
265,young_professionals,Power,26,8.2,True,False,True,1,4.5
266,young_professionals,Power,27,9.6,True,False,False,0,2.3
267,young_professionals,Power,29,10.5,False,False,True,2,1.2
268,young_professionals,Power,23,7.1,False,False,False,0,2.2
269,young_professionals,Power,24,9.7,True,True,False,1,2.8
270,young_professionals,Power,27,3.7,False,False,True,0,1.8
271,young_professionals,Power,27,5.1,False,False,False,3,1.6
272,young_professionals,Power,23,10.1,True,False,False,1,1.9
273,young_professionals,Growth,31,8.2,False,False,False,1,2.8
274,young_professionals,Growth,26,7.3,True,False,False,2,2.2
275,young_professionals,Growth,26,8.9,True,False,False,2,1.8
276,young_professionals,Growth,29,8.2,True,False,False,4,1.3
277,young_professionals,Growth,27,7.0,False,False,False,0,3.0
278,young_professionals,Casual,31,5.7,False,False,True,0,1.9
279,young_professionals,Casual,24,5.1,False,False,False,0,3.3
280,young_professionals,Power,22,10.5,True,False,False,2,4.9
281,young_professionals,Power,27,8.2,True,True,False,1,0.8
282,young_professionals,Power,28,10.9,True,False,True,0,2.1
283,young_professionals,Power,23,8.1,True,False,False,0,0.5
284,young_professionals,Growth,22,9.7,False,True,True,0,2.1
285,young_professionals,Growth,29,8.7,True,False,False,2,5.3
286,young_professionals,Power,25,9.1,False,False,True,1,3.4
287,young_professionals,Growth,22,9.2,True,False,False,1,1.5
288,young_professionals,Growth,32,8.1,True,True,False,1,3.2
289,young_professionals,Power,25,6.5,False,False,True,1,0.8
290,young_professionals,Casual,33,10.5,False,False,False,1,0.8
291,young_professionals,Power,28,12.2,False,False,True,2,3.5
292,young_professionals,Casual,29,12.3,True,False,False,2,2.0
293,young_professionals,Power,27,7.9,False,False,False,1,2.2
294,young_professionals,Casual,18,7.5,False,False,False,0,2.4
295,young_professionals,Casual,23,7.9,False,False,False,1,2.1
296,young_professionals,Dormant,27,8.6,False,False,False,1,4.5
297,young_professionals,Casual,29,8.9,True,False,True,1,0.5
298,young_professionals,Casual,21,7.0,False,True,False,0,1.3
299,young_professionals,Growth,28,6.0,False,False,False,1,2.8
300,young_professionals,Casual,24,9.1,True,False,False,1,0.7
301,young_professionals,Power,29,1.9,False,False,True,1,1.4
302,young_professionals,Growth,28,8.8,False,False,False,0,3.8
303,young_professionals,Growth,31,7.1,False,False,True,1,1.2
304,young_professionals,Casual,32,10.6,True,False,True,1,3.7
305,young_professionals,Growth,30,11.1,True,False,False,0,0.5
306,young_professionals,Growth,31,11.1,False,False,False,0,5.6
307,young_professionals,Growth,27,8.3,False,False,False,0,3.5
308,young_professionals,Power,39,6.7,False,False,False,1,3.6
309,young_professionals,Power,23,7.4,False,True,False,1,1.9
310,young_professionals,Growth,26,9.6,False,False,False,0,2.5
311,young_professionals,Growth,32,5.7,False,False,False,0,6.5
312,young_professionals,Power,31,11.8,False,False,False,1,0.9
313,young_professionals,Growth,30,8.3,True,True,False,3,1.7
314,young_professionals,Growth,31,10.0,False,False,False,1,2.0
315,young_professionals,Growth,20,5.4,False,False,False,0,2.8
316,young_professionals,Growth,34,7.1,True,False,True,2,3.5
317,young_professionals,Growth,27,5.2,False,True,True,1,3.2
318,young_professionals,Power,33,11.0,True,True,False,0,0.9
319,young_professionals,Casual,20,8.7,False,False,False,0,3.7
320,young_professionals,Casual,29,10.1,True,False,False,1,3.6
321,young_professionals,Growth,26,9.1,False,False,False,0,2.6
322,young_professionals,Growth,30,9.9,True,False,False,0,1.6
323,young_professionals,Growth,29,8.3,True,False,False,1,2.9
324,young_professionals,Casual,29,8.6,False,False,False,1,2.1
325,young_professionals,Growth,24,8.8,False,False,False,0,2.4
326,young_professionals,Casual,28,9.8,True,False,False,0,2.5
327,young_professionals,Growth,27,9.9,False,False,False,0,1.2
328,young_professionals,Growth,30,14.6,False,False,False,0,2.6
329,young_professionals,Power,32,12.4,False,False,False,0,4.1
330,young_professionals,Casual,29,5.4,False,False,True,1,3.5
331,young_professionals,Power,23,8.7,False,False,False,2,2.2
332,young_professionals,Growth,28,8.2,False,False,False,1,2.1
333,young_professionals,Casual,38,11.6,False,False,False,1,5.1
334,young_professionals,Power,35,8.4,False,False,False,1,1.2
335,young_professionals,Growth,18,9.9,False,False,False,0,3.5
336,young_professionals,Power,28,4.3,True,False,False,1,4.3
337,young_professionals,Casual,32,6.0,False,False,False,0,0.9
338,young_professionals,Power,27,13.2,False,False,False,2,2.3
339,young_professionals,Casual,26,9.1,False,True,False,0,4.2
340,young_professionals,Power,27,7.0,True,False,False,1,1.4
341,young_professionals,Dormant,30,9.5,False,True,True,0,2.7
342,young_professionals,Casual,23,6.9,False,False,False,0,0.5
343,young_professionals,Growth,33,8.4,False,False,False,0,1.9
344,young_professionals,Casual,28,6.1,False,False,False,2,4.6
345,young_professionals,Casual,24,7.4,True,False,False,0,0.6
346,young_professionals,Casual,32,8.2,False,False,False,2,0.5
347,young_professionals,Power,22,11.2,True,False,False,1,2.4
348,young_professionals,Growth,26,9.9,False,False,True,0,3.3
349,young_professionals,Power,26,10.3,False,False,True,1,1.8
350,young_professionals,Growth,37,8.9,False,False,True,2,2.0
351,young_professionals,Power,25,10.6,False,False,False,1,3.6
352,young_professionals,Growth,19,7.3,True,False,False,2,4.3
353,young_professionals,Growth,26,7.5,False,False,True,3,3.3
354,young_professionals,Growth,30,9.8,False,False,True,1,3.9
355,young_professionals,Growth,31,8.4,False,False,False,1,2.5
356,young_professionals,Casual,37,9.0,True,False,False,0,1.6
357,young_professionals,Casual,34,8.7,True,False,False,0,0.5
358,young_professionals,Growth,29,11.5,False,False,False,2,0.5
359,young_professionals,Growth,24,11.6,False,False,False,1,2.3
360,young_professionals,Casual,34,7.7,False,False,False,2,4.4
361,young_professionals,Power,27,5.5,False,False,False,0,1.1
362,young_professionals,Power,25,7.6,False,True,False,1,7.1
363,young_professionals,Power,26,7.2,False,False,False,0,2.2
364,young_professionals,Growth,23,10.7,False,False,False,2,1.0
365,young_professionals,Growth,26,10.8,False,False,True,0,1.7
366,young_professionals,Casual,27,6.9,False,False,False,2,2.4
367,young_professionals,Growth,31,7.5,False,False,True,2,4.6
368,young_professionals,Growth,26,6.0,False,False,False,1,2.7
369,young_professionals,Casual,23,9.3,True,False,False,0,0.6
370,young_professionals,Casual,22,8.9,False,False,False,1,5.1
371,young_professionals,Power,29,10.6,False,False,True,1,1.6
372,young_professionals,Growth,28,10.0,True,False,False,2,1.3
373,young_professionals,Growth,26,10.2,True,False,False,4,3.2
374,young_professionals,Power,26,5.9,True,False,False,0,4.0
375,young_professionals,Power,30,7.7,False,False,True,0,3.9
376,young_professionals,Casual,34,10.9,False,False,False,1,0.5
377,young_professionals,Growth,25,7.9,False,False,False,1,4.9
378,young_professionals,Growth,28,5.7,True,False,False,2,0.9
379,young_professionals,Casual,32,10.6,False,False,False,0,3.5
380,young_professionals,Growth,25,7.8,False,False,False,1,3.2
381,young_professionals,Casual,28,11.1,False,False,False,0,3.4
382,young_professionals,Casual,28,9.0,False,False,False,1,2.2
383,young_professionals,Growth,23,8.4,False,False,False,2,4.2
384,young_professionals,Growth,29,11.7,False,False,False,2,2.5
385,young_professionals,Dormant,28,6.4,False,False,True,0,4.6
386,young_professionals,Casual,30,11.9,True,False,False,1,0.8
387,young_professionals,Dormant,23,7.7,True,False,False,2,5.2
388,young_professionals,Power,28,9.3,False,True,False,2,0.5
389,young_professionals,Casual,34,9.3,False,False,False,1,5.1
390,young_professionals,Growth,36,8.1,True,False,False,2,1.8
391,young_professionals,Power,33,7.5,False,False,True,0,3.1
392,young_professionals,Growth,23,8.3,False,False,False,2,1.8
393,young_professionals,Growth,30,7.0,False,False,False,2,1.1
394,young_professionals,Power,26,12.9,False,False,False,1,1.9
395,young_professionals,Growth,29,8.0,False,False,False,0,3.7
396,young_professionals,Casual,25,11.3,False,False,False,1,3.1
397,young_professionals,Power,21,11.1,False,False,True,2,4.4
398,young_professionals,Growth,27,9.7,False,False,False,2,3.4
399,young_professionals,Growth,31,8.7,True,False,False,3,3.1
400,young_professionals,Growth,29,9.4,False,False,False,1,5.1
401,young_professionals,Casual,30,10.1,False,False,True,0,3.3
402,young_professionals,Casual,29,9.2,True,False,False,2,1.1
403,young_professionals,Power,30,5.9,False,False,False,1,0.7
404,young_professionals,Dormant,30,5.4,False,False,False,1,5.3
405,young_professionals,Casual,27,12.0,False,False,False,0,2.4
406,young_professionals,Power,28,3.7,True,False,True,0,2.6
407,young_professionals,Casual,35,9.4,True,False,False,0,1.7
408,young_professionals,Power,29,8.5,False,False,False,1,0.5
409,young_professionals,Dormant,28,9.3,True,False,False,0,5.5
410,young_professionals,Growth,28,6.7,False,False,False,0,0.7
411,young_professionals,Growth,27,9.7,True,False,False,3,1.1
412,young_professionals,Power,26,9.4,False,True,False,2,2.1
413,young_professionals,Casual,29,14.5,False,True,False,4,1.8
414,young_professionals,Power,26,9.3,False,False,False,1,1.7
415,young_professionals,Power,27,11.7,False,False,False,0,3.6
416,young_professionals,Power,25,6.0,False,False,False,2,4.2
417,young_professionals,Casual,28,11.0,True,False,True,1,2.5
418,young_professionals,Power,30,9.5,True,False,False,1,3.0
419,young_professionals,Casual,27,9.5,False,True,False,1,1.2
420,young_professionals,Growth,20,9.6,True,False,False,0,3.4
421,young_professionals,Power,30,12.4,True,False,False,0,2.1
422,young_professionals,Power,28,9.5,True,False,False,0,2.0
423,young_professionals,Power,24,7.4,False,False,False,1,4.0
424,young_professionals,Growth,31,7.8,False,False,False,0,0.5
425,young_professionals,Casual,22,10.6,True,True,False,0,4.1
426,young_professionals,Power,32,9.9,False,False,False,1,2.5
427,young_professionals,Casual,28,5.9,False,False,True,0,1.8
428,young_professionals,Power,19,10.0,False,False,True,0,5.2
429,young_professionals,Casual,29,6.8,False,False,False,2,3.8
430,young_professionals,Casual,26,9.9,False,False,False,2,0.5
431,young_professionals,Casual,26,7.4,False,False,False,1,4.0
432,young_professionals,Growth,25,8.4,False,False,False,1,3.5
433,young_professionals,Casual,27,7.9,False,False,True,0,0.6
434,young_professionals,Power,26,12.0,False,False,True,2,2.5
435,young_professionals,Power,21,9.8,False,True,False,2,3.8
436,young_professionals,Power,33,11.5,False,False,False,1,0.5
437,young_professionals,Growth,27,14.8,False,False,False,2,3.7
438,young_professionals,Casual,25,9.1,False,True,False,2,2.0
439,young_professionals,Growth,23,12.0,True,False,False,0,2.3
440,young_professionals,Casual,31,7.6,False,False,True,1,4.3
441,young_professionals,Power,23,11.5,False,False,False,0,1.4
442,young_professionals,Casual,29,7.4,False,False,False,0,0.9
443,young_professionals,Power,26,9.0,False,False,False,1,3.6
444,young_professionals,Power,26,10.1,False,False,False,0,2.7
445,young_professionals,Casual,24,10.4,True,False,False,1,1.9
446,young_professionals,Dormant,26,6.5,False,False,False,0,0.5
447,young_professionals,Growth,28,7.3,False,False,False,0,1.9
448,young_professionals,Power,29,10.2,False,False,True,1,1.7
449,young_professionals,Growth,25,8.3,False,False,False,1,2.2
450,young_professionals,Power,28,6.2,False,False,False,0,0.5
451,young_professionals,Casual,32,8.9,True,False,False,0,1.5
452,young_professionals,Casual,21,8.8,False,False,True,0,3.1
453,young_professionals,Power,28,9.4,False,True,False,0,2.4
454,young_professionals,Power,24,10.1,False,False,False,2,2.2
455,young_professionals,Power,24,9.9,False,False,False,0,1.1
456,young_professionals,Dormant,29,7.5,False,False,False,0,1.1
457,young_professionals,Growth,26,8.2,False,False,False,1,2.1
458,young_professionals,Casual,23,10.9,False,False,True,2,2.5
459,young_professionals,Growth,33,7.9,True,False,False,0,1.2
460,young_professionals,Growth,32,8.2,False,False,True,1,2.8
461,young_professionals,Power,20,6.0,True,False,True,0,2.8
462,young_professionals,Casual,22,8.9,True,False,False,0,1.0
463,young_professionals,Growth,30,9.7,False,False,False,2,4.3
464,young_professionals,Growth,27,5.0,False,False,True,0,1.3
465,young_professionals,Growth,34,6.9,False,False,True,2,1.2
466,young_professionals,Growth,30,6.2,False,False,False,0,1.6
