user_id,cohort,month_index,segment,treated,post,age_group,device,pre_activity,activated,retained_m1,retained_m3
44,2023-01,0,in_app_kyc,1,0,25-34,web,14.283,0,0,0
45,2023-01,0,in_app_kyc,1,0,45+,android,7.951,1,1,0
46,2023-01,0,in_app_kyc,1,0,45+,web,3.1,0,0,0
47,2023-01,0,in_app_kyc,1,0,25-34,ios,7.112,1,0,0
48,2023-01,0,in_app_kyc,1,0,25-34,web,12.664,1,1,1
49,2023-01,0,in_app_kyc,1,0,35-44,web,9.428,0,0,1
50,2023-01,0,in_app_kyc,1,0,18-24,ios,5.783,1,1,0
51,2023-01,0,in_app_kyc,1,0,25-34,web,6.244,0,0,1
52,2023-01,0,in_app_kyc,1,0,18-24,ios,6.621,0,1,0
53,2023-01,0,in_app_kyc,1,0,45+,web,9.384,1,1,1
54,2023-01,0,in_app_kyc,1,0,35-44,web,12.315,1,0,1
55,2023-01,0,in_app_kyc,1,0,35-44,web,11.457,1,1,0
56,2023-01,0,in_app_kyc,1,0,45+,web,9.668,0,0,0
57,2023-01,0,in_app_kyc,1,0,25-34,ios,4.305,0,1,0
58,2023-01,0,in_app_kyc,1,0,35-44,ios,4.316,1,0,0
59,2023-01,0,in_app_kyc,1,0,18-24,android,9.9,0,1,0
60,2023-01,0,in_app_kyc,1,0,18-24,ios,4.264,0,0,0
61,2023-01,0,in_app_kyc,1,0,35-44,android,7.623,0,0,0
62,2023-01,0,in_app_kyc,1,0,35-44,ios,9.212,1,1,0
63,2023-01,0,in_app_kyc,1,0,35-44,android,4.887,1,0,0
64,2023-01,0,in_app_kyc,1,0,45+,android,5.227,1,0,1
65,2023-01,0,in_app_kyc,1,0,35-44,web,8.018,1,0,1
66,2023-01,0,in_app_kyc,1,0,35-44,ios,9.811,1,0,0
67,2023-01,0,in_app_kyc,1,0,35-44,web,11.485,1,1,0
68,2023-01,0,in_app_kyc,1,0,25-34,android,10.121,1,0,1
69,2023-01,0,in_app_kyc,1,0,18-24,android,8.521,1,1,1
70,2023-01,0,in_app_kyc,1,0,25-34,android,6.061,1,1,0
71,2023-01,0,in_app_kyc,1,0,25-34,android,5.087,0,0,0
72,2023-01,0,in_app_kyc,1,0,25-34,ios,6.767,0,0,0
73,2023-01,0,in_app_kyc,1,0,45+,android,9.53,1,1,1
74,2023-01,0,in_app_kyc,1,0,25-34,ios,9.31,0,1,0
75,2023-01,0,in_app_kyc,1,0,18-24,android,2.0,1,0,0
76,2023-01,0,in_app_kyc,1,0,25-34,web,5.943,0,1,0
77,2023-01,0,in_app_kyc,1,0,25-34,android,11.914,0,1,1
78,2023-01,0,in_app_kyc,1,0,35-44,web,8.538,0,1,0
79,2023-01,0,in_app_kyc,1,0,35-44,ios,4.049,0,1,0
80,2023-01,0,in_app_kyc,1,0,45+,web,15.367,0,1,0
81,2023-01,0,in_app_kyc,1,0,35-44,web,8.213,0,0,0
82,2023-01,0,in_app_kyc,1,0,25-34,web,9.453,1,1,0
83,2023-01,0,in_app_kyc,1,0,45+,web,9.499,1,1,1
84,2023-01,0,in_app_kyc,1,0,25-34,ios,7.197,0,0,0
85,2023-01,0,in_app_kyc,1,0,18-24,android,6.117,0,0,0
86,2023-01,0,in_app_kyc,1,0,18-24,ios,14.665,0,0,1
87,2023-01,0,in_app_kyc,1,0,35-44,web,11.31,0,0,1
88,2023-01,0,in_app_kyc,1,0,25-34,web,10.766,1,1,0
89,2023-01,0,in_app_kyc,1,0,25-34,ios,10.029,1,1,1
90,2023-01,0,in_app_kyc,1,0,35-44,web,5.29,0,0,0
91,2023-01,0,in_app_kyc,1,0,18-24,ios,12.133,1,0,1
92,2023-01,0,in_app_kyc,1,0,35-44,web,5.771,0,0,0
93,2023-01,0,in_app_kyc,1,0,25-34,web,9.15,0,1,1
94,2023-01,0,in_app_kyc,1,0,25-34,ios,3.382,0,0,0
95,2023-01,0,in_app_kyc,1,0,25-34,web,2.177,0,0,0
96,2023-01,0,in_app_kyc,1,0,35-44,web,9.255,0,1,0
97,2023-01,0,in_app_kyc,1,0,25-34,ios,5.873,0,0,0
98,2023-01,0,in_app_kyc,1,0,18-24,android,2.332,1,1,1
99,2023-01,0,in_app_kyc,1,0,18-24,ios,9.922,0,1,0
100,2023-01,0,in_app_kyc,1,0,45+,web,14.66,0,0,0
101,2023-01,0,in_app_kyc,1,0,45+,ios,12.469,1,1,0
102,2023-01,0,in_app_kyc,1,0,35-44,web,7.528,0,0,1
103,2023-01,0,in_app_kyc,1,0,25-34,web,8.327,0,1,0
104,2023-01,0,in_app_kyc,1,0,45+,ios,10.963,1,0,1
105,2023-01,0,in_app_kyc,1,0,45+,android,11.666,0,0,1
106,2023-01,0,in_app_kyc,1,0,35-44,web,7.269,0,0,1
107,2023-01,0,in_app_kyc,1,0,25-34,web,8.403,0,0,1
108,2023-01,0,in_app_kyc,1,0,25-34,android,9.202,1,1,1
109,2023-01,0,in_app_kyc,1,0,18-24,ios,9.962,0,0,0
110,2023-01,0,in_app_kyc,1,0,45+,ios,7.901,0,0,0
111,2023-01,0,in_app_kyc,1,0,25-34,web,7.94,0,1,0
112,2023-01,0,in_app_kyc,1,0,25-34,android,12.439,1,0,0
113,2023-01,0,in_app_kyc,1,0,25-34,web,11.929,1,1,0
114,2023-01,0,in_app_kyc,1,0,35-44,android,9.732,0,1,0
115,2023-01,0,in_app_kyc,1,0,25-34,web,13.457,1,1,0
116,2023-01,0,in_app_kyc,1,0,45+,ios,7.141,1,0,1
117,2023-01,0,in_app_kyc,1,0,35-44,ios,13.169,1,1,1
118,2023-01,0,in_app_kyc,1,0,35-44,web,9.928,0,0,0
119,2023-01,0,in_app_kyc,1,0,25-34,web,18.113,1,1,0
120,2023-01,0,in_app_kyc,1,0,35-44,android,4.723,0,0,0
121,2023-01,0,in_app_kyc,1,0,35-44,android,6.232,0,1,0
122,2023-01,0,in_app_kyc,1,0,35-44,android,9.556,0,0,0
123,2023-01,0,in_app_kyc,1,0,18-24,android,9.492,0,1,0
124,2023-01,0,in_app_kyc,1,0,25-34,ios,14.15,1,1,0
125,2023-01,0,in_app_kyc,1,0,18-24,web,6.295,0,0,0
126,2023-01,0,in_app_kyc,1,0,35-44,ios,11.015,1,1,0
127,2023-01,0,in_app_kyc,1,0,25-34,web,11.787,0,0,0
128,2023-01,0,in_app_kyc,1,0,18-24,ios,10.414,1,1,0
129,2023-01,0,in_app_kyc,1,0,18-24,ios,5.417,0,1,0
130,2023-01,0,in_app_kyc,1,0,35-44,web,12.523,0,0,1
131,2023-01,0,in_app_kyc,1,0,25-34,android,11.988,1,1,1
132,2023-01,0,in_app_kyc,1,0,45+,web,10.099,0,1,0
133,2023-01,0,in_app_kyc,1,0,35-44,ios,8.913,1,0,1
134,2023-01,0,in_app_kyc,1,0,25-34,web,8.978,1,0,0
135,2023-01,0,in_app_kyc,1,0,35-44,web,8.064,0,0,0
136,2023-01,0,in_app_kyc,1,0,18-24,web,10.222,1,1,0
137,2023-01,0,in_app_kyc,1,0,45+,ios,8.393,0,0,0
138,2023-01,0,in_app_kyc,1,0,35-44,android,5.754,0,0,0
139,2023-01,0,in_app_kyc,1,0,45+,android,5.154,1,1,0
140,2023-01,0,in_app_kyc,1,0,18-24,android,6.044,0,1,1
141,2023-01,0,in_app_kyc,1,0,35-44,android,8.966,0,0,0
142,2023-01,0,in_app_kyc,1,0,35-44,ios,8.219,0,0,1
143,2023-01,0,in_app_kyc,1,0,45+,android,8.946,1,1,0
144,2023-01,0,in_app_kyc,1,0,35-44,ios,9.802,0,1,0
145,2023-01,0,in_app_kyc,1,0,35-44,android,6.418,1,0,0
146,2023-01,0,in_app_kyc,1,0,25-34,ios,12.697,0,1,0
147,2023-01,0,in_app_kyc,1,0,25-34,ios,7.497,0,1,0
148,2023-01,0,in_app_kyc,1,0,35-44,web,7.0,0,1,0
149,2023-01,0,in_app_kyc,1,0,25-34,android,9.747,1,0,1
150,2023-01,0,in_app_kyc,1,0,18-24,android,2.79,1,0,0
151,2023-01,0,in_app_kyc,1,0,45+,android,5.928,0,1,1
152,2023-01,0,in_app_kyc,1,0,45+,web,11.243,1,1,0
153,2023-01,0,in_app_kyc,1,0,18-24,android,3.088,0,0,0
154,2023-01,0,in_app_kyc,1,0,35-44,web,11.653,0,0,0
155,2023-01,0,in_app_kyc,1,0,18-24,web,12.833,0,0,0
156,2023-01,0,in_app_kyc,1,0,35-44,android,7.192,1,1,1
157,2023-01,0,in_app_kyc,1,0,25-34,web,9.175,1,0,0
158,2023-01,0,in_app_kyc,1,0,35-44,web,11.657,0,0,1
159,2023-01,0,in_app_kyc,1,0,35-44,ios,6.9,1,1,1
160,2023-01,0,in_app_kyc,1,0,45+,android,10.903,1,1,1
161,2023-01,0,in_app_kyc,1,0,18-24,web,6.287,1,0,1
162,2023-01,0,in_app_kyc,1,0,45+,web,6.867,1,1,0
163,2023-01,0,in_app_kyc,1,0,25-34,android,5.902,0,1,0
164,2023-01,0,in_app_kyc,1,0,18-24,ios,9.328,1,1,0
165,2023-01,0,in_app_kyc,1,0,35-44,web,11.774,1,0,0
166,2023-01,0,in_app_kyc,1,0,25-34,ios,7.748,0,1,0
167,2023-01,0,in_app_kyc,1,0,45+,web,4.486,1,0,0
168,2023-01,0,in_app_kyc,1,0,45+,android,5.052,1,1,0
169,2023-01,0,in_app_kyc,1,0,25-34,web,9.484,0,0,1
170,2023-01,0,in_app_kyc,1,0,45+,web,13.832,0,1,0
171,2023-01,0,in_app_kyc,1,0,25-34,web,9.481,1,1,0
172,2023-01,0,in_app_kyc,1,0,35-44,web,7.139,0,1,1
173,2023-01,0,in_app_kyc,1,0,25-34,web,10.599,1,1,0
174,2023-01,0,in_app_kyc,1,0,45+,web,7.582,1,1,1
175,2023-01,0,in_app_kyc,1,0,25-34,web,7.165,0,1,0
176,2023-01,0,in_app_kyc,1,0,18-24,ios,5.425,0,0,0
177,2023-01,0,in_app_kyc,1,0,25-34,web,12.525,0,1,0
178,2023-01,0,in_app_kyc,1,0,45+,ios,0.682,0,1,0
179,2023-01,0,in_app_kyc,1,0,45+,web,10.694,1,0,0
180,2023-01,0,in_app_kyc,1,0,35-44,web,6.909,0,1,1
181,2023-01,0,in_app_kyc,1,0,45+,android,7.069,0,1,0
182,2023-01,0,in_app_kyc,1,0,45+,ios,13.377,1,1,0
183,2023-01,0,in_app_kyc,1,0,35-44,android,6.158,0,1,0
184,2023-01,0,in_app_kyc,1,0,25-34,web,6.26,1,0,0
185,2023-01,0,in_app_kyc,1,0,45+,ios,7.909,0,1,0
186,2023-01,0,in_app_kyc,1,0,35-44,ios,9.542,0,0,0
187,2023-01,0,in_app_kyc,1,0,25-34,web,6.974,1,0,1
188,2023-01,0,in_app_kyc,1,0,18-24,web,3.578,0,1,0
189,2023-01,0,in_app_kyc,1,0,35-44,ios,5.703,1,0,1
190,2023-01,0,in_app_kyc,1,0,25-34,android,12.144,0,0,0
191,2023-01,0,in_app_kyc,1,0,45+,web,8.524,1,1,1
192,2023-01,0,in_app_kyc,1,0,25-34,web,9.653,1,1,0
193,2023-01,0,in_app_kyc,1,0,18-24,web,7.516,1,1,0
194,2023-01,0,in_app_kyc,1,0,45+,android,6.322,0,1,0
195,2023-01,0,in_app_kyc,1,0,18-24,android,13.333,1,1,0
196,2023-01,0,in_app_kyc,1,0,25-34,ios,7.735,0,0,0
197,2023-01,0,in_app_kyc,1,0,35-44,web,6.97,1,1,0
198,2023-01,0,in_app_kyc,1,0,45+,ios,11.588,1,1,1
199,2023-01,0,in_app_kyc,1,0,25-34,ios,6.133,1,1,0
200,2023-01,0,in_app_kyc,1,0,25-34,web,6.516,1,0,1
201,2023-01,0,in_app_kyc,1,0,45+,web,8.331,0,0,0
202,2023-01,0,in_app_kyc,1,0,45+,web,8.301,0,1,0
203,2023-01,0,in_app_kyc,1,0,35-44,android,9.079,0,0,0
204,2023-01,0,in_app_kyc,1,0,18-24,android,14.575,0,1,1
205,2023-01,0,in_app_kyc,1,0,18-24,android,9.309,0,0,0
206,2023-01,0,in_app_kyc,1,0,25-34,android,1.166,0,0,0
207,2023-01,0,in_app_kyc,1,0,18-24,android,9.279,0,0,0
208,2023-01,0,in_app_kyc,1,0,35-44,android,8.414,0,1,1
209,2023-01,0,in_app_kyc,1,0,18-24,web,8.43,0,1,0
210,2023-01,0,in_app_kyc,1,0,35-44,web,9.038,0,0,0
211,2023-01,0,in_app_kyc,1,0,35-44,web,8.214,0,1,0
212,2023-01,0,in_app_kyc,1,0,35-44,ios,8.142,1,1,1
213,2023-01,0,in_app_kyc,1,0,25-34,android,10.139,0,0,0
214,2023-01,0,in_app_kyc,1,0,45+,ios,6.674,0,0,0
215,2023-01,0,in_app_kyc,1,0,35-44,android,5.457,0,0,0
216,2023-01,0,in_app_kyc,1,0,35-44,ios,17.371,0,0,0
217,2023-01,0,in_app_kyc,1,0,18-24,ios,6.152,0,0,0
218,2023-01,0,in_app_kyc,1,0,18-24,web,8.6,0,1,0
219,2023-01,0,in_app_kyc,1,0,45+,android,3.813,0,0,0
220,2023-01,0,in_app_kyc,1,0,25-34,web,8.649,0,0,1
221,2023-01,0,in_app_kyc,1,0,25-34,ios,5.5,1,0,1
222,2023-01,0,in_app_kyc,1,0,35-44,ios,6.973,0,1,0
223,2023-01,0,in_app_kyc,1,0,35-44,android,11.435,1,1,0
224,2023-01,0,in_app_kyc,1,0,45+,ios,9.716,1,0,0
225,2023-01,0,in_app_kyc,1,0,25-34,ios,10.005,0,1,1
226,2023-01,0,in_app_kyc,1,0,45+,web,2.986,0,1,1
227,2023-01,0,in_app_kyc,1,0,18-24,ios,13.811,1,0,1
228,2023-01,0,in_app_kyc,1,0,35-44,ios,4.724,1,1,0
229,2023-01,0,in_app_kyc,1,0,35-44,web,12.886,0,1,0
230,2023-01,0,in_app_kyc,1,0,18-24,android,11.365,1,1,0
231,2023-01,0,in_app_kyc,1,0,18-24,web,10.032,0,1,0
232,2023-01,0,in_app_kyc,1,0,25-34,android,5.735,0,0,1
233,2023-01,0,in_app_kyc,1,0,45+,web,8.755,1,1,0
234,2023-01,0,in_app_kyc,1,0,35-44,ios,6.887,1,1,1
235,2023-01,0,in_app_kyc,1,0,45+,android,8.387,1,1,1
236,2023-01,0,in_app_kyc,1,0,45+,web,7.55,1,1,0
237,2023-01,0,in_app_kyc,1,0,25-34,web,2.184,1,1,0
238,2023-01,0,in_app_kyc,1,0,45+,android,11.665,1,1,1
239,2023-01,0,in_app_kyc,1,0,18-24,web,8.057,1,1,1
240,2023-01,0,in_app_kyc,1,0,18-24,ios,6.846,1,1,0
241,2023-01,0,in_app_kyc,1,0,45+,ios,6.619,1,1,1
242,2023-01,0,in_app_kyc,1,0,45+,ios,9.375,0,0,0
243,2023-01,0,in_app_kyc,1,0,25-34,web,5.619,1,1,0
244,2023-01,0,in_app_kyc,1,0,35-44,ios,1.534,0,1,0
245,2023-01,0,in_app_kyc,1,0,35-44,web,9.521,1,1,1
246,2023-01,0,in_app_kyc,1,0,45+,ios,9.857,1,1,1
247,2023-01,0,in_app_kyc,1,0,35-44,web,7.701,1,1,0
248,2023-01,0,in_app_kyc,1,0,25-34,web,4.856,0,0,0
249,2023-01,0,in_app_kyc,1,0,25-34,ios,8.567,1,1,0
250,2023-01,0,in_app_kyc,1,0,25-34,ios,3.906,0,0,0
251,2023-01,0,in_app_kyc,1,0,35-44,ios,5.218,1,0,0
252,2023-01,0,in_app_kyc,1,0,45+,web,6.048,0,1,1
253,2023-01,0,in_app_kyc,1,0,25-34,ios,10.832,1,1,1
254,2023-01,0,in_app_kyc,1,0,25-34,android,7.212,1,1,0
255,2023-01,0,in_app_kyc,1,0,25-34,android,6.956,0,1,0
256,2023-01,0,in_app_kyc,1,0,35-44,web,14.164,1,1,1
257,2023-01,0,in_app_kyc,1,0,45+,android,9.357,1,1,1
258,2023-01,0,in_app_kyc,1,0,18-24,android,9.317,0,0,0
259,2023-01,0,in_app_kyc,1,0,18-24,web,7.191,1,1,1
260,2023-01,0,in_app_kyc,1,0,35-44,ios,6.511,1,0,1
261,2023-01,0,in_app_kyc,1,0,18-24,web,1.741,0,0,0
262,2023-01,0,in_app_kyc,1,0,45+,ios,11.206,1,1,1
263,2023-01,0,in_app_kyc,1,0,25-34,android,9.645,0,0,0
264,2023-01,0,in_app_kyc,1,0,18-24,web,7.763,0,0,0
265,2023-01,0,in_app_kyc,1,0,45+,web,7.888,0,1,0
266,2023-01,0,in_app_kyc,1,0,25-34,web,10.508,1,1,0
267,2023-01,0,in_app_kyc,1,0,25-34,ios,3.636,0,1,0
268,2023-01,0,in_app_kyc,1,0,18-24,android,6.53,0,1,0
269,2023-01,0,in_app_kyc,1,0,18-24,android,4.891,1,1,1
270,2023-01,0,in_app_kyc,1,0,18-24,android,13.615,0,1,1
271,2023-01,0,in_app_kyc,1,0,18-24,android,10.927,0,0,0
272,2023-01,0,in_app_kyc,1,0,25-34,android,1.692,0,0,0
273,2023-01,0,in_app_kyc,1,0,18-24,android,3.759,1,1,1
274,2023-01,0,in_app_kyc,1,0,35-44,ios,7.903,1,1,1
275,2023-01,0,in_app_kyc,1,0,35-44,android,6.883,0,1,0
276,2023-01,0,in_app_kyc,1,0,25-34,ios,4.327,0,0,1
277,2023-01,0,in_app_kyc,1,0,25-34,web,14.134,1,1,0
278,2023-01,0,in_app_kyc,1,0,35-44,web,9.238,1,1,0
279,2023-01,0,in_app_kyc,1,0,45+,ios,9.724,0,0,0
280,2023-01,0,in_app_kyc,1,0,45+,web,6.224,1,1,1
281,2023-01,0,in_app_kyc,1,0,18-24,web,10.467,1,0,0
282,2023-01,0,in_app_kyc,1,0,25-34,ios,7.159,0,0,1
283,2023-01,0,in_app_kyc,1,0,25-34,ios,7.45,1,1,0
284,2023-01,0,in_app_kyc,1,0,25-34,ios,10.133,1,0,0
285,2023-01,0,in_app_kyc,1,0,35-44,ios,3.413,1,0,1
286,2023-01,0,in_app_kyc,1,0,25-34,web,13.091,0,0,0
287,2023-01,0,in_app_kyc,1,0,18-24,web,8.847,1,1,0
288,2023-01,0,in_app_kyc,1,0,25-34,ios,12.143,0,0,0
289,2023-01,0,in_app_kyc,1,0,35-44,web,5.074,0,0,0
290,2023-01,0,in_app_kyc,1,0,18-24,ios,5.531,0,0,0
291,2023-01,0,in_app_kyc,1,0,45+,web,4.814,0,0,0
292,2023-01,0,in_app_kyc,1,0,18-24,web,9.051,0,1,0
293,2023-01,0,in_app_kyc,1,0,45+,android,8.498,1,1,1
294,2023-01,0,in_app_kyc,1,0,18-24,ios,6.907,0,1,0
295,2023-01,0,in_app_kyc,1,0,45+,web,5.258,0,1,0
296,2023-01,0,in_app_kyc,1,0,45+,web,4.5,0,0,0
297,2023-01,0,in_app_kyc,1,0,45+,ios,8.155,1,1,0
298,2023-01,0,in_app_kyc,1,0,45+,ios,6.903,1,0,0
299,2023-01,0,in_app_kyc,1,0,45+,ios,6.243,0,1,0
300,2023-01,0,in_app_kyc,1,0,35-44,web,12.941,1,1,1
301,2023-01,0,in_app_kyc,1,0,45+,web,8.053,0,0,1
302,2023-01,0,in_app_kyc,1,0,18-24,web,12.11,1,1,0
303,2023-01,0,in_app_kyc,1,0,35-44,web,6.7,0,0,0
304,2023-01,0,in_app_kyc,1,0,35-44,web,9.034,0,0,1
305,2023-01,0,in_app_kyc,1,0,45+,web,8.134,0,0,1
306,2023-01,0,in_app_kyc,1,0,25-34,ios,3.207,1,1,0
307,2023-01,0,in_app_kyc,1,0,25-34,web,12.585,0,1,0
308,2023-01,0,in_app_kyc,1,0,35-44,android,7.895,1,1,0
309,2023-01,0,in_app_kyc,1,0,25-34,android,10.539,1,0,1
310,2023-01,0,in_app_kyc,1,0,18-24,web,6.044,0,0,0
311,2023-01,0,in_app_kyc,1,0,35-44,web,7.805,1,0,1
312,2023-01,0,in_app_kyc,1,0,25-34,web,5.699,0,0,0
313,2023-01,0,in_app_kyc,1,0,25-34,android,12.008,1,1,0
314,2023-01,0,in_app_kyc,1,0,25-34,android,9.234,1,1,1
315,2023-01,0,in_app_kyc,1,0,25-34,android,9.401,0,0,0
316,2023-01,0,in_app_kyc,1,0,25-34,ios,12.375,1,0,1
317,2023-01,0,in_app_kyc,1,0,25-34,ios,11.769,1,1,0
318,2023-01,0,in_app_kyc,1,0,35-44,android,10.596,0,0,1
319,2023-01,0,in_app_kyc,1,0,25-34,ios,4.035,0,1,0
320,2023-01,0,in_app_kyc,1,0,45+,web,6.213,0,0,0
321,2023-01,0,in_app_kyc,1,0,45+,ios,5.288,0,1,0
322,2023-01,0,in_app_kyc,1,0,35-44,ios,10.483,1,0,0
323,2023-01,0,in_app_kyc,1,0,25-34,web,8.812,1,1,1
324,2023-01,0,in_app_kyc,1,0,35-44,ios,4.128,0,0,0
325,2023-01,0,in_app_kyc,1,0,45+,web,7.734,0,0,0
326,2023-01,0,in_app_kyc,1,0,35-44,web,3.818,0,1,0
327,2023-01,0,in_app_kyc,1,0,45+,ios,8.141,0,0,1
328,2023-01,0,in_app_kyc,1,0,35-44,web,3.334,0,0,0
329,2023-01,0,in_app_kyc,1,0,35-44,web,9.886,1,0,1
330,2023-01,0,in_app_kyc,1,0,25-34,web,9.434,0,1,0
331,2023-01,0,in_app_kyc,1,0,35-44,web,14.024,0,0,0
332,2023-01,0,in_app_kyc,1,0,25-34,web,10.844,1,1,0
333,2023-01,0,in_app_kyc,1,0,35-44,web,7.031,1,1,0
334,2023-01,0,in_app_kyc,1,0,45+,android,10.754,1,1,1
335,2023-01,0,in_app_kyc,1,0,18-24,web,4.107,1,0,0
336,2023-01,0,in_app_kyc,1,0,35-44,web,5.413,0,1,1
337,2023-01,0,in_app_kyc,1,0,18-24,web,9.299,0,1,1
338,2023-01,0,in_app_kyc,1,0,35-44,web,1.825,1,1,1
339,2023-01,0,in_app_kyc,1,0,18-24,android,8.189,0,1,0
340,2023-01,0,in_app_kyc,1,0,45+,web,5.239,0,1,0
341,2023-01,0,in_app_kyc,1,0,18-24,web,8.604,1,1,0
342,2023-01,0,in_app_kyc,1,0,45+,ios,5.067,0,0,0
343,2023-01,0,in_app_kyc,1,0,45+,ios,9.573,0,0,1
344,2023-01,0,in_app_kyc,1,0,35-44,android,8.358,1,1,0
345,2023-01,0,in_app_kyc,1,0,45+,android,12.501,0,0,1
346,2023-01,0,in_app_kyc,1,0,45+,web,8.32,0,0,0
347,2023-01,0,in_app_kyc,1,0,45+,ios,5.994,1,0,0
348,2023-01,0,in_app_kyc,1,0,25-34,android,7.559,1,0,0
349,2023-01,0,in_app_kyc,1,0,35-44,web,4.267,0,0,0
350,2023-01,0,in_app_kyc,1,0,18-24,web,9.518,1,1,0
351,2023-01,0,in_app_kyc,1,0,35-44,web,10.07,0,0,0
352,2023-01,0,in_app_kyc,1,0,25-34,web,15.708,0,0,0
353,2023-01,0,in_app_kyc,1,0,35-44,web,6.434,0,1,0
354,2023-01,0,in_app_kyc,1,0,35-44,web,7.497,0,0,0
355,2023-01,0,in_app_kyc,1,0,25-34,web,6.573,0,0,0
356,2023-01,0,in_app_kyc,1,0,35-44,android,8.936,0,0,0
357,2023-01,0,in_app_kyc,1,0,45+,web,9.445,0,0,1
358,2023-01,0,in_app_kyc,1,0,45+,ios,8.14,1,1,0
359,2023-01,0,in_app_kyc,1,0,35-44,ios,11.559,1,1,0
360,2023-01,0,in_app_kyc,1,0,35-44,android,6.449,1,0,0
361,2023-01,0,in_app_kyc,1,0,45+,web,11.259,1,0,1
362,2023-01,0,in_app_kyc,1,0,18-24,web,9.915,1,0,1
363,2023-01,0,in_app_kyc,1,0,18-24,ios,8.264,1,0,1
364,2023-01,0,in_app_kyc,1,0,18-24,web,7.355,1,0,0
365,2023-01,0,in_app_kyc,1,0,35-44,ios,15.58,1,0,0
366,2023-01,0,in_app_kyc,1,0,25-34,web,5.849,0,1,0
367,2023-01,0,in_app_kyc,1,0,45+,web,9.194,0,0,0
368,2023-01,0,in_app_kyc,1,0,35-44,web,6.049,0,1,0
369,2023-01,0,in_app_kyc,1,0,25-34,web,13.657,0,0,0
370,2023-01,0,in_app_kyc,1,0,45+,android,10.96,0,1,0
371,2023-01,0,in_app_kyc,1,0,45+,android,6.265,0,0,0
372,2023-01,0,in_app_kyc,1,0,25-34,web,9.838,1,1,1
373,2023-01,0,in_app_kyc,1,0,25-34,web,9.073,0,1,1
374,2023-01,0,in_app_kyc,1,0,25-34,android,6.75,1,0,0
375,2023-01,0,in_app_kyc,1,0,18-24,android,10.574,0,0,0
