referral_id,referee_id,jtbd_segment,cohort,channel,status,reward_eur
159,159,young_professionals,Growth,email,sent,0.0
160,160,young_professionals,Dormant,in_app,first_tx,20.0
161,161,young_professionals,Dormant,email,sent,0.0
162,162,young_professionals,Growth,link,first_tx,20.0
163,163,young_professionals,Power,in_app,first_tx,20.0
164,164,young_professionals,Growth,in_app,sent,0.0
165,165,young_professionals,Casual,email,accepted,0.0
166,166,young_professionals,Power,in_app,kyc_completed,10.0
167,167,young_professionals,Growth,email,first_tx,20.0
168,168,young_professionals,Power,link,accepted,0.0
169,169,young_professionals,Casual,email,kyc_completed,10.0
170,170,young_professionals,Growth,link,sent,0.0
171,171,young_professionals,Casual,in_app,first_tx,20.0
172,172,young_professionals,Dormant,email,sent,0.0
173,173,young_professionals,Power,link,first_tx,20.0
174,174,young_professionals,Power,in_app,first_tx,20.0
175,175,young_professionals,Power,in_app,accepted,0.0
176,176,young_professionals,Power,in_app,first_tx,20.0
177,177,young_professionals,Power,link,first_tx,20.0
178,178,young_professionals,Growth,in_app,accepted,0.0
179,179,young_professionals,Power,in_app,first_tx,20.0
180,180,young_professionals,Power,in_app,first_tx,20.0
181,181,young_professionals,Casual,in_app,kyc_completed,10.0
182,182,young_professionals,Power,in_app,first_tx,20.0
183,183,young_professionals,Power,email,accepted,0.0
184,184,young_professionals,Power,link,kyc_completed,10.0
185,185,young_professionals,Casual,in_app,sent,0.0
186,186,young_professionals,Growth,email,sent,0.0
187,187,young_professionals,Growth,link,accepted,0.0
188,188,young_professionals,Growth,in_app,first_tx,20.0
189,189,young_professionals,Power,in_app,kyc_completed,10.0
190,190,young_professionals,Casual,email,accepted,0.0
191,191,young_professionals,Growth,in_app,accepted,0.0
192,192,young_professionals,Power,email,sent,0.0
193,193,young_professionals,Power,in_app,sent,0.0
194,194,young_professionals,Growth,in_app,accepted,0.0
195,195,young_professionals,Growth,email,first_tx,20.0
196,196,young_professionals,Power,email,first_tx,20.0
197,197,young_professionals,Power,link,accepted,0.0
198,198,young_professionals,Growth,in_app,accepted,0.0
199,199,young_professionals,Growth,email,sent,0.0
200,200,young_professionals,Growth,email,accepted,0.0
201,201,young_professionals,Growth,in_app,accepted,0.0
202,202,young_professionals,Growth,email,accepted,0.0
203,203,young_professionals,Power,in_app,accepted,0.0
204,204,young_professionals,Power,in_app,accepted,0.0
205,205,young_professionals,Growth,email,accepted,0.0
206,206,young_professionals,Casual,email,accepted,0.0
207,207,young_professionals,Casual,email,kyc_completed,10.0
208,208,young_professionals,Power,link,accepted,0.0
209,209,young_professionals,Casual,in_app,accepted,0.0
210,210,young_professionals,Growth,in_app,accepted,0.0
211,211,young_professionals,Growth,in_app,first_tx,20.0
212,212,young_professionals,Power,email,accepted,0.0
213,213,young_professionals,Power,in_app,accepted,0.0
214,214,young_professionals,Power,in_app,first_tx,20.0
215,215,young_professionals,Power,in_app,accepted,0.0
216,216,young_professionals,Growth,in_app,first_tx,20.0
217,217,young_professionals,Casual,link,sent,0.0
218,218,young_professionals,Dormant,link,sent,0.0
219,219,young_professionals,Power,in_app,accepted,0.0
220,220,young_professionals,Power,link,first_tx,20.0
221,221,young_professionals,Power,in_app,accepted,0.0
222,222,young_professionals,Casual,in_app,kyc_completed,10.0
223,223,young_professionals,Casual,in_app,sent,0.0
224,224,young_professionals,Power,link,kyc_completed,10.0
225,225,young_professionals,Power,in_app,kyc_completed,10.0
226,226,young_professionals,Casual,link,first_tx,20.0
227,227,young_professionals,Power,in_app,accepted,0.0
228,228,young_professionals,Casual,email,first_tx,20.0
229,229,young_professionals,Growth,in_app,accepted,0.0
230,230,young_professionals,Growth,link,accepted,0.0
231,231,young_professionals,Power,in_app,kyc_completed,10.0
232,232,young_professionals,Growth,email,first_tx,20.0
233,233,young_professionals,Power,link,sent,0.0
234,234,young_professionals,Casual,in_app,accepted,0.0
235,235,young_professionals,Growth,in_app,accepted,0.0
236,236,young_professionals,Growth,email,sent,0.0
237,237,young_professionals,Power,link,accepted,0.0
238,238,young_professionals,Power,link,first_tx,20.0
239,239,young_professionals,Power,in_app,kyc_completed,10.0
240,240,young_professionals,Growth,email,accepted,0.0
241,241,young_professionals,Growth,in_app,sent,0.0
242,242,young_professionals,Growth,in_app,accepted,0.0
243,243,young_professionals,Power,in_app,accepted,0.0
244,244,young_professionals,Dormant,email,sent,0.0
245,245,young_professionals,Growth,link,accepted,0.0
246,246,young_professionals,Growth,email,kyc_completed,10.0
247,247,young_professionals,Growth,email,first_tx,20.0
248,248,young_professionals,Power,in_app,accepted,0.0
249,249,young_professionals,Growth,in_app,kyc_completed,10.0
250,250,young_professionals,Casual,in_app,first_tx,20.0
251,251,young_professionals,Power,in_app,accepted,0.0
252,252,young_professionals,Power,email,accepted,0.0
253,253,young_professionals,Growth,in_app,kyc_completed,10.0
254,254,young_professionals,Growth,email,kyc_completed,10.0
255,255,young_professionals,Growth,in_app,sent,0.0
256,256,young_professionals,Casual,in_app,first_tx,20.0
257,257,young_professionals,Growth,in_app,accepted,0.0
258,258,young_professionals,Casual,link,sent,0.0
259,259,young_professionals,Casual,email,first_tx,20.0
260,260,young_professionals,Growth,in_app,accepted,0.0
261,261,young_professionals,Growth,in_app,accepted,0.0
262,262,young_professionals,Power,in_app,accepted,0.0
263,263,young_professionals,Casual,in_app,sent,0.0
264,264,young_professionals,Power,in_app,sent,0.0
265,265,young_professionals,Power,in_app,accepted,0.0
266,266,young_professionals,Casual,link,kyc_completed,10.0
267,267,young_professionals,Power,link,kyc_completed,10.0
268,268,young_professionals,Power,in_app,first_tx,20.0
269,269,young_professionals,Growth,link,sent,0.0
270,270,young_professionals,Growth,in_app,accepted,0.0
271,271,young_professionals,Growth,in_app,first_tx,20.0
272,272,young_professionals,Growth,email,sent,0.0
273,273,young_professionals,Casual,in_app,accepted,0.0
274,274,young_professionals,Casual,in_app,sent,0.0
275,275,young_professionals,Power,link,first_tx,20.0
276,276,young_professionals,Power,in_app,kyc_completed,10.0
277,277,young_professionals,Power,email,first_tx,20.0
278,278,young_professionals,Casual,link,sent,0.0
279,279,young_professionals,Casual,in_app,accepted,0.0
280,280,young_professionals,Power,email,accepted,0.0
281,281,young_professionals,Growth,in_app,kyc_completed,10.0
282,282,young_professionals,Power,in_app,kyc_completed,10.0
283,283,young_professionals,Growth,link,accepted,0.0
284,284,young_professionals,Growth,in_app,accepted,0.0
285,285,young_professionals,Casual,in_app,accepted,0.0
286,286,young_professionals,Power,email,accepted,0.0
287,287,young_professionals,Casual,email,first_tx,20.0
288,288,young_professionals,Growth,in_app,accepted,0.0
289,289,young_professionals,Casual,email,first_tx,20.0
290,290,young_professionals,Growth,email,first_tx,20.0
291,291,young_professionals,Power,link,kyc_completed,10.0
292,292,young_professionals,Growth,in_app,sent,0.0
293,293,young_professionals,Power,in_app,first_tx,20.0
294,294,young_professionals,Power,in_app,first_tx,20.0
295,295,young_professionals,Power,link,first_tx,20.0
296,296,young_professionals,Growth,in_app,kyc_completed,10.0
297,297,young_professionals,Casual,in_app,first_tx,20.0
298,298,young_professionals,Power,link,sent,0.0
299,299,young_professionals,Casual,email,sent,0.0
300,300,young_professionals,Power,in_app,accepted,0.0
301,301,young_professionals,Growth,link,accepted,0.0
302,302,young_professionals,Growth,in_app,sent,0.0
303,303,young_professionals,Growth,in_app,first_tx,20.0
304,304,young_professionals,Power,in_app,accepted,0.0
305,305,young_professionals,Growth,in_app,accepted,0.0
306,306,young_professionals,Casual,link,first_tx,20.0
307,307,young_professionals,Growth,in_app,accepted,0.0
308,308,young_professionals,Growth,in_app,first_tx,20.0
309,309,young_professionals,Casual,in_app,accepted,0.0
310,310,young_professionals,Casual,in_app,sent,0.0
311,311,young_professionals,Casual,email,sent,0.0
312,312,young_professionals,Power,link,accepted,0.0
313,313,young_professionals,Growth,in_app,accepted,0.0
314,314,young_professionals,Growth,in_app,accepted,0.0
315,315,young_professionals,Growth,in_app,accepted,0.0
316,316,young_professionals,Growth,link,accepted,0.0
317,317,young_professionals,Power,in_app,first_tx,20.0
318,318,young_professionals,Dormant,link,sent,0.0
319,319,young_professionals,Power,email,first_tx,20.0
320,320,young_professionals,Casual,in_app,accepted,0.0
321,321,young_professionals,Growth,in_app,first_tx,20.0
322,322,young_professionals,Casual,link,kyc_completed,10.0
323,323,young_professionals,Power,email,accepted,0.0
324,324,young_professionals,Power,email,accepted,0.0
325,325,young_professionals,Power,in_app,first_tx,20.0
326,326,young_professionals,Power,in_app,accepted,0.0
327,327,young_professionals,Growth,link,sent,0.0
328,328,young_professionals,Power,email,accepted,0.0
329,329,young_professionals,Growth,in_app,kyc_completed,10.0
330,330,young_professionals,Dormant,in_app,sent,0.0
331,331,young_professionals,Growth,link,accepted,0.0
332,332,young_professionals,Casual,in_app,accepted,0.0
333,333,young_professionals,Power,email,sent,0.0
334,334,young_professionals,Growth,in_app,kyc_completed,10.0
335,335,young_professionals,Growth,in_app,accepted,0.0
336,336,young_professionals,Power,link,accepted,0.0
337,337,young_professionals,Dormant,link,sent,0.0
338,338,young_professionals,Power,email,kyc_completed,10.0
339,339,young_professionals,Dormant,email,sent,0.0
340,340,young_professionals,Growth,in_app,first_tx,20.0
341,341,young_professionals,Power,email,accepted,0.0
342,342,young_professionals,Growth,in_app,kyc_completed,10.0
343,343,young_professionals,Power,email,sent,0.0
344,344,young_professionals,Dormant,in_app,first_tx,20.0
345,345,young_professionals,Power,email,sent,0.0
346,346,young_professionals,Growth,email,accepted,0.0
347,347,young_professionals,Growth,link,sent,0.0
348,348,young_professionals,Growth,in_app,kyc_completed,10.0
349,349,young_professionals,Growth,email,first_tx,20.0
350,350,young_professionals,Growth,email,kyc_completed,10.0
351,351,young_professionals,Power,link,first_tx,20.0
352,352,young_professionals,Growth,email,accepted,0.0
353,353,young_professionals,Growth,in_app,first_tx,20.0
354,354,young_professionals,Power,email,accepted,0.0
355,355,young_professionals,Growth,link,kyc_completed,10.0
356,356,young_professionals,Growth,email,accepted,0.0
357,357,young_professionals,Casual,email,accepted,0.0
358,358,young_professionals,Growth,link,kyc_completed,10.0
359,359,young_professionals,Growth,email,kyc_completed,10.0
360,360,young_professionals,Power,in_app,accepted,0.0
361,361,young_professionals,Casual,in_app,accepted,0.0
362,362,young_professionals,Power,in_app,kyc_completed,10.0
363,363,young_professionals,Casual,email,first_tx,20.0
364,364,young_professionals,Power,in_app,first_tx,20.0
365,365,young_professionals,Casual,in_app,accepted,0.0
366,366,young_professionals,Casual,link,accepted,0.0
367,367,young_professionals,Power,in_app,first_tx,20.0
368,368,young_professionals,Power,email,first_tx,20.0
369,369,young_professionals,Growth,in_app,kyc_completed,10.0
370,370,young_professionals,Casual,in_app,accepted,0.0
371,371,young_professionals,Dormant,email,sent,0.0
372,372,young_professionals,Casual,email,first_tx,20.0
373,373,young_professionals,Growth,in_app,accepted,0.0
374,374,young_professionals,Growth,link,kyc_completed,10.0
375,375,young_professionals,Casual,link,sent,0.0
376,376,young_professionals,Casual,in_app,first_tx,20.0
377,377,young_professionals,Casual,in_app,first_tx,20.0
378,378,young_professionals,Power,in_app,kyc_completed,10.0
379,379,young_professionals,Growth,in_app,accepted,0.0
380,380,young_professionals,Power,link,accepted,0.0
381,381,young_professionals,Casual,in_app,accepted,0.0
382,382,young_professionals,Power,in_app,kyc_completed,10.0
383,383,young_professionals,Casual,in_app,sent,0.0
384,384,young_professionals,Power,in_app,accepted,0.0
385,385,young_professionals,Power,in_app,accepted,0.0
386,386,young_professionals,Power,in_app,first_tx,20.0
387,387,young_professionals,Power,in_app,accepted,0.0
388,388,young_professionals,Growth,email,sent,0.0
389,389,young_professionals,Growth,in_app,kyc_completed,10.0
390,390,young_professionals,Casual,in_app,first_tx,20.0
391,391,young_professionals,Growth,in_app,accepted,0.0
392,392,young_professionals,Casual,in_app,first_tx,20.0
393,393,young_professionals,Casual,in_app,accepted,0.0
394,394,young_professionals,Growth,in_app,accepted,0.0
395,395,young_professionals,Casual,in_app,sent,0.0
396,396,young_professionals,Casual,link,kyc_completed,10.0
397,397,young_professionals,Growth,email,kyc_completed,10.0
398,398,young_professionals,Casual,email,accepted,0.0
399,399,young_professionals,Growth,email,sent,0.0
400,400,young_professionals,Casual,in_app,first_tx,20.0
401,401,young_professionals,Growth,email,accepted,0.0
402,402,young_professionals,Casual,in_app,accepted,0.0
403,403,young_professionals,Growth,in_app,accepted,0.0
404,404,young_professionals,Casual,link,sent,0.0
405,405,young_professionals,Growth,email,accepted,0.0
406,406,young_professionals,Power,in_app,kyc_completed,10.0
407,407,young_professionals,Growth,link,sent,0.0
408,408,young_professionals,Growth,email,accepted,0.0
409,409,young_professionals,Growth,link,kyc_completed,10.0
410,410,young_professionals,Growth,in_app,kyc_completed,10.0
411,411,young_professionals,Power,in_app,kyc_completed,10.0
412,412,young_professionals,Power,link,sent,0.0
413,413,young_professionals,Casual,in_app,accepted,0.0
414,414,young_professionals,Power,in_app,accepted,0.0
415,415,young_professionals,Casual,email,sent,0.0
416,416,young_professionals,Growth,in_app,accepted,0.0
417,417,young_professionals,Power,link,sent,0.0
418,418,young_professionals,Growth,email,accepted,0.0
419,419,young_professionals,Casual,link,first_tx,20.0
420,420,young_professionals,Power,in_app,accepted,0.0
421,421,young_professionals,Power,in_app,accepted,0.0
422,422,young_professionals,Casual,email,sent,0.0
423,423,young_professionals,Growth,email,first_tx,20.0
424,424,young_professionals,Growth,in_app,first_tx,20.0
425,425,young_professionals,Power,link,accepted,0.0
426,426,young_professionals,Casual,in_app,sent,0.0
427,427,young_professionals,Growth,in_app,accepted,0.0
428,428,young_professionals,Power,email,accepted,0.0
429,429,young_professionals,Growth,email,first_tx,20.0
430,430,young_professionals,Growth,email,first_tx,20.0
431,431,young_professionals,Power,in_app,accepted,0.0
432,432,young_professionals,Power,link,accepted,0.0
433,433,young_professionals,Growth,in_app,accepted,0.0
434,434,young_professionals,Growth,email,accepted,0.0
435,435,young_professionals,Power,email,accepted,0.0
436,436,young_professionals,Growth,in_app,sent,0.0
437,437,young_professionals,Growth,in_app,first_tx,20.0
438,438,young_professionals,Growth,email,first_tx,20.0
439,439,young_professionals,Power,link,accepted,0.0
440,440,young_professionals,Growth,email,accepted,0.0
441,441,young_professionals,Power,link,accepted,0.0
442,442,young_professionals,Casual,link,first_tx,20.0
443,443,young_professionals,Power,email,sent,0.0
444,444,young_professionals,Dormant,email,sent,0.0
445,445,young_professionals,Casual,link,kyc_completed,10.0
446,446,young_professionals,Growth,in_app,sent,0.0
447,447,young_professionals,Dormant,link,sent,0.0
448,448,young_professionals,Power,in_app,accepted,0.0
449,449,young_professionals,Growth,email,accepted,0.0
450,450,young_professionals,Growth,in_app,kyc_completed,10.0
451,451,young_professionals,Growth,in_app,accepted,0.0
452,452,young_professionals,Power,in_app,accepted,0.0
453,453,young_professionals,Power,in_app,accepted,0.0
454,454,young_professionals,Power,link,accepted,0.0
455,455,young_professionals,Growth,in_app,accepted,0.0
456,456,young_professionals,Casual,in_app,accepted,0.0
457,457,young_professionals,Growth,in_app,accepted,0.0
458,458,young_professionals,Casual,email,sent,0.0
459,459,young_professionals,Growth,in_app,first_tx,20.0
460,460,young_professionals,Power,in_app,first_tx,20.0
461,461,young_professionals,Growth,email,sent,0.0
462,462,young_professionals,Casual,email,first_tx,20.0
463,463,young_professionals,Power,in_app,first_tx,20.0
464,464,young_professionals,Power,link,sent,0.0
465,465,young_professionals,Power,link,accepted,0.0
466,466,young_professionals,Dormant,in_app,sent,0.0
467,467,young_professionals,Dormant,link,sent,0.0
468,468,young_professionals,Growth,in_app,accepted,0.0
469,469,young_professionals,Growth,in_app,kyc_completed,10.0
470,470,young_professionals,Power,email,first_tx,20.0
471,471,young_professionals,Growth,link,sent,0.0
472,472,young_professionals,Growth,in_app,kyc_completed,10.0
473,473,young_professionals,Casual,in_app,sent,0.0
474,474,young_professionals,Growth,link,accepted,0.0
475,475,young_professionals,Casual,in_app,accepted,0.0
476,476,young_professionals,Power,in_app,first_tx,20.0
477,477,young_professionals,Growth,email,kyc_completed,10.0
478,478,young_professionals,Growth,link,accepted,0.0
479,479,young_professionals,Growth,in_app,first_tx,20.0
480,480,young_professionals,Power,email,first_tx,20.0
481,481,young_professionals,Growth,in_app,first_tx,20.0
482,482,young_professionals,Growth,in_app,first_tx,20.0
483,483,young_professionals,Power,in_app,accepted,0.0
484,484,young_professionals,Growth,email,first_tx,20.0
485,485,young_professionals,Growth,in_app,accepted,0.0
486,486,young_professionals,Casual,in_app,accepted,0.0
487,487,young_professionals,Power,email,accepted,0.0
488,488,young_professionals,Dormant,in_app,first_tx,20.0
489,489,young_professionals,Growth,link,kyc_completed,10.0
490,490,young_professionals,Growth,in_app,sent,0.0
491,491,young_professionals,Growth,in_app,accepted,0.0
492,492,young_professionals,Power,email,kyc_completed,10.0
493,493,young_professionals,Growth,link,kyc_completed,10.0
494,494,young_professionals,Growth,in_app,first_tx,20.0
495,495,young_professionals,Dormant,in_app,first_tx,20.0
496,496,young_professionals,Power,email,accepted,0.0
497,497,young_professionals,Power,in_app,accepted,0.0
498,498,young_professionals,Growth,in_app,accepted,0.0
499,499,young_professionals,Power,link,first_tx,20.0
500,500,young_professionals,Power,in_app,kyc_completed,10.0
501,501,young_professionals,Casual,email,sent,0.0
502,502,young_professionals,Casual,link,first_tx,20.0
503,503,young_professionals,Growth,in_app,kyc_completed,10.0
504,504,young_professionals,Power,in_app,first_tx,20.0
505,505,young_professionals,Power,in_app,first_tx,20.0
506,506,young_professionals,Growth,in_app,first_tx,20.0
507,507,young_professionals,Casual,link,sent,0.0
508,508,young_professionals,Growth,email,accepted,0.0
509,509,young_professionals,Casual,link,sent,0.0
510,510,young_professionals,Growth,email,sent,0.0
511,511,young_professionals,Growth,link,accepted,0.0
512,512,young_professionals,Casual,in_app,kyc_completed,10.0
513,513,young_professionals,Casual,email,sent,0.0
514,514,young_professionals,Power,in_app,first_tx,20.0
515,515,young_professionals,Power,in_app,accepted,0.0
516,516,young_professionals,Power,link,first_tx,20.0
517,517,young_professionals,Growth,in_app,first_tx,20.0
518,518,young_professionals,Growth,in_app,kyc_completed,10.0
519,519,young_professionals,Casual,link,sent,0.0
520,520,young_professionals,Power,email,accepted,0.0
521,521,young_professionals,Growth,in_app,sent,0.0
522,522,young_professionals,Power,email,first_tx,20.0
523,523,young_professionals,Casual,in_app,first_tx,20.0
524,524,young_professionals,Power,link,sent,0.0
525,525,young_professionals,Power,in_app,accepted,0.0
526,526,young_professionals,Growth,in_app,accepted,0.0
527,527,young_professionals,Growth,link,accepted,0.0
528,528,young_professionals,Power,in_app,accepted,0.0
529,529,young_professionals,Growth,in_app,first_tx,20.0
530,530,young_professionals,Casual,in_app,first_tx,20.0
531,531,young_professionals,Growth,in_app,kyc_completed,10.0
532,532,young_professionals,Casual,link,first_tx,20.0
533,533,young_professionals,Growth,in_app,first_tx,20.0
534,534,young_professionals,Growth,in_app,accepted,0.0
535,535,young_professionals,Growth,in_app,accepted,0.0
536,536,young_professionals,Growth,email,sent,0.0
537,537,young_professionals,Growth,link,sent,0.0
538,538,young_professionals,Power,in_app,accepted,0.0
539,539,young_professionals,Growth,in_app,kyc_completed,10.0
540,540,young_professionals,Growth,email,sent,0.0
541,541,young_professionals,Growth,email,accepted,0.0
542,542,young_professionals,Casual,in_app,kyc_completed,10.0
543,543,young_professionals,Growth,in_app,kyc_completed,10.0
544,544,young_professionals,Power,in_app,accepted,0.0
545,545,young_professionals,Power,in_app,sent,0.0
546,546,young_professionals,Casual,email,first_tx,20.0
547,547,young_professionals,Casual,in_app,accepted,0.0
548,548,young_professionals,Casual,email,first_tx,20.0
549,549,young_professionals,Growth,email,accepted,0.0
550,550,young_professionals,Casual,link,first_tx,20.0
551,551,young_professionals,Growth,in_app,accepted,0.0
552,552,young_professionals,Growth,link,first_tx,20.0
