transaction_id,user_id,tx_time,hour,amount,is_anomaly
118,519,2025-02-21 09:37:00,15.007,58.0,0
119,787,2025-02-25 02:06:00,13.961,23.45,0
120,416,2025-06-23 02:19:00,14.016,41.5,0
121,657,2025-04-06 22:46:00,8.591,50.63,0
122,116,2025-03-12 08:32:00,18.521,28.45,0
123,35,2025-06-08 17:29:00,12.933,51.9,0
124,573,2025-03-08 09:58:00,14.673,18.45,0
125,3,2025-05-24 09:58:00,19.866,16.43,0
126,699,2025-04-26 11:01:00,16.08,27.6,0
127,16,2025-02-24 08:50:00,19.92,5.07,0
128,550,2025-06-22 22:44:00,9.919,60.94,0
129,361,2025-05-04 22:15:00,11.945,37.41,0
130,516,2025-06-28 03:09:00,11.191,29.3,0
131,498,2025-01-01 07:09:00,20.409,66.19,0
132,355,2025-02-20 13:05:00,18.942,47.7,0
133,385,2025-03-01 21:00:00,19.677,81.97,0
134,402,2025-05-02 08:57:00,15.962,123.87,0
135,541,2025-06-01 03:03:00,11.09,45.59,0
136,568,2025-01-22 20:52:00,13.278,19.68,0
137,359,2025-01-28 05:11:00,15.704,62.51,0
138,282,2025-05-02 11:34:00,8.266,19.73,0
139,34,2025-03-05 14:40:00,16.955,19.02,0
140,623,2025-05-06 18:23:00,19.968,27.69,0
141,180,2025-01-01 04:30:00,12.559,88.4,0
142,347,2025-04-05 04:56:00,17.517,63.78,0
143,794,2025-01-05 03:56:00,14.77,71.1,0
144,627,2025-06-21 05:53:00,8.056,38.62,0
145,276,2025-01-27 06:48:00,11.976,55.19,0
146,379,2025-02-02 00:40:00,15.39,56.6,0
147,259,2025-01-19 08:02:00,18.149,20.18,0
148,500,2025-02-09 16:22:00,13.628,56.03,0
149,122,2025-03-30 03:37:00,10.607,34.89,0
150,762,2025-04-22 03:48:00,8.855,25.31,0
151,789,2025-06-12 00:01:00,18.006,26.3,0
152,238,2025-06-08 00:13:00,13.111,22.5,0
153,184,2025-01-16 05:39:00,17.059,27.96,0
154,431,2025-03-18 23:42:00,11.105,34.77,0
155,517,2025-06-06 13:41:00,18.566,59.58,0
156,514,2025-01-30 18:50:00,12.821,117.07,0
157,33,2025-05-01 06:26:00,8.733,55.15,0
158,568,2025-03-18 19:43:00,15.143,38.44,0
159,53,2025-01-31 09:37:00,18.24,7.07,0
160,273,2025-01-12 02:41:00,21.055,242.38,0
161,573,2025-02-22 03:39:00,21.592,19.87,0
162,709,2025-01-01 03:59:00,14.39,20.39,0
163,508,2025-02-04 22:52:00,16.566,96.23,0
164,127,2025-04-09 17:43:00,15.801,14.5,0
165,544,2025-05-23 01:46:00,15.47,47.12,0
166,29,2025-04-01 23:15:00,9.604,24.17,0
167,184,2025-05-11 12:26:00,17.392,28.59,0
168,98,2025-01-14 07:58:00,21.514,36.42,0
169,787,2025-02-24 19:02:00,9.775,13.47,0
170,294,2025-04-29 13:36:00,12.366,31.71,0
171,446,2025-01-10 18:43:00,9.079,79.53,0
172,632,2025-04-16 02:36:00,13.639,32.97,0
173,775,2025-01-31 08:57:00,14.743,574.91,0
174,796,2025-03-17 11:59:00,13.012,37.66,0
175,131,2025-04-24 09:03:00,14.672,13.44,0
176,315,2025-06-27 13:23:00,19.242,23.06,0
177,324,2025-01-17 06:24:00,10.995,7.45,0
178,636,2025-04-10 01:47:00,18.612,82.88,0
179,268,2025-04-07 13:31:00,19.106,126.43,0
180,185,2025-01-12 10:29:00,16.136,68.7,0
181,604,2025-04-21 07:51:00,12.414,17.87,0
182,396,2025-01-14 14:18:00,21.111,17.42,0
183,598,2025-05-04 19:05:00,13.095,63.1,0
184,303,2025-02-07 09:00:00,8.699,23.07,0
185,389,2025-01-23 13:32:00,9.905,17.58,0
186,7,2025-01-13 21:31:00,20.482,16.08,0
187,12,2025-03-24 17:55:00,10.1,156.11,0
188,0,2025-02-12 11:43:00,14.264,24.14,0
189,140,2025-03-25 09:52:00,17.688,68.08,0
190,278,2025-06-11 05:24:00,16.031,54.33,0
191,40,2025-05-31 08:25:00,17.147,17.75,0
192,128,2025-05-16 02:02:00,12.883,36.15,0
193,677,2025-03-26 08:51:00,17.271,15.71,0
194,683,2025-01-21 04:52:00,8.127,111.46,0
195,231,2025-03-15 05:21:00,11.686,16.89,0
196,757,2025-01-04 22:15:00,9.73,46.88,0
197,94,2025-01-23 05:20:00,14.374,23.57,0
198,25,2025-02-24 07:23:00,10.042,16.7,0
199,283,2025-05-06 00:05:00,15.663,82.86,0
200,211,2025-05-22 21:50:00,10.529,23.07,0
201,61,2025-04-22 13:29:00,13.8,8.1,0
202,677,2025-02-16 09:47:00,9.039,49.15,0
203,783,2025-05-10 01:13:00,14.16,19.87,0
204,216,2025-06-29 08:46:00,0.801,39.7,1
205,252,2025-04-29 03:08:00,12.437,69.42,0
206,574,2025-05-18 02:11:00,17.888,46.56,0
207,746,2025-06-07 13:13:00,13.964,71.26,0
208,229,2025-05-09 19:22:00,11.279,12.39,0
209,546,2025-06-07 22:08:00,12.249,91.3,0
210,18,2025-02-23 07:15:00,12.236,27.59,0
211,452,2025-02-25 09:11:00,18.393,11.18,0
212,789,2025-02-01 09:43:00,10.813,4.91,0
213,380,2025-02-02 20:01:00,21.689,27.35,0
214,513,2025-04-10 12:06:00,17.625,18.66,0
215,549,2025-06-16 18:22:00,13.616,18.89,0
216,505,2025-02-09 21:30:00,21.972,45.73,0
217,549,2025-05-09 08:19:00,11.026,138.6,0
218,709,2025-01-14 23:58:00,18.681,17.01,0
219,8,2025-06-24 18:37:00,11.793,37.67,0
220,707,2025-04-05 15:43:00,15.61,22.22,0
221,726,2025-03-31 10:50:00,8.762,15.89,0
222,723,2025-03-06 18:23:00,19.85,15.53,0
223,294,2025-06-23 04:53:00,13.126,130.21,0
224,466,2025-03-17 12:39:00,16.183,35.37,0
225,282,2025-01-23 02:08:00,20.982,30.06,0
226,672,2025-04-12 12:07:00,8.423,20.23,0
227,325,2025-04-17 06:22:00,21.552,36.93,0
228,250,2025-05-15 06:48:00,15.353,21.01,0
229,548,2025-03-31 09:53:00,18.93,163.92,0
230,39,2025-02-20 09:34:00,14.623,42.81,0
231,300,2025-01-01 11:25:00,19.423,39.13,0
232,165,2025-06-27 13:46:00,20.328,38.43,0
233,299,2025-02-04 17:19:00,13.343,99.64,0
234,358,2025-03-05 04:16:00,18.117,34.39,0
235,50,2025-01-28 14:59:00,21.981,23.91,0
236,691,2025-02-12 08:56:00,18.6,39.81,0
237,333,2025-01-11 22:41:00,21.396,65.92,0
238,287,2025-03-03 06:12:00,18.313,2490.72,1
239,119,2025-06-20 16:00:00,12.618,41.57,0
240,796,2025-02-10 06:26:00,19.58,42.05,0
241,684,2025-06-23 18:23:00,17.329,77.44,0
242,385,2025-04-25 02:44:00,8.463,3.93,0
243,267,2025-06-10 12:21:00,10.414,37.56,0
244,373,2025-04-22 16:22:00,11.658,21.93,0
245,768,2025-06-27 23:57:00,18.41,36.66,0
246,177,2025-04-10 06:56:00,19.16,46.52,0
247,547,2025-05-30 12:28:00,19.576,94.76,0
248,722,2025-01-07 16:05:00,8.941,11.56,0
249,604,2025-06-17 19:01:00,9.01,19.69,0
250,696,2025-01-04 06:46:00,12.192,17.18,0
251,758,2025-02-05 13:45:00,17.537,21.54,0
252,47,2025-05-13 22:15:00,19.791,11.7,0
253,191,2025-02-16 05:44:00,20.171,193.5,0
254,115,2025-01-08 13:24:00,10.905,70.24,0
255,453,2025-06-05 04:07:00,18.744,18.82,0
256,325,2025-04-03 06:27:00,16.971,35.44,0
257,32,2025-03-28 07:16:00,20.974,24.72,0
258,446,2025-02-26 21:41:00,18.82,39.66,0
259,80,2025-05-10 01:19:00,15.401,18.94,0
260,325,2025-02-26 14:13:00,18.965,10.35,0
261,293,2025-04-12 03:26:00,12.316,22.14,0
262,714,2025-01-24 11:13:00,19.006,105.68,0
263,546,2025-02-25 00:21:00,18.936,10.67,0
264,499,2025-01-06 01:03:00,19.973,84.19,0
265,665,2025-02-21 06:29:00,11.394,54.78,0
266,144,2025-03-10 13:45:00,19.886,25.42,0
267,205,2025-05-15 16:08:00,10.367,63.78,0
268,601,2025-05-29 00:00:00,18.807,41.36,0
269,599,2025-04-06 18:39:00,21.019,6.33,0
270,17,2025-06-16 14:41:00,8.501,25.32,0
271,179,2025-03-06 16:32:00,16.764,25.92,0
272,181,2025-03-30 22:39:00,17.234,111.2,0
273,4,2025-04-22 01:36:00,19.412,25.4,0
274,529,2025-02-01 20:30:00,9.44,29.57,0
275,43,2025-03-17 14:07:00,20.732,13.82,0
276,673,2025-06-11 23:59:00,21.913,33.27,0
277,468,2025-03-27 12:19:00,17.409,13.52,0
278,609,2025-06-17 14:24:00,14.019,83.44,0
279,397,2025-05-03 00:34:00,16.89,25.0,0
280,776,2025-01-31 14:17:00,8.766,13.49,0
281,216,2025-03-24 10:24:00,18.542,93.29,0
282,446,2025-03-07 22:07:00,8.98,12.31,0
283,5,2025-06-20 23:44:00,12.516,42.93,0
284,666,2025-03-02 11:24:00,9.952,10.65,0
285,454,2025-03-29 08:01:00,18.165,44.25,0
286,140,2025-05-05 06:26:00,16.322,82.22,0
287,654,2025-06-23 03:04:00,17.789,20.84,0
288,791,2025-04-09 07:41:00,8.904,13.62,0
289,54,2025-06-02 14:00:00,13.186,13.96,0
290,676,2025-01-22 01:31:00,13.686,33.48,0
291,589,2025-06-10 08:48:00,16.434,163.65,0
292,283,2025-02-07 08:21:00,9.433,82.25,0
293,507,2025-05-18 09:20:00,17.061,89.28,0
294,628,2025-04-07 03:06:00,13.526,14.87,0
295,383,2025-04-19 19:33:00,20.683,84.17,0
296,533,2025-01-17 16:15:00,14.297,77.09,0
297,38,2025-04-06 21:07:00,9.429,44.67,0
298,740,2025-01-16 13:19:00,9.448,21.12,0
299,738,2025-04-10 07:09:00,11.56,76.18,0
300,168,2025-03-15 03:41:00,11.357,20.35,0
301,381,2025-02-06 06:17:00,19.154,59.21,0
302,190,2025-03-30 09:34:00,18.113,25.81,0
303,319,2025-02-08 14:11:00,9.073,15.91,0
304,220,2025-01-15 21:33:00,19.92,25.31,0
305,689,2025-01-07 03:34:00,9.346,168.96,0
306,555,2025-03-03 10:48:00,18.999,13.77,0
307,676,2025-05-15 04:49:00,9.563,77.37,0
308,634,2025-04-14 18:04:00,13.269,68.55,0
309,581,2025-01-23 11:24:00,18.513,30.2,0
310,133,2025-03-21 21:18:00,11.551,22.5,0
311,663,2025-04-15 18:53:00,9.587,12.89,0
312,626,2025-02-12 02:23:00,19.021,98.12,0
313,99,2025-01-25 19:49:00,17.674,13.51,0
314,70,2025-02-14 18:59:00,20.478,3.76,0
315,608,2025-01-12 23:28:00,16.982,44.78,0
316,312,2025-02-13 14:32:00,9.035,11.88,0
317,262,2025-04-07 01:07:00,16.941,32.06,0
318,317,2025-05-25 06:40:00,19.515,11.94,0
319,693,2025-06-07 03:46:00,9.171,21.98,0
320,290,2025-05-02 03:32:00,9.9,37.0,0
321,296,2025-03-06 01:58:00,17.486,43.49,0
322,319,2025-06-18 02:28:00,19.079,102.14,0
323,43,2025-06-15 11:03:00,12.944,35.04,0
324,29,2025-03-06 09:56:00,18.294,38.13,0
325,331,2025-01-02 20:31:00,10.343,28.89,0
326,13,2025-03-20 02:00:00,14.216,73.3,0
327,605,2025-03-25 19:59:00,18.472,14.16,0
328,339,2025-05-02 20:10:00,10.786,24.66,0
329,400,2025-01-27 10:01:00,12.885,34.96,0
330,268,2025-04-09 01:06:00,16.807,16.95,0
331,610,2025-02-26 20:10:00,12.844,106.91,0
332,342,2025-03-31 04:08:00,20.238,45.16,0
333,28,2025-01-05 06:31:00,21.394,13.13,0
334,390,2025-04-06 02:30:00,16.992,48.52,0
335,141,2025-01-07 08:42:00,18.954,99.83,0
336,476,2025-06-03 13:52:00,20.694,19.68,0
337,450,2025-05-09 07:21:00,17.826,104.03,0
338,379,2025-06-15 17:13:00,18.826,42.99,0
339,308,2025-04-28 19:36:00,9.123,41.13,0
340,476,2025-06-26 04:42:00,19.533,91.29,0
341,544,2025-02-07 12:00:00,11.844,41.2,0
342,702,2025-01-02 02:01:00,8.991,47.83,0
343,770,2025-06-12 04:57:00,16.253,37.68,0
344,66,2025-04-29 17:45:00,11.175,8.6,0
345,527,2025-05-04 20:03:00,9.118,48.65,0
346,67,2025-02-22 05:32:00,16.534,42.82,0
347,333,2025-03-02 12:16:00,9.38,25.82,0
348,593,2025-05-03 05:11:00,20.421,4.55,0
349,433,2025-03-15 09:03:00,21.57,57.57,0
350,646,2025-01-14 16:43:00,18.335,17.59,0
351,730,2025-02-22 15:50:00,12.027,14.21,0
352,779,2025-03-11 04:18:00,15.876,13.17,0
353,538,2025-05-30 12:11:00,8.439,7.3,0
354,538,2025-03-03 21:45:00,16.7,50.64,0
355,642,2025-03-30 21:54:00,11.694,230.48,0
356,186,2025-04-18 15:09:00,14.37,22.01,0
357,241,2025-01-25 08:31:00,10.504,67.5,0
358,273,2025-04-15 18:31:00,21.812,32.47,0
359,595,2025-02-06 07:24:00,10.904,43.64,0
360,280,2025-06-08 01:26:00,13.837,33.18,0
361,111,2025-02-23 09:13:00,11.564,65.44,0
362,638,2025-02-24 19:16:00,15.582,13.31,0
363,599,2025-03-14 13:37:00,20.675,37.9,0
364,475,2025-03-06 21:02:00,10.287,86.76,0
365,705,2025-04-17 16:12:00,9.971,61.33,0
366,633,2025-05-11 03:10:00,9.037,45.44,0
367,720,2025-06-23 13:11:00,16.251,37.84,0
368,207,2025-06-09 20:38:00,16.429,26.22,0
369,93,2025-02-17 03:31:00,19.499,26.39,0
370,273,2025-04-19 16:32:00,19.703,10.1,0
371,663,2025-03-01 02:42:00,9.427,52.35,0
372,739,2025-05-25 23:41:00,20.747,104.29,0
373,87,2025-01-05 07:28:00,19.611,44.28,0
374,684,2025-06-29 02:08:00,17.061,35.47,0
375,382,2025-03-09 01:25:00,12.859,56.52,0
376,654,2025-05-15 00:27:00,18.438,6.43,0
377,546,2025-05-02 12:20:00,16.689,23.33,0
378,48,2025-03-08 01:37:00,12.943,32.99,0
379,387,2025-06-23 08:25:00,8.186,8.93,0
380,71,2025-02-18 02:14:00,16.294,39.79,0
381,271,2025-05-14 05:37:00,16.071,7.96,0
382,606,2025-06-17 03:57:00,10.164,60.84,0
383,547,2025-01-22 05:44:00,20.689,41.93,0
384,563,2025-06-15 01:35:00,10.23,30.04,0
385,528,2025-06-10 04:58:00,12.019,64.36,0
386,11,2025-03-10 08:40:00,13.208,39.37,0
387,466,2025-05-31 23:05:00,17.562,51.2,0
388,388,2025-01-02 03:24:00,9.143,43.91,0
389,422,2025-02-04 00:34:00,17.833,17.59,0
390,170,2025-05-16 10:27:00,13.803,122.73,0
391,564,2025-06-18 04:21:00,10.561,94.82,0
392,486,2025-01-23 16:20:00,9.569,49.32,0
393,322,2025-05-09 12:54:00,13.773,39.47,0
394,45,2025-01-19 12:41:00,14.244,821.14,1
395,55,2025-05-21 21:46:00,9.922,95.92,0
396,287,2025-06-11 08:04:00,14.755,160.55,0
397,429,2025-03-24 15:29:00,15.034,22.69,0
398,797,2025-01-19 03:17:00,21.734,80.8,0
399,578,2025-02-06 02:57:00,17.986,32.64,0
400,388,2025-04-02 06:33:00,8.17,9.66,0
401,239,2025-05-24 20:08:00,14.676,68.43,0
402,134,2025-04-04 12:34:00,8.302,113.21,0
403,112,2025-03-27 22:33:00,15.157,76.23,0
404,57,2025-04-19 01:31:00,12.731,30.57,0
405,729,2025-06-24 03:17:00,20.649,47.72,0
406,12,2025-05-23 02:24:00,14.906,61.22,0
407,690,2025-01-28 14:24:00,19.899,55.35,0
408,466,2025-02-05 08:52:00,16.174,93.64,0
409,494,2025-03-05 23:20:00,13.551,74.42,0
410,766,2025-02-18 18:43:00,11.216,22.03,0
411,629,2025-05-13 09:33:00,10.564,35.75,0
412,117,2025-06-28 14:21:00,19.124,23.37,0
413,775,2025-04-14 00:15:00,20.362,39.82,0
414,140,2025-06-10 06:01:00,12.537,7.85,0
415,455,2025-03-19 23:44:00,14.925,163.69,0
416,512,2025-05-04 20:10:00,12.025,18.76,0
417,195,2025-05-07 06:57:00,14.374,23.22,0
418,504,2025-02-22 20:56:00,20.173,37.4,0
419,511,2025-05-13 00:04:00,9.932,11.63,0
420,783,2025-04-07 08:31:00,12.081,26.76,0
421,731,2025-04-14 21:55:00,17.734,40.05,0
422,319,2025-02-15 09:15:00,2.573,130.88,1
423,552,2025-02-27 10:31:00,9.136,39.21,0
424,656,2025-06-04 10:10:00,13.242,25.3,0
425,20,2025-04-22 09:02:00,17.469,14.22,0
426,547,2025-01-24 11:09:00,21.776,193.64,0
427,733,2025-04-09 03:26:00,20.49,37.21,0
428,96,2025-04-22 08:17:00,15.866,37.39,0
429,602,2025-05-24 13:52:00,18.883,11.68,0
430,48,2025-06-03 12:51:00,15.999,53.26,0
431,321,2025-04-28 14:56:00,14.915,21.87,0
432,655,2025-01-03 05:49:00,10.389,113.6,0
433,789,2025-03-31 10:03:00,12.09,50.75,0
434,582,2025-02-07 04:42:00,14.329,38.68,0
435,577,2025-01-04 08:48:00,21.798,12.15,0
436,207,2025-06-16 05:51:00,16.52,32.36,0
437,660,2025-01-31 01:10:00,21.228,29.5,0
438,527,2025-02-14 05:31:00,11.622,38.62,0
439,754,2025-03-02 14:05:00,8.966,7.24,0
440,482,2025-03-25 19:15:00,21.697,16.91,0
441,31,2025-04-19 05:57:00,12.615,23.54,0
442,408,2025-02-25 20:44:00,15.494,52.22,0
443,619,2025-05-23 14:59:00,8.996,7.47,0
444,630,2025-01-29 09:09:00,20.045,105.71,0
445,309,2025-06-22 19:00:00,8.01,94.53,0
446,136,2025-06-04 01:37:00,20.684,15.8,0
447,695,2025-04-18 23:09:00,10.315,252.29,0
448,658,2025-01-09 18:25:00,10.569,42.35,0
449,703,2025-05-12 04:36:00,19.561,32.08,0
450,536,2025-05-07 18:51:00,13.407,56.3,0
451,662,2025-04-22 20:37:00,11.584,48.9,0
452,322,2025-02-20 10:22:00,16.35,38.44,0
453,623,2025-03-19 10:47:00,11.562,14.7,0
454,390,2025-03-16 17:27:00,12.012,24.67,0
455,635,2025-04-20 17:48:00,8.638,46.58,0
456,117,2025-03-01 14:20:00,15.552,68.21,0
457,237,2025-03-14 02:54:00,9.812,110.72,0
458,171,2025-06-13 10:29:00,19.72,24.28,0
459,325,2025-03-23 15:43:00,18.514,37.29,0
460,651,2025-04-18 00:04:00,11.996,20.64,0
461,92,2025-06-13 23:32:00,15.473,83.97,0
462,584,2025-06-20 02:06:00,16.083,27.28,0
463,664,2025-04-12 11:52:00,17.33,21.87,0
464,536,2025-02-17 17:31:00,13.865,36.78,0
465,516,2025-01-19 01:46:00,17.135,9.18,0
466,110,2025-06-04 18:52:00,10.371,53.96,0
467,490,2025-04-05 06:40:00,14.594,27.32,0
468,181,2025-04-12 22:38:00,9.316,320.35,0
469,196,2025-06-21 14:05:00,21.175,21.34,0
470,689,2025-03-08 19:58:00,13.62,28.26,0
471,492,2025-01-19 00:11:00,16.644,78.98,0
472,794,2025-05-02 05:07:00,14.857,65.43,0
473,363,2025-06-24 19:31:00,8.375,80.16,0
474,286,2025-01-31 14:23:00,8.878,27.98,0
475,796,2025-06-27 18:36:00,11.704,13.98,0
476,498,2025-04-08 09:30:00,17.449,295.86,0
477,690,2025-04-11 22:16:00,16.98,52.9,0
478,35,2025-06-22 18:02:00,10.631,41.93,0
479,420,2025-03-01 20:08:00,14.841,66.69,0
480,653,2025-05-15 04:01:00,13.139,12.34,0
481,646,2025-01-02 13:18:00,15.96,24.29,0
482,572,2025-05-01 20:24:00,12.686,15.19,0
483,131,2025-01-03 18:58:00,20.547,40.0,0
484,437,2025-01-01 18:00:00,14.614,11.62,0
485,81,2025-03-11 20:34:00,13.972,60.0,0
486,641,2025-03-09 01:40:00,17.847,90.21,0
487,504,2025-05-21 22:52:00,18.93,87.6,0
488,155,2025-06-10 11:22:00,14.126,49.78,0
489,581,2025-06-19 15:03:00,9.525,40.82,0
490,575,2025-04-23 04:57:00,9.191,25.05,0
491,42,2025-01-28 20:38:00,12.576,50.11,0
492,71,2025-05-01 17:26:00,18.256,32.06,0
493,160,2025-03-29 19:05:00,17.151,7.84,0
494,56,2025-04-06 06:16:00,12.028,21.37,0
495,429,2025-04-01 07:27:00,8.062,65.97,0
496,703,2025-06-08 22:17:00,16.997,14.22,0
497,50,2025-03-10 10:54:00,15.902,14.0,0
498,491,2025-06-23 13:58:00,18.815,29.83,0
499,339,2025-04-08 04:36:00,17.606,6.17,0
500,669,2025-05-04 19:32:00,11.457,62.74,0
501,385,2025-06-16 12:05:00,18.261,58.46,0
502,534,2025-05-27 14:49:00,14.809,74.67,0
503,737,2025-03-20 22:26:00,16.047,41.78,0
504,108,2025-02-06 18:14:00,12.998,17.69,0
505,252,2025-01-25 19:12:00,19.068,13.08,0
506,215,2025-03-07 11:26:00,10.745,54.39,0
507,134,2025-04-30 18:44:00,10.864,62.03,0
508,518,2025-05-24 17:33:00,11.324,14.32,0
509,6,2025-01-06 15:32:00,19.054,12.87,0
510,308,2025-03-25 04:02:00,18.193,34.47,0
511,97,2025-06-19 05:17:00,11.774,39.04,0
512,492,2025-05-28 23:11:00,10.014,73.94,0
513,600,2025-06-19 04:18:00,8.395,59.46,0
514,373,2025-06-22 06:09:00,17.574,32.83,0
515,355,2025-01-17 14:03:00,15.544,80.14,0
